text_id,align_idx,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_1_2,36,Adv,206.423887587822,192.0,206.423887587822,56,427
1_1_2,36,Ele,206.22608695652173,191.5,206.22608695652173,53,460
1_1_2,37,Adv,209.91604938271604,196.0,209.91604938271604,56,405
1_1_2,37,Ele,192.6030534351145,175.0,192.6030534351145,53,131
1_1_3,38,Adv,214.6395242451967,199.0,214.6395242451967,55,1093
1_1_3,38,Ele,208.01895734597156,188.0,208.01895734597156,56,1055
1_1_3,39,Adv,209.9153005464481,186.0,209.9153005464481,55,732
1_1_3,39,Ele,217.1472602739726,206.0,217.1472602739726,49,292
1_1_3,40,Adv,202.21026894865525,187.0,202.21026894865525,55,409
1_1_3,40,Ele,202.821875,193.5,202.821875,56,320
1_1_4,41,Adv,208.21662763466043,194.0,208.21662763466043,55,854
1_1_4,41,Ele,201.13010204081633,192.0,201.13010204081633,56,784
1_1_4,42,Adv,198.85531135531136,183.5,198.85531135531136,55,546
1_1_4,42,Ele,201.5663082437276,186.0,201.5663082437276,56,558
1_1_4,43,Adv,218.90416666666667,204.0,218.90416666666667,54,480
1_1_4,43,Ele,204.731884057971,193.0,204.731884057971,56,414
1_1_4,44,Adv,215.14908256880733,196.0,215.14908256880733,54,436
1_1_5,45,Adv,210.67990654205607,195.5,210.67990654205607,53,428
1_1_5,45,Ele,197.78158458244113,187.0,197.78158458244113,56,467
1_1_5,46,Adv,196.71252566735112,180.0,196.71252566735112,53,487
1_1_5,46,Ele,192.80636604774537,181.0,192.80636604774537,53,377
1_1_5,47,Adv,202.99086757990867,187.0,202.99086757990867,43,219
1_1_5,48,Adv,209.59446254071662,192.0,209.59446254071662,55,614
1_1_5,48,Ele,200.31397459165154,187.0,200.31397459165154,56,551
1_1_6,49,Adv,206.04748982360923,192.0,206.04748982360923,55,737
1_1_6,50,Adv,200.00448430493273,182.0,200.00448430493273,54,446
1_1_6,51,Adv,201.91732909379968,187.0,201.91732909379968,55,629
1_1_6,51,Ele,200.80100755667507,184.0,200.80100755667507,55,794
1_1_6,52,Adv,207.44221105527637,195.0,207.44221105527637,56,1393
1_1_6,52,Ele,209.56089992242048,186.0,209.56089992242048,55,1289
1_1_7,53,Adv,205.85897435897436,184.5,205.85897435897436,52,234
1_1_7,53,Ele,201.48627450980393,190.0,201.48627450980393,56,255
1_1_7,54,Adv,203.52903225806452,188.0,203.52903225806452,48,310
1_1_7,55,Adv,219.9550898203593,197.5,219.9550898203593,52,334
1_1_7,55,Ele,207.2005277044855,198.0,207.2005277044855,52,379
1_1_7,56,Adv,209.8935064935065,187.0,209.8935064935065,51,385
1_1_7,56,Ele,205.65940594059407,191.0,205.65940594059407,56,505
1_1_7,57,Adv,205.14526315789473,184.0,205.14526315789473,55,475
1_1_7,57,Ele,206.7624750499002,191.0,206.7624750499002,54,501
1_1_7,58,Adv,203.13550600343052,187.0,203.13550600343052,55,583
1_1_7,58,Ele,201.4593220338983,187.0,201.4593220338983,56,590
1_1_7,59,Adv,214.65254237288136,196.5,214.65254237288136,52,354
1_1_7,60,Adv,201.67053364269142,184.0,201.67053364269142,55,431
1_2_1,61,Adv,213.4051144010767,192.0,213.4051144010767,55,743
1_2_1,61,Ele,212.24338624338625,197.5,212.24338624338625,55,756
1_2_1,62,Adv,212.78328173374612,197.0,212.78328173374612,55,969
1_2_1,62,Ele,210.05,192.0,210.05,53,680
1_2_1,63,Adv,210.54322429906543,190.0,210.54322429906543,54,856
1_2_1,63,Ele,210.55098039215687,201.5,210.55098039215687,54,510
1_2_1,64,Adv,204.96724890829694,190.0,204.96724890829694,54,916
1_2_1,64,Ele,203.5,193.0,203.5,55,912
1_2_2,65,Adv,213.35632183908046,193.0,213.35632183908046,53,348
1_2_2,65,Ele,197.80608365019012,188.0,197.80608365019012,56,263
1_2_2,66,Adv,211.26201923076923,199.5,211.26201923076923,53,416
1_2_2,66,Ele,198.56130790190736,189.0,198.56130790190736,55,367
1_2_2,67,Adv,212.1728045325779,197.0,212.1728045325779,52,353
1_2_2,67,Ele,208.3841642228739,191.0,208.3841642228739,54,341
1_2_2,68,Adv,208.61962365591398,194.0,208.61962365591398,52,744
1_2_2,68,Ele,206.62921348314606,192.5,206.62921348314606,56,890
1_2_2,69,Adv,211.8490909090909,198.0,211.8490909090909,53,550
1_2_2,69,Ele,202.29088050314465,190.0,202.29088050314465,56,636
1_2_2,70,Adv,213.03808353808353,193.5,213.03808353808353,55,814
1_2_2,70,Ele,209.019758507135,195.0,209.019758507135,56,911
1_2_3,71,Adv,206.74069478908189,191.0,206.74069478908189,56,806
1_2_3,72,Adv,211.44282592862345,195.0,211.44282592862345,56,1373
1_2_3,72,Ele,212.93404781533388,194.0,212.93404781533388,55,1213
1_2_3,73,Adv,213.3764961915125,196.0,213.3764961915125,56,919
1_2_3,73,Ele,214.54545454545453,195.0,214.54545454545453,55,1012
1_2_3,74,Adv,201.16161616161617,183.0,201.16161616161617,55,396
1_2_4,75,Adv,209.99654377880185,195.0,209.99654377880185,55,868
1_2_4,75,Ele,206.20790629575401,192.0,206.20790629575401,55,683
1_2_4,76,Adv,211.20373027259686,200.0,211.20373027259686,54,697
1_2_4,76,Ele,198.31781701444623,187.0,198.31781701444623,53,623
1_2_4,77,Adv,214.33535353535353,200.0,214.33535353535353,55,495
1_2_4,77,Ele,203.6267942583732,193.0,203.6267942583732,52,209
1_2_4,78,Adv,193.61650485436894,180.0,193.61650485436894,52,206
1_2_4,78,Ele,194.1,182.0,194.1,53,190
1_2_4,79,Adv,206.9758064516129,196.5,206.9758064516129,50,248
1_2_4,79,Ele,199.8548387096774,190.0,199.8548387096774,52,124
1_2_4,80,Adv,180.58235294117648,164.0,180.58235294117648,50,170
1_2_4,80,Ele,201.1970802919708,191.0,201.1970802919708,50,137
1_2_4,81,Adv,194.02477183833116,184.0,194.02477183833116,56,767
1_2_4,81,Ele,191.22850122850122,176.0,191.22850122850122,55,407
1_2_5,82,Adv,201.96546052631578,186.0,201.96546052631578,56,608
1_2_5,82,Ele,207.17025089605735,194.0,207.17025089605735,55,558
1_2_5,83,Adv,218.14229249011856,203.5,218.14229249011856,53,506
1_2_5,83,Ele,215.17330677290838,197.0,215.17330677290838,54,502
1_2_5,84,Adv,218.43387096774194,203.0,218.43387096774194,55,620
1_2_5,84,Ele,208.3604938271605,187.0,208.3604938271605,53,405
1_2_5,85,Adv,205.95295902883157,190.0,205.95295902883157,56,659
1_2_5,85,Ele,198.6,184.5,198.6,55,570
1_2_5,86,Adv,196.30647709320695,187.0,196.30647709320695,56,633
1_2_6,87,Adv,215.73574660633483,199.0,215.73574660633483,55,1105
1_2_6,87,Ele,195.25714285714287,185.5,195.25714285714287,56,630
1_2_6,88,Adv,209.81587301587302,192.0,209.81587301587302,52,315
1_2_6,88,Ele,213.0198300283286,203.0,213.0198300283286,53,353
1_2_6,89,Adv,217.16379310344828,201.5,217.16379310344828,55,464
1_2_6,89,Ele,210.58472998137802,197.0,210.58472998137802,56,537
1_3_1,90,Adv,209.9691738594328,190.0,209.9691738594328,55,811
1_3_1,90,Ele,203.7095115681234,193.0,203.7095115681234,56,778
1_3_1,91,Adv,227.27542372881356,211.0,227.27542372881356,54,472
1_3_1,91,Ele,217.40939597315437,202.0,217.40939597315437,56,447
1_3_1,92,Adv,217.80227272727274,202.0,217.80227272727274,55,440
1_3_1,92,Ele,213.45166666666665,195.0,213.45166666666665,54,600
1_3_1,93,Adv,196.54293628808864,185.0,196.54293628808864,54,361
1_3_1,93,Ele,201.3590425531915,186.0,201.3590425531915,56,376
1_3_2,94,Adv,208.07142857142858,194.5,208.07142857142858,56,518
1_3_2,94,Ele,211.51937984496124,193.0,211.51937984496124,54,387
1_3_2,95,Adv,211.47302158273382,191.0,211.47302158273382,55,556
1_3_2,95,Ele,215.209726443769,201.5,215.209726443769,55,658
1_3_2,96,Adv,219.1917591125198,209.0,219.1917591125198,54,631
1_3_2,96,Ele,212.70289855072463,200.0,212.70289855072463,53,276
1_3_2,97,Adv,211.5631469979296,200.0,211.5631469979296,56,483
1_3_2,97,Ele,216.64349775784754,199.0,216.64349775784754,55,446
1_3_3,98,Adv,207.86853448275863,192.0,207.86853448275863,54,464
1_3_3,98,Ele,207.710843373494,192.0,207.710843373494,56,581
1_3_3,99,Adv,192.2207792207792,167.0,192.2207792207792,43,77
1_3_3,99,Ele,221.1529411764706,205.0,221.1529411764706,48,85
1_3_3,100,Adv,225.3525179856115,210.5,225.3525179856115,50,278
1_3_3,100,Ele,216.71428571428572,207.0,216.71428571428572,48,357
1_3_3,101,Adv,202.93201133144476,187.0,202.93201133144476,51,353
1_3_3,101,Ele,217.03,218.5,217.03,44,100
1_3_3,102,Adv,213.12526997840172,193.0,213.12526997840172,52,463
1_3_3,102,Ele,206.75510204081633,195.0,206.75510204081633,49,245
1_3_3,103,Adv,198.08333333333334,186.0,198.08333333333334,49,84
1_3_3,103,Ele,191.38333333333333,175.5,191.38333333333333,47,120
1_3_3,104,Adv,207.84991568296795,192.0,207.84991568296795,53,593
1_3_3,104,Ele,209.10660660660662,197.0,209.10660660660662,56,666
1_3_3,105,Adv,199.6934865900383,182.0,199.6934865900383,55,261
1_3_3,105,Ele,208.16788321167883,197.0,208.16788321167883,56,274
1_3_4,106,Adv,203.6644844517185,187.0,203.6644844517185,56,611
1_3_4,106,Ele,201.95283018867926,190.0,201.95283018867926,55,212
1_3_4,107,Adv,215.74452554744525,199.5,215.74452554744525,49,274
1_3_4,107,Ele,210.71601208459214,189.0,210.71601208459214,49,331
1_3_4,108,Adv,212.91196388261852,197.0,212.91196388261852,51,443
1_3_4,108,Ele,205.13486005089058,195.0,205.13486005089058,53,393
1_3_4,109,Adv,205.33128834355827,194.0,205.33128834355827,55,489
1_3_4,110,Adv,217.05004906771345,204.0,217.05004906771345,54,1019
1_3_4,110,Ele,206.95550847457628,190.0,206.95550847457628,54,944
1_3_5,111,Adv,201.44144144144144,188.0,201.44144144144144,54,555
1_3_5,112,Adv,211.36631016042782,197.0,211.36631016042782,55,748
1_3_5,112,Ele,202.11860940695297,185.0,202.11860940695297,54,489
1_3_5,113,Adv,220.26618705035972,203.0,220.26618705035972,54,417
1_3_5,114,Adv,210.1953917050691,196.0,210.1953917050691,56,2170
1_3_5,114,Ele,210.17258883248732,192.0,210.17258883248732,55,1182
1_4_1,115,Adv,209.51992753623188,192.0,209.51992753623188,55,552
1_4_1,115,Ele,199.49475524475525,183.5,199.49475524475525,55,572
1_4_1,116,Adv,211.8544776119403,194.5,211.8544776119403,53,536
1_4_1,116,Ele,205.3230769230769,189.0,205.3230769230769,50,455
1_4_1,117,Adv,202.66548672566373,191.5,202.66548672566373,56,1130
1_4_1,117,Ele,201.22308690012972,190.0,201.22308690012972,53,771
1_4_1,119,Adv,202.91743772241992,193.0,202.91743772241992,55,1405
1_4_1,119,Ele,209.52208480565372,190.0,209.52208480565372,54,1132
1_4_2,120,Adv,215.45982142857142,197.0,215.45982142857142,56,1120
1_4_2,120,Ele,208.19784946236558,191.5,208.19784946236558,55,930
1_4_2,121,Adv,221.6743119266055,206.5,221.6743119266055,53,436
1_4_2,121,Ele,214.9663212435233,197.5,214.9663212435233,50,386
1_4_2,122,Adv,205.4203233256351,195.0,205.4203233256351,55,866
1_4_2,122,Ele,203.9479305740988,192.0,203.9479305740988,55,749
1_4_2,123,Adv,203.60722891566266,191.0,203.60722891566266,54,415
1_4_2,123,Ele,211.6206896551724,204.0,211.6206896551724,47,145
1_4_2,124,Adv,202.4259927797834,192.0,202.4259927797834,52,277
1_4_2,124,Ele,217.21454545454546,202.0,217.21454545454546,50,275
1_4_2,125,Adv,211.8735632183908,200.0,211.8735632183908,54,348
1_4_2,125,Ele,208.53164556962025,191.0,208.53164556962025,52,316
1_4_2,126,Adv,201.0,193.0,201.0,54,471
1_4_2,126,Ele,202.57908163265307,189.0,202.57908163265307,54,392
1_4_2,127,Adv,209.92342342342343,200.0,209.92342342342343,55,222
1_4_2,127,Ele,183.91774891774892,166.0,183.91774891774892,54,231
1_4_3,128,Adv,207.48798521256933,187.0,207.48798521256933,55,541
1_4_3,128,Ele,203.95621716287215,192.0,203.95621716287215,56,571
1_4_3,129,Adv,211.3639705882353,197.0,211.3639705882353,55,544
1_4_3,129,Ele,216.36116504854368,197.0,216.36116504854368,56,515
1_4_3,130,Adv,208.4102564102564,195.0,208.4102564102564,52,312
1_4_3,130,Ele,200.64912280701753,197.0,200.64912280701753,53,285
1_4_3,131,Adv,217.74609375,192.0,217.74609375,55,512
1_4_3,131,Ele,205.82033096926713,190.0,205.82033096926713,55,423
1_4_3,132,Adv,216.58612143742255,202.0,216.58612143742255,55,807
1_4_3,132,Ele,205.117994100295,199.0,205.117994100295,54,339
1_4_4,133,Adv,204.0706605222734,184.0,204.0706605222734,55,651
1_4_4,133,Ele,206.12105263157895,193.0,206.12105263157895,55,570
1_4_4,134,Adv,206.3518987341772,184.0,206.3518987341772,51,395
1_4_4,134,Ele,208.02072538860102,191.5,208.02072538860102,55,386
1_4_4,135,Adv,218.37222222222223,194.5,218.37222222222223,52,360
1_4_4,135,Ele,216.32075471698113,203.0,216.32075471698113,52,318
1_4_4,136,Adv,202.9830985915493,186.0,202.9830985915493,53,355
1_4_4,136,Ele,197.06172839506172,176.0,197.06172839506172,53,243
1_4_4,137,Adv,215.4294670846395,200.0,215.4294670846395,55,319
1_4_4,137,Ele,201.65158371040724,185.0,201.65158371040724,51,221
1_4_4,138,Adv,210.66217870257037,195.0,210.66217870257037,55,817
1_4_4,138,Ele,209.90196078431373,197.0,209.90196078431373,56,816
1_4_4,139,Adv,213.94584837545128,196.0,213.94584837545128,49,277
1_4_4,139,Ele,205.58959537572255,192.0,205.58959537572255,52,173
1_4_4,140,Adv,216.90086206896552,191.0,216.90086206896552,51,232
1_4_4,140,Ele,209.35087719298247,194.0,209.35087719298247,52,342
1_4_4,141,Adv,200.93103448275863,187.0,200.93103448275863,52,406
1_4_5,142,Adv,201.20283975659228,189.0,201.20283975659228,55,493
1_4_5,142,Ele,212.07070707070707,191.0,212.07070707070707,55,495
1_4_5,143,Adv,205.70194003527337,193.0,205.70194003527337,56,567
1_4_5,143,Ele,202.28654970760235,184.0,202.28654970760235,53,513
1_4_5,144,Adv,207.63317384370015,193.0,207.63317384370015,56,627
1_4_5,144,Ele,208.20792079207922,188.5,208.20792079207922,54,606
1_4_5,145,Adv,205.88703703703703,191.5,205.88703703703703,56,540
1_4_5,145,Ele,211.10873440285204,193.0,211.10873440285204,55,561
1_5_1,146,Adv,212.64705882352942,197.0,212.64705882352942,55,748
1_5_1,146,Ele,205.34333733493398,191.0,205.34333733493398,56,833
1_5_1,147,Adv,213.73142857142858,195.0,213.73142857142858,54,525
1_5_1,147,Ele,209.34194831013917,195.0,209.34194831013917,56,503
1_5_1,148,Adv,204.5094696969697,191.0,204.5094696969697,52,528
1_5_1,148,Ele,198.81524249422634,188.0,198.81524249422634,54,433
1_5_2,149,Adv,217.4636678200692,194.5,217.4636678200692,55,578
1_5_2,149,Ele,210.8936936936937,191.0,210.8936936936937,56,555
1_5_2,150,Adv,214.41907514450867,195.0,214.41907514450867,50,346
1_5_2,150,Ele,223.19553072625698,207.5,223.19553072625698,53,358
1_5_2,151,Adv,203.70294117647057,186.0,203.70294117647057,51,340
1_5_2,151,Ele,200.87591240875912,183.0,200.87591240875912,54,411
1_5_2,152,Adv,209.01475409836067,196.0,209.01475409836067,52,610
1_5_2,152,Ele,197.58333333333334,185.0,197.58333333333334,56,564
1_5_2,153,Adv,210.3729957805907,193.0,210.3729957805907,54,1185
1_5_2,153,Ele,201.64995357474467,194.0,201.64995357474467,54,1077
1_5_2,154,Adv,200.08922558922558,181.5,200.08922558922558,55,594
1_5_2,154,Ele,198.41899441340783,186.5,198.41899441340783,52,358
1_5_3,155,Adv,213.40797546012269,198.0,213.40797546012269,56,978
1_5_3,155,Ele,210.26006191950464,191.0,210.26006191950464,55,646
1_5_3,156,Adv,210.0268456375839,195.0,210.0268456375839,54,447
1_5_3,156,Ele,222.9056179775281,195.0,222.9056179775281,52,445
1_5_3,157,Adv,210.87812840043526,198.0,210.87812840043526,56,919
1_5_3,157,Ele,211.4921780986763,190.0,211.4921780986763,55,831
1_5_3,158,Adv,207.70509977827052,197.5,207.70509977827052,56,902
1_5_3,158,Ele,214.3357843137255,196.5,214.3357843137255,54,408
1_5_4,159,Adv,184.7357142857143,187.5,184.7357142857143,52,140
1_5_4,159,Ele,202.4375,190.5,202.4375,55,144
1_5_4,160,Adv,211.58467741935485,195.0,211.58467741935485,51,496
1_5_4,160,Ele,209.73432835820896,192.0,209.73432835820896,51,335
1_5_4,161,Adv,208.76632302405497,187.0,208.76632302405497,48,291
1_5_4,162,Adv,204.19672131147541,189.5,204.19672131147541,39,122
1_5_4,163,Adv,208.6953467954346,195.0,208.6953467954346,53,1139
1_5_4,163,Ele,210.97297297297297,196.0,210.97297297297297,56,777
1_5_4,164,Adv,216.46723044397464,198.0,216.46723044397464,52,473
1_5_4,164,Ele,213.1609657947686,194.0,213.1609657947686,54,497
1_5_4,165,Adv,210.30205655526993,192.0,210.30205655526993,54,778
1_5_4,165,Ele,208.53629976580797,192.5,208.53629976580797,56,854
1_5_5,166,Adv,208.620979020979,194.0,208.620979020979,56,715
1_5_5,166,Ele,213.6682316118936,197.0,213.6682316118936,55,639
1_5_5,167,Adv,213.42640364188165,199.0,213.42640364188165,53,659
1_5_5,167,Ele,209.53061224489795,192.0,209.53061224489795,55,686
1_5_5,168,Adv,204.40664556962025,195.0,204.40664556962025,56,632
1_5_5,168,Ele,208.65074626865672,194.5,208.65074626865672,55,670
1_6_1,169,Adv,220.33484162895928,197.0,220.33484162895928,55,663
1_6_1,169,Ele,203.51162790697674,187.0,203.51162790697674,56,688
1_6_1,170,Adv,195.28344370860927,183.0,195.28344370860927,53,755
1_6_1,170,Ele,209.17972350230414,192.0,209.17972350230414,56,651
1_6_1,171,Adv,220.17073170731706,194.0,220.17073170731706,54,779
1_6_1,171,Ele,210.89235127478753,202.0,210.89235127478753,54,353
1_6_2,172,Adv,216.72841051314143,199.0,216.72841051314143,56,799
1_6_2,172,Ele,220.8828125,201.0,220.8828125,55,640
1_6_2,173,Adv,211.25054229934923,195.0,211.25054229934923,54,922
1_6_2,173,Ele,211.4700272479564,192.0,211.4700272479564,54,734
1_6_2,174,Adv,224.16860465116278,216.5,224.16860465116278,46,172
1_6_2,174,Ele,198.39442231075697,179.0,198.39442231075697,53,251
1_6_2,175,Adv,208.544,190.0,208.544,56,625
1_6_2,175,Ele,197.77033492822966,181.0,197.77033492822966,54,627
1_6_2,176,Adv,189.41434262948206,177.0,189.41434262948206,56,251
1_6_2,176,Ele,208.59055118110237,190.0,208.59055118110237,53,254
1_6_3,177,Adv,214.6560975609756,193.0,214.6560975609756,55,820
1_6_3,177,Ele,206.67902813299233,194.0,206.67902813299233,56,782
1_6_3,178,Adv,202.9126637554585,190.5,202.9126637554585,52,458
1_6_3,178,Ele,209.4926931106472,195.0,209.4926931106472,55,479
1_6_3,179,Adv,207.97665369649806,192.5,207.97665369649806,55,514
1_6_3,179,Ele,204.5375939849624,190.0,204.5375939849624,56,532
1_6_3,180,Adv,213.75336322869956,189.0,213.75336322869956,55,669
1_6_3,180,Ele,211.1897654584222,194.0,211.1897654584222,56,469
1_6_4,181,Adv,204.06436781609196,188.0,204.06436781609196,54,435
1_6_4,181,Ele,204.96666666666667,189.0,204.96666666666667,53,570
1_6_4,182,Adv,198.69418386491557,188.0,198.69418386491557,55,533
1_6_4,182,Ele,207.58315789473684,192.0,207.58315789473684,53,475
1_6_4,183,Adv,211.05732484076432,198.0,211.05732484076432,56,471
1_6_4,183,Ele,203.97303921568627,190.0,203.97303921568627,54,408
1_6_4,184,Adv,208.0432612312812,194.0,208.0432612312812,54,601
1_6_4,184,Ele,205.41649484536083,198.0,205.41649484536083,55,485
1_6_4,185,Adv,217.10754414125202,204.0,217.10754414125202,55,623
1_6_4,185,Ele,203.9655765920826,191.0,203.9655765920826,55,581
1_7_1,186,Adv,212.3324937027708,198.5,212.3324937027708,56,794
1_7_1,186,Ele,212.98879551820727,196.0,212.98879551820727,55,714
1_7_1,187,Adv,215.1137254901961,199.0,215.1137254901961,56,765
1_7_1,187,Ele,220.07256235827666,198.0,220.07256235827666,51,441
1_7_1,188,Adv,212.55964325529544,196.0,212.55964325529544,56,897
1_7_1,188,Ele,197.37340153452686,179.0,197.37340153452686,54,782
1_7_1,189,Adv,193.8864097363083,180.0,193.8864097363083,55,493
1_7_1,189,Ele,202.7900355871886,190.5,202.7900355871886,54,562
1_7_1,190,Adv,215.18897637795277,203.0,215.18897637795277,52,381
1_7_1,190,Ele,221.7952380952381,194.0,221.7952380952381,54,420
1_7_1,191,Adv,212.45454545454547,196.0,212.45454545454547,51,165
1_7_1,191,Ele,188.6115107913669,172.0,188.6115107913669,47,139
1_7_1,192,Adv,198.33014354066987,185.0,198.33014354066987,52,209
1_7_1,192,Ele,204.52608695652174,189.5,204.52608695652174,52,230
1_7_1,193,Adv,200.0483870967742,194.0,200.0483870967742,55,124
1_7_1,193,Ele,182.02631578947367,166.5,182.02631578947367,55,114
1_7_2,194,Adv,209.5072625698324,197.0,209.5072625698324,56,895
1_7_2,194,Ele,204.0317634173056,191.0,204.0317634173056,54,913
1_7_2,195,Adv,206.19922630560927,195.0,206.19922630560927,55,517
1_7_2,195,Ele,202.15811965811966,185.0,202.15811965811966,52,468
1_7_2,196,Adv,214.40425531914894,199.0,214.40425531914894,54,705
1_7_2,196,Ele,214.84602649006624,200.0,214.84602649006624,54,604
1_7_2,197,Adv,202.5685975609756,187.0,202.5685975609756,56,656
1_7_2,197,Ele,202.82064297800338,184.0,202.82064297800338,54,591
1_7_2,198,Adv,204.47058823529412,192.0,204.47058823529412,56,561
1_7_2,198,Ele,197.6556420233463,180.5,197.6556420233463,55,514
1_7_3,199,Adv,203.01503759398497,189.0,203.01503759398497,55,532
1_7_3,199,Ele,195.84221748400853,184.0,195.84221748400853,55,469
1_7_3,200,Adv,214.46332046332046,199.0,214.46332046332046,51,259
1_7_3,200,Ele,208.53333333333333,191.0,208.53333333333333,52,195
1_7_3,201,Adv,208.87548638132296,188.0,208.87548638132296,51,257
1_7_3,201,Ele,212.5983606557377,190.0,212.5983606557377,51,244
1_7_3,202,Adv,212.94490358126723,192.0,212.94490358126723,55,1089
1_7_3,202,Ele,206.69712140175218,192.0,206.69712140175218,55,799
1_7_3,203,Adv,207.69716088328076,195.0,207.69716088328076,51,317
1_7_3,203,Ele,213.15652173913043,203.0,213.15652173913043,48,230
