text_id,align_idx,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_4_1,115,Ele,227.56993006993008,201.0,227.56993006993008,55,572
1_4_1,116,Adv,244.2089552238806,213.0,244.2089552238806,53,536
1_4_1,116,Ele,234.94065934065935,200.0,234.94065934065935,50,455
1_4_1,117,Adv,246.14601769911505,208.0,246.14601769911505,56,1130
1_4_1,117,Ele,239.14656290531778,207.0,239.14656290531778,53,771
1_4_1,119,Adv,238.13950177935942,209.0,238.13950177935942,55,1405
1_4_1,119,Ele,233.95318021201413,205.0,233.95318021201413,54,1132
1_4_2,120,Adv,283.3107142857143,228.0,283.3107142857143,56,1120
1_4_2,120,Ele,253.57956989247313,210.0,253.57956989247313,55,930
1_4_2,121,Adv,258.6743119266055,227.0,258.6743119266055,53,436
1_4_2,121,Ele,239.91450777202073,216.0,239.91450777202073,50,386
1_4_2,122,Adv,260.7990762124711,212.0,260.7990762124711,55,866
1_4_2,122,Ele,240.7289719626168,203.0,240.7289719626168,55,749
1_4_2,123,Adv,230.03614457831324,205.0,230.03614457831324,54,415
1_4_2,123,Ele,238.31034482758622,214.0,238.31034482758622,47,145
1_4_2,124,Adv,239.27075812274367,204.0,239.27075812274367,52,277
1_4_2,124,Ele,253.92727272727274,219.0,253.92727272727274,50,275
1_4_2,125,Adv,241.4022988505747,214.0,241.4022988505747,54,348
1_4_2,125,Ele,238.15189873417722,199.0,238.15189873417722,52,316
1_4_2,126,Adv,231.51380042462844,207.0,231.51380042462844,54,471
1_4_2,126,Ele,230.0076530612245,199.0,230.0076530612245,54,392
1_4_2,127,Adv,256.2477477477477,214.0,256.2477477477477,55,222
1_4_2,127,Ele,208.93939393939394,173.0,208.93939393939394,54,231
1_4_3,128,Adv,255.81146025878004,210.0,255.81146025878004,55,541
1_4_3,128,Ele,236.6217162872154,206.0,236.6217162872154,56,571
1_4_3,129,Adv,273.09007352941177,220.0,273.09007352941177,55,544
1_4_3,129,Ele,244.96893203883496,211.0,244.96893203883496,56,515
1_4_3,130,Adv,246.0,215.5,246.0,52,312
1_4_3,130,Ele,220.00701754385966,208.0,220.00701754385966,53,285
1_4_3,131,Adv,280.80078125,227.5,280.80078125,55,512
1_4_3,131,Ele,234.62174940898345,199.0,234.62174940898345,55,423
1_4_3,132,Adv,262.1536555142503,218.0,262.1536555142503,55,807
1_4_3,132,Ele,223.61946902654867,206.0,223.61946902654867,54,339
1_4_4,133,Adv,241.15514592933948,195.0,241.15514592933948,55,651
1_4_4,133,Ele,236.96666666666667,203.0,236.96666666666667,55,570
1_4_4,134,Adv,235.17215189873417,193.0,235.17215189873417,51,395
1_4_4,134,Ele,242.27720207253887,207.0,242.27720207253887,55,386
1_4_4,135,Adv,270.85277777777776,227.0,270.85277777777776,52,360
1_4_4,135,Ele,247.74528301886792,213.5,247.74528301886792,52,318
1_4_4,136,Adv,249.95774647887325,212.0,249.95774647887325,53,355
1_4_4,136,Ele,222.86831275720164,191.0,222.86831275720164,53,243
1_4_4,137,Adv,245.6426332288401,213.0,245.6426332288401,55,319
1_4_4,137,Ele,256.42533936651586,221.0,256.42533936651586,51,221
1_4_4,138,Adv,250.27539779681763,211.0,250.27539779681763,55,817
1_4_4,138,Ele,232.25735294117646,209.0,232.25735294117646,56,816
1_4_4,139,Adv,242.4476534296029,211.0,242.4476534296029,49,277
1_4_4,139,Ele,218.08670520231215,200.0,218.08670520231215,52,173
1_4_4,140,Adv,236.05172413793105,197.0,236.05172413793105,51,232
1_4_4,140,Ele,236.36257309941521,209.0,236.36257309941521,52,342
1_4_4,141,Adv,232.41871921182266,198.0,232.41871921182266,52,406
1_4_5,142,Adv,233.894523326572,199.0,233.894523326572,55,493
1_4_5,142,Ele,251.66464646464647,213.0,251.66464646464647,55,495
1_4_5,143,Adv,233.2663139329806,205.0,233.2663139329806,56,567
1_4_5,143,Ele,228.0233918128655,192.0,228.0233918128655,53,513
1_4_5,144,Adv,245.03030303030303,210.0,245.03030303030303,56,627
1_4_5,144,Ele,228.81353135313532,203.5,228.81353135313532,54,606
1_4_5,145,Adv,240.80185185185186,212.5,240.80185185185186,56,540
1_4_5,145,Ele,246.65953654188948,202.0,246.65953654188948,55,561
1_5_1,146,Adv,274.3181818181818,217.0,274.3181818181818,55,748
1_5_1,146,Ele,252.8295318127251,215.0,252.8295318127251,56,833
1_5_1,147,Adv,272.7961904761905,214.0,272.7961904761905,54,525
1_5_1,147,Ele,242.51888667992048,209.0,242.51888667992048,56,503
1_5_1,148,Adv,221.50757575757575,198.5,221.50757575757575,52,528
1_5_1,148,Ele,220.33025404157044,194.0,220.33025404157044,54,433
1_5_2,149,Adv,264.19896193771626,212.5,264.19896193771626,55,578
1_5_2,149,Ele,245.7171171171171,210.0,245.7171171171171,56,555
1_5_2,150,Adv,256.51734104046244,205.5,256.51734104046244,50,346
1_5_2,150,Ele,277.3854748603352,227.5,277.3854748603352,53,358
1_5_2,151,Adv,239.9294117647059,204.0,239.9294117647059,51,340
1_5_2,151,Ele,230.39902676399026,200.0,230.39902676399026,54,411
1_5_2,152,Adv,251.1245901639344,210.0,251.1245901639344,52,610
1_5_2,152,Ele,228.21099290780143,198.0,228.21099290780143,56,564
1_5_2,153,Adv,250.93586497890294,205.0,250.93586497890294,54,1185
1_5_2,153,Ele,228.76323119777157,206.0,228.76323119777157,54,1077
1_5_2,154,Adv,232.64814814814815,203.5,232.64814814814815,55,594
1_5_2,154,Ele,213.37988826815644,192.0,213.37988826815644,52,358
1_5_3,155,Adv,264.19529652351736,219.0,264.19529652351736,56,978
1_5_3,155,Ele,257.1764705882353,215.0,257.1764705882353,55,646
1_5_3,156,Adv,244.39597315436242,214.0,244.39597315436242,54,447
1_5_3,156,Ele,268.1011235955056,218.0,268.1011235955056,52,445
1_5_3,157,Adv,252.93579978237216,217.0,252.93579978237216,56,919
1_5_3,157,Ele,249.80625752105897,205.0,249.80625752105897,55,831
1_5_3,158,Adv,260.97228381374725,214.0,260.97228381374725,56,902
1_5_3,158,Ele,253.10294117647058,209.0,253.10294117647058,54,408
1_5_4,159,Adv,251.45714285714286,199.0,251.45714285714286,52,140
1_5_4,159,Ele,239.05555555555554,203.5,239.05555555555554,55,144
1_5_4,160,Adv,270.27620967741933,221.0,270.27620967741933,51,496
1_5_4,160,Ele,265.1313432835821,221.0,265.1313432835821,51,335
1_5_4,161,Adv,243.3024054982818,201.0,243.3024054982818,48,291
1_5_4,162,Adv,230.3360655737705,199.5,230.3360655737705,39,122
1_5_4,163,Adv,249.68217734855136,214.0,249.68217734855136,53,1139
1_5_4,163,Ele,242.95624195624197,213.0,242.95624195624197,56,777
1_5_4,164,Adv,254.86046511627907,207.0,254.86046511627907,52,473
1_5_4,164,Ele,239.2072434607646,207.0,239.2072434607646,54,497
1_5_4,165,Adv,254.61568123393317,214.0,254.61568123393317,54,778
1_5_4,165,Ele,228.73887587822014,203.5,228.73887587822014,56,854
1_5_5,166,Adv,247.63216783216782,212.0,247.63216783216782,56,715
1_5_5,166,Ele,280.47261345852894,225.0,280.47261345852894,55,639
1_5_5,167,Adv,265.24734446130503,223.0,265.24734446130503,53,659
1_5_5,167,Ele,269.77405247813414,221.5,269.77405247813414,55,686
1_5_5,168,Adv,247.52689873417722,216.0,247.52689873417722,56,632
1_5_5,168,Ele,250.5,215.5,250.5,55,670
1_6_1,169,Adv,288.34841628959276,217.0,288.34841628959276,55,663
1_6_1,169,Ele,255.88953488372093,208.0,255.88953488372093,56,688
1_6_1,170,Adv,234.72317880794702,198.0,234.72317880794702,53,755
1_6_1,170,Ele,246.3241167434716,204.0,246.3241167434716,56,651
1_6_1,171,Adv,270.9550706033376,217.0,270.9550706033376,54,779
1_6_1,171,Ele,260.6742209631728,226.0,260.6742209631728,54,353
1_6_2,172,Adv,251.25031289111388,220.0,251.25031289111388,56,799
1_6_2,172,Ele,266.9546875,216.0,266.9546875,55,640
1_6_2,173,Adv,266.2939262472885,219.0,266.2939262472885,54,922
1_6_2,173,Ele,249.7506811989101,207.0,249.7506811989101,54,734
1_6_2,174,Adv,261.9186046511628,226.5,261.9186046511628,46,172
1_6_2,174,Ele,224.3187250996016,195.0,224.3187250996016,53,251
1_6_2,175,Adv,238.0256,206.0,238.0256,56,625
1_6_2,175,Ele,225.94736842105263,191.0,225.94736842105263,54,627
1_6_2,176,Adv,206.45019920318725,185.0,206.45019920318725,56,251
1_6_2,176,Ele,236.89763779527559,203.5,236.89763779527559,53,254
1_6_3,177,Adv,265.2207317073171,207.0,265.2207317073171,55,820
1_6_3,177,Ele,237.89514066496164,206.0,237.89514066496164,56,782
1_6_3,178,Adv,239.9061135371179,202.0,239.9061135371179,52,458
1_6_3,178,Ele,245.8079331941545,211.0,245.8079331941545,55,479
1_6_3,179,Adv,232.068093385214,203.5,232.068093385214,55,514
1_6_3,179,Ele,231.31015037593986,202.0,231.31015037593986,56,532
1_6_3,180,Adv,273.3333333333333,206.0,273.3333333333333,55,669
1_6_3,180,Ele,246.88272921108742,209.0,246.88272921108742,56,469
1_6_4,181,Adv,238.8367816091954,203.0,238.8367816091954,54,435
1_6_4,181,Ele,245.8122807017544,204.0,245.8122807017544,53,570
1_6_4,182,Adv,234.2514071294559,205.0,234.2514071294559,55,533
1_6_4,182,Ele,239.82526315789474,205.0,239.82526315789474,53,475
1_6_4,183,Adv,256.656050955414,211.0,256.656050955414,56,471
1_6_4,183,Ele,255.47549019607843,219.0,255.47549019607843,54,408
1_6_4,184,Adv,239.81863560732114,210.0,239.81863560732114,54,601
1_6_4,184,Ele,248.5855670103093,214.0,248.5855670103093,55,485
1_6_4,185,Adv,250.7191011235955,220.0,250.7191011235955,55,623
1_6_4,185,Ele,231.78313253012047,201.0,231.78313253012047,55,581
1_7_1,186,Adv,263.9244332493703,214.5,263.9244332493703,56,794
1_7_1,186,Ele,257.6666666666667,209.5,257.6666666666667,55,714
1_7_1,187,Adv,257.28366013071894,214.0,257.28366013071894,56,765
1_7_1,187,Ele,252.63718820861678,215.0,252.63718820861678,51,441
1_7_1,188,Adv,246.03010033444815,212.0,246.03010033444815,56,897
1_7_1,188,Ele,221.60997442455243,188.0,221.60997442455243,54,782
1_7_1,189,Adv,227.06693711967546,200.0,227.06693711967546,55,493
1_7_1,189,Ele,237.45017793594306,206.5,237.45017793594306,54,562
1_7_1,190,Adv,259.81627296587925,227.0,259.81627296587925,52,381
1_7_1,190,Ele,255.49285714285713,207.0,255.49285714285713,54,420
1_7_1,191,Adv,235.84242424242424,200.0,235.84242424242424,51,165
1_7_1,191,Ele,219.9568345323741,183.0,219.9568345323741,47,139
1_7_1,192,Adv,228.98564593301435,199.0,228.98564593301435,52,209
1_7_1,192,Ele,229.46521739130435,196.5,229.46521739130435,52,230
1_7_1,193,Adv,243.5483870967742,212.5,243.5483870967742,55,124
1_7_1,193,Ele,286.56140350877195,203.0,286.56140350877195,55,114
1_7_2,194,Adv,245.4782122905028,209.0,245.4782122905028,56,895
1_7_2,194,Ele,241.29134720700986,202.0,241.29134720700986,54,913
1_7_2,195,Adv,238.1586073500967,216.0,238.1586073500967,55,517
1_7_2,195,Ele,232.01495726495727,202.0,232.01495726495727,52,468
1_7_2,196,Adv,237.3787234042553,210.0,237.3787234042553,54,705
1_7_2,196,Ele,244.03476821192052,209.5,244.03476821192052,54,604
1_7_2,197,Adv,222.03353658536585,201.0,222.03353658536585,56,656
1_7_2,197,Ele,227.37394247038918,192.0,227.37394247038918,54,591
1_7_2,198,Adv,224.7415329768271,204.0,224.7415329768271,56,561
1_7_2,198,Ele,222.45525291828793,190.0,222.45525291828793,55,514
1_7_3,199,Adv,247.19172932330827,197.0,247.19172932330827,55,532
1_7_3,199,Ele,226.6993603411514,197.0,226.6993603411514,55,469
1_7_3,200,Adv,247.21621621621622,216.0,247.21621621621622,51,259
1_7_3,200,Ele,251.2974358974359,217.0,251.2974358974359,52,195
1_7_3,201,Adv,247.77431906614785,207.0,247.77431906614785,51,257
1_7_3,201,Ele,254.4672131147541,211.0,254.4672131147541,51,244
1_7_3,202,Adv,243.57575757575756,207.0,243.57575757575756,55,1089
1_7_3,202,Ele,230.92115143929914,204.0,230.92115143929914,55,799
1_7_3,203,Adv,246.91167192429023,213.0,246.91167192429023,51,317
1_7_3,203,Ele,245.0304347826087,208.0,245.0304347826087,48,230
