text_id,align_idx,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_10_1,0,Adv,208.67117988394585,190.0,208.67117988394585,55,2585
1_10_1,0,Ele,196.83459404942008,183.0,196.83459404942008,56,1983
1_10_1,1,Adv,216.29847494553377,196.0,216.29847494553377,55,1377
1_10_1,1,Ele,202.06700593723494,185.0,202.06700593723494,56,1179
1_10_1,2,Adv,212.91051625239007,193.0,212.91051625239007,55,2615
1_10_1,2,Ele,208.14831804281346,194.0,208.14831804281346,56,1308
1_10_2,3,Adv,213.546552949538,196.0,213.546552949538,56,1407
1_10_2,3,Ele,205.88335925349924,189.0,205.88335925349924,55,1286
1_10_2,4,Adv,218.19344413665743,202.0,218.19344413665743,56,2166
1_10_2,4,Ele,206.4962742175857,185.0,206.4962742175857,55,2013
1_10_2,5,Adv,201.62680412371134,190.0,201.62680412371134,56,1455
1_10_2,5,Ele,202.46702557200538,185.0,202.46702557200538,55,1486
1_10_2,6,Adv,199.48722466960353,185.0,199.48722466960353,56,1135
1_10_2,6,Ele,199.13544668587897,183.0,199.13544668587897,54,1041
1_10_3,7,Adv,206.20737963693765,189.0,206.20737963693765,55,5068
1_10_3,7,Ele,201.1807742782152,188.0,201.1807742782152,56,3048
1_10_3,8,Adv,211.79488740109556,193.0,211.79488740109556,55,3286
1_10_3,8,Ele,202.7536,186.0,202.7536,56,1250
1_10_4,9,Adv,212.9406875708349,194.0,212.9406875708349,55,2647
1_10_4,9,Ele,210.14893617021278,192.0,210.14893617021278,56,1175
1_10_4,10,Adv,213.95042492917847,191.0,213.95042492917847,55,2118
1_10_4,10,Ele,203.72381448671183,188.0,203.72381448671183,56,1919
1_10_4,11,Adv,202.24960127591706,186.0,202.24960127591706,55,1254
1_10_4,11,Ele,206.87325456498388,193.0,206.87325456498388,56,931
1_10_4,12,Adv,205.12094653812446,188.0,205.12094653812446,55,2282
1_10_4,12,Ele,205.504375,189.0,205.504375,56,1600
1_10_4,13,Adv,209.85332059245104,190.0,209.85332059245104,55,2093
1_10_4,13,Ele,205.60325047801146,193.5,205.60325047801146,56,2092
1_10_5,14,Adv,212.84450784593437,192.0,212.84450784593437,55,1402
1_10_5,14,Ele,206.225614927905,191.0,206.225614927905,56,1179
1_10_5,15,Adv,219.71444823663253,196.0,219.71444823663253,55,1758
1_10_5,15,Ele,211.83969986357434,198.0,211.83969986357434,56,1466
1_10_5,16,Adv,213.007215007215,196.0,213.007215007215,54,2772
1_10_5,16,Ele,206.75727622185613,192.0,206.75727622185613,56,1821
1_10_5,17,Adv,209.51531480431083,192.0,209.51531480431083,54,3526
1_10_5,17,Ele,199.78272604588395,183.0,199.78272604588395,56,1482
1_10_6,18,Adv,206.15929203539824,191.0,206.15929203539824,56,2147
1_10_6,18,Ele,213.5719489981785,191.0,213.5719489981785,55,1647
1_10_6,19,Adv,207.61787365177196,193.0,207.61787365177196,56,2596
1_10_6,19,Ele,207.00997830802604,188.0,207.00997830802604,55,2305
1_10_6,20,Adv,207.45777027027026,190.0,207.45777027027026,56,1184
1_10_6,20,Ele,215.1750483558994,192.0,215.1750483558994,52,1034
1_10_6,21,Adv,216.37373737373738,198.0,216.37373737373738,54,891
1_10_6,22,Adv,206.79505300353358,192.0,206.79505300353358,55,849
1_10_6,22,Ele,203.78991596638656,187.0,203.78991596638656,52,833
1_10_6,23,Adv,199.84021739130435,186.0,199.84021739130435,55,920
1_10_7,24,Adv,207.01841136244082,192.0,207.01841136244082,56,1901
1_10_7,24,Ele,213.975,193.5,213.975,55,840
1_10_7,25,Adv,206.03657556270096,187.0,206.03657556270096,56,2488
1_10_7,25,Ele,206.26965750120598,187.0,206.26965750120598,55,2073
1_10_7,26,Adv,209.83082706766916,198.0,209.83082706766916,55,1064
1_10_7,26,Ele,204.92217898832683,189.0,204.92217898832683,54,1028
1_10_7,27,Adv,206.33950953678473,188.0,206.33950953678473,56,1835
1_10_7,27,Ele,196.82779456193353,183.0,196.82779456193353,54,1655
1_1_1,28,Adv,220.7467741935484,199.0,220.7467741935484,56,1860
1_1_1,28,Ele,212.4322446143155,193.0,212.4322446143155,55,1439
1_1_1,29,Adv,215.93569131832797,195.0,215.93569131832797,56,1555
1_1_1,29,Ele,212.72140522875816,190.5,212.72140522875816,55,1224
1_1_1,30,Adv,205.2945657694261,190.0,205.2945657694261,56,1969
1_1_1,30,Ele,206.60135551447937,189.0,206.60135551447937,54,1623
1_1_1,31,Adv,215.26483420593368,200.0,215.26483420593368,56,2292
