text_id,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_1,Adv,0.51278748850046,0.32713891444342225,55,5435
1_10_1,Ele,0.5117416829745597,0.33292563600782776,56,4088
1_10_2,Adv,0.4995987158908507,0.3198234349919743,56,4984
1_10_2,Ele,0.5292707292707293,0.3174825174825175,55,5005
1_10_3,Adv,0.5472894078398666,0.29774812343619683,55,5995
1_10_3,Ele,0.5437866927592955,0.35543052837573386,56,4088
1_10_4,Adv,0.5567567567567567,0.3407611693325979,55,9065
1_10_4,Ele,0.5455898268398268,0.3666125541125541,56,7392
1_10_5,Adv,0.5346065699006876,0.3051184110007639,55,6545
1_10_5,Ele,0.4963474025974026,0.3246753246753247,56,4928
1_10_6,Adv,0.5661272321428571,0.34988839285714285,56,7168
1_10_6,Ele,0.5521212121212121,0.3660606060606061,55,4950
1_10_7,Adv,0.5875661375661375,0.39325396825396824,56,7560
1_10_7,Ele,0.581993006993007,0.38846153846153847,55,5720
1_1_1,Adv,0.5239158163265306,0.3399234693877551,56,6272
1_1_1,Ele,0.5265734265734265,0.35262237762237764,55,5720
1_1_2,Adv,0.5527812895069533,0.388590391908976,56,6328
1_1_2,Ele,0.5516577540106952,0.36941176470588233,55,4675
1_1_3,Adv,0.5276955602536998,0.34291754756871035,55,4730
1_1_3,Ele,0.5274943310657596,0.37244897959183676,56,3528
1_1_4,Adv,0.5372627372627372,0.33146853146853145,55,5005
1_1_4,Ele,0.5248917748917749,0.3417207792207792,56,3696
1_1_5,Adv,0.5762424242424242,0.4053333333333333,55,4125
1_1_5,Ele,0.5386904761904762,0.3664021164021164,56,3024
1_1_6,Adv,0.5270070838252656,0.34312278630460447,56,6776
1_1_6,Ele,0.50814639905549,0.3435655253837072,55,4235
1_1_7,Adv,0.578561736770692,0.3496607869742198,55,7370
1_1_7,Ele,0.5369601328903655,0.35340531561461797,56,4816
1_2_1,Adv,0.5127272727272727,0.3274125874125874,55,7150
1_2_1,Ele,0.48964285714285716,0.32607142857142857,56,5600
1_2_2,Adv,0.5309090909090909,0.32014545454545457,55,6875
1_2_2,Ele,0.5170068027210885,0.3353174603174603,56,7056
1_2_3,Adv,0.5478778467908902,0.36180124223602483,56,7728
1_2_3,Ele,0.500561167227834,0.2830527497194164,55,4455
1_2_4,Adv,0.5690559440559441,0.3773726273726274,56,8008
1_2_4,Ele,0.5685454545454546,0.3643636363636364,55,5500
1_2_5,Adv,0.5301242236024845,0.3521739130434783,56,6440
1_2_5,Ele,0.5542168674698795,0.3156626506024096,55,4565
1_2_6,Adv,0.4887381275440977,0.2966078697421981,55,3685
1_2_6,Ele,0.5320197044334976,0.35745073891625617,56,3248
1_3_1,Adv,0.5322109988776655,0.3571268237934905,55,4455
1_3_1,Ele,0.5429817275747508,0.37832225913621265,56,4816
1_3_2,Adv,0.4859022556390977,0.30098684210526316,56,4256
1_3_2,Ele,0.5057342657342657,0.30377622377622376,55,3575
1_3_3,Adv,0.5586620926243567,0.3385934819897084,55,5830
1_3_3,Ele,0.543609022556391,0.38703007518796995,56,5320
1_3_4,Adv,0.5518331226295828,0.37326169405815424,56,6328
1_3_4,Ele,0.567318757192175,0.3769850402761795,55,4345
1_3_5,Adv,0.5658482142857143,0.3431919642857143,56,8960
1_3_5,Ele,0.5596837944664032,0.3515151515151515,55,3795
1_4_1,Adv,0.5826036866359448,0.3784562211981567,56,8680
1_4_1,Ele,0.5838068181818182,0.36420454545454545,55,7040
1_4_2,Adv,0.5304023508137432,0.3415461121157324,56,8848
1_4_2,Ele,0.5584784010315925,0.3592520954223082,55,7755
1_4_3,Adv,0.5341337907375643,0.3190394511149228,55,5830
1_4_3,Ele,0.5354965156794426,0.3475609756097561,56,4592
1_4_4,Adv,0.5640937678673528,0.3331046312178388,55,8745
1_4_4,Ele,0.5544425087108014,0.335075493612079,56,6888
1_4_5,Adv,0.5480925324675324,0.31351461038961037,56,4928
1_4_5,Ele,0.540169133192389,0.3128964059196617,55,4730
1_5_1,Adv,0.5452020202020202,0.3656565656565657,55,3960
1_5_1,Ele,0.542184265010352,0.40398550724637683,56,3864
1_5_2,Adv,0.5687131050767414,0.3694214876033058,55,8470
1_5_2,Ele,0.5571695095948828,0.386727078891258,56,7504
1_5_3,Adv,0.49596273291925463,0.28633540372670807,56,6440
1_5_3,Ele,0.5130616509926855,0.309508881922675,55,4785
1_5_4,Adv,0.5977777777777777,0.33380116959064327,55,8550
1_5_4,Ele,0.5767857142857142,0.3464285714285714,56,6160
1_5_5,Adv,0.5577601410934744,0.32341269841269843,56,4536
1_5_5,Ele,0.48911651728553135,0.280921895006402,55,3905
1_6_1,Adv,0.5355179704016914,0.37293868921775897,55,4730
1_6_1,Ele,0.5046838407494145,0.37324355971896955,56,3416
1_6_2,Adv,0.5662593984962406,0.3483709273182957,56,6384
1_6_2,Ele,0.5741716227697536,0.345964316057774,55,5885
1_6_3,Adv,0.5525454545454546,0.32854545454545453,55,5500
1_6_3,Ele,0.5461476725521669,0.32564205457463885,56,4984
1_6_4,Adv,0.5513814016172507,0.38055929919137466,56,5936
1_6_4,Ele,0.5596153846153846,0.39353146853146853,55,5720
1_7_1,Adv,0.5502819548872181,0.40225563909774437,56,8512
1_7_1,Ele,0.5383989145183175,0.3819538670284939,55,7370
1_7_2,Adv,0.5557036247334755,0.3683368869936034,56,7504
1_7_2,Ele,0.5678321678321678,0.36993006993006994,55,7150
1_7_3,Adv,0.5471744471744472,0.3386977886977887,55,8140
1_7_3,Ele,0.5767414403778041,0.36673553719008267,56,6776
1_7_4,Adv,0.6048951048951049,0.4175990675990676,55,8580
1_7_4,Ele,0.570362473347548,0.4048507462686567,56,7504
1_8_1,Adv,0.5647321428571429,0.3935546875,56,7168
1_8_1,Ele,0.5746969696969697,0.3881818181818182,55,6600
1_8_2,Adv,0.5183868762816132,0.3134654818865345,55,7315
1_8_2,Ele,0.5162483912483913,0.3296332046332046,56,6216
1_8_3,Adv,0.5727272727272728,0.385012285012285,55,8140
1_8_3,Ele,0.5647165807820552,0.38420733555622916,56,6598
1_8_4,Adv,0.5500967117988395,0.3516441005802708,55,7755
1_8_4,Ele,0.5460662525879917,0.37422360248447206,56,7728
1_8_5,Adv,0.5340909090909091,0.31042568542568544,56,5544
1_8_5,Ele,0.5215077605321508,0.3066518847006652,55,4510
1_9_1,Adv,0.4955357142857143,0.3559253246753247,56,4928
1_9_1,Ele,0.4753246753246753,0.32857142857142857,55,3850
1_9_2,Adv,0.5538083538083538,0.31826371826371824,55,6105
1_9_2,Ele,0.5142698295033358,0.3046701260192735,56,5396
1_9_3,Adv,0.5088348271446863,0.30985915492957744,55,3905
1_9_3,Ele,0.5221674876847291,0.333435960591133,56,3248
1_9_4,Adv,0.512239165329053,0.29414125200642055,56,4984
1_9_4,Ele,0.5518481518481518,0.29250749250749253,55,5005
