text_id,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_4_3,Adv,279.42938144329895,187.0,410.67651515151516,55,5820
1_4_3,Ele,249.18554006968643,178.0,381.92923898531376,56,4592
1_4_4,Adv,264.7302676733013,180.0,397.0272774060731,55,8742
1_4_4,Ele,251.68573918094685,185.0,378.5731760594146,56,6886
1_4_5,Adv,267.8355997564441,190.0,390.19101123595505,56,4927
1_4_5,Ele,254.60122699386503,176.0,370.6498306128734,55,4727
1_5_1,Adv,248.53933721224388,165.0,392.2059880239521,55,3953
1_5_1,Ele,193.02847527828112,150.0,323.9222415291051,56,3863
1_5_2,Adv,224.42100283822137,161.0,356.2425380138915,55,8456
1_5_2,Ele,201.57266666666666,157.0,328.7940408873423,56,7500
1_5_3,Adv,280.8493235888664,204.0,393.75234357968174,56,6431
1_5_3,Ele,277.45814148179153,187.0,402.0912951167728,55,4778
1_5_4,Adv,265.0816541705717,183.0,398.22896867300244,55,8536
1_5_4,Ele,239.80756739201038,178.0,366.9818588469185,56,6158
1_5_5,Adv,302.9739629302736,195.0,447.9862969004894,56,4532
1_5_5,Ele,317.6256739409499,209.0,442.1558255897069,55,3895
1_6_1,Adv,235.31420707177642,160.0,375.59614734707674,55,4723
1_6_1,Ele,226.55571847507332,163.0,361.8524590163934,56,3410
1_6_2,Adv,246.1208463949843,175.0,377.82747834456205,56,6380
1_6_2,Ele,238.74404761904762,168.0,365.19640998959414,55,5880
1_6_3,Adv,279.87162654996354,181.0,417.40984498232257,55,5484
1_6_3,Ele,246.59819095477386,180.0,365.99821002386636,56,4975
1_6_4,Adv,215.27422888926344,162.0,347.6379967338051,56,5933
1_6_4,Ele,210.58008051811657,151.0,347.4997111496245,55,5713
1_7_1,Adv,191.203007518797,150.0,319.87421383647796,56,8512
1_7_1,Ele,187.88548168249662,152.0,303.99912184412733,55,7370
1_7_2,Adv,197.61290322580646,162.0,312.8940481215703,56,7502
1_7_2,Ele,218.65612758813654,158.0,347.09171663335553,55,7148
1_7_3,Adv,240.56967313836324,173.0,363.8275413491916,55,8138
1_7_3,Ele,210.53033210332103,162.0,332.4808857808858,56,6775
1_7_4,Adv,203.27994867607606,141.0,349.2422845691383,55,8573
1_7_4,Ele,185.8523257363721,150.0,312.30683090705486,56,7503
1_8_1,Adv,202.84579960926598,154.0,334.5438434982739,56,7166
1_8_1,Ele,191.3010312405217,144.0,312.8568948412698,55,6594
1_8_2,Adv,281.4867086873116,186.0,410.4475524475524,55,7298
1_8_2,Ele,259.4838553438812,178.0,387.7546441495778,56,6194
1_8_3,Adv,221.0381210034432,156.0,359.64025610244096,55,8132
1_8_3,Ele,222.71240145542754,162.0,361.7362718542231,56,6596
1_8_4,Adv,246.8355067785668,169.0,380.97668393782385,55,7745
1_8_4,Ele,212.91891191709846,163.5,340.4585749792875,56,7720
1_8_5,Adv,266.223206217242,191.0,386.41474291710387,56,5533
1_8_5,Ele,269.603371783496,187.5,388.91904,55,4508
1_9_1,Adv,214.41546580069007,170.0,332.9420107154113,56,4927
1_9_1,Ele,216.39885595423817,167.0,322.4602867105773,55,3846
1_9_2,Adv,271.5268940636274,184.0,398.5008423586041,55,6098
1_9_2,Ele,265.88186201780417,190.0,382.50667022411955,56,5392
1_9_3,Adv,285.2635638981743,181.0,414.1060097051139,55,3889
1_9_3,Ele,243.2798645320197,174.0,364.97598152424945,56,3248
1_9_4,Adv,284.4591283390239,199.0,403.16595502419585,56,4979
1_9_4,Ele,286.619104716227,196.0,405.15310734463276,55,5004
1_9_5,Adv,227.7421130952381,172.0,349.09375,56,6720
1_9_5,Ele,252.79208161282486,178.0,372.35957066189627,55,4117
1_9_6,Adv,217.25970766277868,165.0,340.86170952050037,56,6773
1_9_6,Ele,220.8204407632007,166.0,341.8747423860774,55,6761
2_10_1,Adv,207.07613602166717,139.0,361.0251836306401,50,6646
2_10_1,Ele,213.0987558320373,162.0,339.90077519379844,49,5144
2_10_2,Adv,216.32094959149066,162.0,339.36493349455867,50,6487
2_10_2,Ele,230.20849141824752,181.0,349.1926555220608,49,5535
2_10_3,Adv,234.98655726256985,176.0,365.4637523757806,49,5728
2_10_3,Ele,191.89209029179665,148.0,319.859284184766,50,5449
2_10_4,Adv,227.6671593657619,162.0,377.18143365983974,49,7442
2_10_4,Ele,229.43159346976316,171.0,346.337382853176,50,4349
2_1_1,Adv,269.13692227799896,194.0,382.67388629091806,49,5777
2_1_1,Ele,233.80003776435046,170.0,353.06672369546624,50,5296
2_1_2,Adv,206.19261840646286,153.0,347.5818424566088,49,6313
2_1_2,Ele,197.88884210526317,143.0,335.70428571428573,50,4750
2_1_3,Adv,203.45612379694282,156.0,328.79353461421164,50,5299
2_1_3,Ele,234.62733976176972,171.0,366.22222222222223,49,3526
2_1_4,Adv,172.48872453928226,136.0,300.7794926004228,50,8248
2_1_4,Ele,195.76294863528906,158.0,318.4912587412587,49,4653
2_1_5,Adv,229.64563244469653,157.0,374.6150821188989,50,7052
2_1_5,Ele,257.0170654174335,187.0,387.731196365472,49,5977
2_1_6,Adv,269.30349794238685,191.0,387.8791278577477,49,6804
2_1_6,Ele,227.50510003923108,173.0,336.08258475804115,50,5098
2_2_1,Adv,214.0427257977285,150.0,352.94143876337694,50,5547
2_2_1,Ele,233.54661016949152,173.0,361.31525625744933,49,5192
2_2_2,Adv,206.0660476065917,145.0,348.81137923400485,50,7646
2_2_2,Ele,213.594442032132,164.0,346.0079718640094,49,6909
2_2_3,Adv,256.04002354326076,170.0,396.06555386949924,50,5097
2_2_3,Ele,276.0175730230349,198.0,396.2870780770542,49,4211
2_2_4,Adv,331.3900838497995,234.0,445.8082393330064,49,2743
2_2_4,Ele,252.00120048019207,183.0,357.60988074957413,50,2499
2_2_5,Adv,227.76584734799482,175.0,354.0140750670241,49,6957
2_2_5,Ele,197.90428117405122,150.0,325.0199570156586,50,5349
2_2_6,Adv,237.92002916869228,175.0,365.36132885405004,49,4114
2_2_6,Ele,208.84169324441868,163.0,331.17011494252876,50,3449
2_3_1,Adv,215.86728944246738,152.0,357.1660942100098,50,6744
2_3_1,Ele,214.72523159051656,169.0,329.6974445515911,49,6369
2_3_2,Adv,209.2619825708061,149.0,349.4361073215098,50,7344
2_3_2,Ele,236.6467583497053,173.0,363.9069486404834,49,5090
2_3_3,Adv,243.32558450233802,164.0,394.2190476190476,49,7485
2_3_3,Ele,213.85617021276596,152.0,351.44195804195806,50,4700
2_3_4,Adv,220.97721044280976,155.0,363.38591081593927,50,6933
2_3_4,Ele,239.08347978910368,177.0,367.4233625928427,49,4552
2_4_1,Adv,227.973618715779,169.0,358.5119373776908,49,4018
2_4_1,Ele,191.5003076923077,151.0,309.4858279462954,50,3250
2_4_2,Adv,252.33060831930752,176.0,393.93506006006004,49,4159
2_4_2,Ele,210.74535581594742,153.0,343.7752913752914,50,3499
2_4_3,Adv,274.7806999797694,194.0,406.9026363091672,49,4943
2_4_3,Ele,217.24177215189874,158.0,351.68237704918033,50,3950
2_4_4,Adv,253.0041268462207,175.0,394.7241613012538,49,4604
2_4_4,Ele,234.82152107369907,167.0,356.6834763948498,50,4247
2_4_5,Adv,250.52336795252225,168.0,377.95803021824287,50,5392
2_4_5,Ele,243.78173034694774,179.0,367.2451207409858,49,4554
2_4_6,Adv,220.97820244849208,166.0,333.05850585058505,50,3349
2_4_6,Ele,245.63100102145046,178.0,368.2584226646248,49,3916
2_4_7,Adv,247.2899502840909,169.0,397.81119680091405,49,5632
2_4_7,Ele,225.4205516231389,164.0,359.35719844357976,50,4097
2_5_1,Adv,207.35101597642316,150.0,340.84446710861806,50,6447
2_5_1,Ele,220.69663848216126,172.0,334.52891528602686,49,4849
2_5_2,Adv,225.80798287584992,154.0,371.5282784338098,50,7942
2_5_2,Ele,213.20401030169242,157.0,347.7278727872787,49,5436
2_5_3,Adv,236.38586030664396,167.0,370.5166889185581,49,3522
2_5_3,Ele,201.82689636010002,151.0,329.7208352246936,50,3599
2_5_4,Adv,246.94988114104595,177.5,367.7294985250737,50,5048
2_5_4,Ele,276.2419716206124,198.0,396.16708318457694,49,4017
2_5_5,Adv,256.4113396331295,185.0,377.4828150572831,49,7196
2_5_5,Ele,201.37846153846155,159.0,318.9991876523152,50,3900
2_6_1,Adv,195.80751855437236,147.0,326.67967698519516,50,6198
2_6_1,Ele,232.3166089965398,172.0,360.19045064377684,49,5780
2_6_2,Adv,257.8787735849057,174.0,388.8357041251778,49,4240
2_6_2,Ele,177.81555555555556,140.0,304.9428353658537,50,4500
2_6_3,Adv,241.76165146909827,175.0,364.1644410530332,50,3948
2_6_3,Ele,245.8567893597278,182.0,363.6116193961574,49,3233
2_6_4,Adv,263.09837480224365,184.0,390.88098290598293,49,6953
2_6_4,Ele,222.61890172048078,157.0,349.7119585338763,50,4243
2_7_1,Adv,253.50135234816818,186.0,382.98291233283805,49,4067
2_7_1,Ele,219.62208824335434,160.0,355.07354895879485,50,3649
2_7_2,Adv,195.83711312700106,162.0,317.1300496867574,49,7496
2_7_2,Ele,205.15411594800906,153.0,330.03053435114504,50,4847
2_7_3,Adv,230.55415721064577,161.0,360.2501611863314,50,4847
2_7_3,Ele,258.6696212731668,180.0,385.9827655310621,49,3723
2_7_4,Adv,177.76803278688524,144.0,298.72865013774106,50,6100
2_7_4,Ele,201.7932229495572,165.0,319.25494974109046,49,5194
2_7_5,Adv,231.96114058355437,172.0,363.9931321540062,49,7540
2_7_5,Ele,211.07151589242054,149.0,351.82170147733063,50,6544
2_7_6,Adv,170.48830290736984,137.0,295.7450152474783,50,7395
2_7_6,Ele,189.40596883914856,155.0,308.6992131616595,49,4557
2_8_1,Adv,199.0707139608913,152.0,324.0240562546262,50,4398
2_8_1,Ele,209.36792674336698,164.0,332.7231343283582,49,4259
2_8_2,Adv,208.96964470507072,153.0,339.29039484738166,50,5798
2_8_2,Ele,197.67779136816355,159.0,316.6274839070809,49,5723
2_8_3,Adv,232.96696696696696,165.0,376.47039792947265,49,4995
2_8_3,Ele,197.45705705705706,135.0,347.777856135402,50,4995
2_8_4,Adv,266.7459507042254,181.0,409.04886609071275,49,5680
2_8_4,Ele,226.961709486166,154.0,373.0170523751523,50,4048
2_8_5,Adv,226.3188048245614,153.0,364.74972387894854,50,7296
2_8_5,Ele,253.6160032996494,178.0,380.62024141132775,49,4849
2_8_6,Adv,202.70833333333334,147.0,337.82399449982813,50,4848
2_8_6,Ele,194.90116618075803,159.0,311.80550373134326,49,3430
2_9_1,Adv,299.36566106499293,211.0,420.76465566306206,49,4939
2_9_1,Ele,246.85722554505114,175.0,372.5861968549796,50,5183
2_9_2,Adv,282.19697674418603,193.0,414.4286202185792,49,4300
2_9_2,Ele,269.30210835334935,181.0,400.90385379419945,50,3747
2_9_3,Adv,230.2807119929968,169.0,365.78076477404403,49,6854
2_9_3,Ele,194.16826923076923,153.0,311.62808641975306,50,5200
2_9_4,Adv,203.42439409905163,146.0,347.91574678981755,50,7592
2_9_4,Ele,208.67806267806267,159.0,346.22584033613447,49,6318
2_9_5,Adv,266.83920134125896,192.0,397.89363636363635,49,6561
2_9_5,Ele,215.06017969147314,163.0,338.0335731414868,50,5899
2_9_6,Adv,242.6029152650969,165.0,387.655490145892,50,6243
2_9_6,Ele,289.65035211267605,205.0,419.9116896375702,49,2840
3_10_1,Adv,259.9640179910045,179.0,386.0106856634016,47,3335
3_10_1,Ele,259.20132211538464,177.0,386.652622142537,47,3328
3_10_2,Adv,227.01207672270897,167.0,351.54822148881556,47,4223
3_10_2,Ele,233.68262835860602,173.0,351.2247101159536,47,3759
3_10_3,Adv,209.4354117897425,155.0,337.611320754717,47,4699
3_10_3,Ele,212.53450960041516,159.0,341.0108243130724,47,3854
3_10_4,Adv,212.34980928162747,160.0,334.2769577182887,47,6292
3_10_4,Ele,192.16884125504816,152.5,316.0917220235054,47,6438
3_10_5,Adv,166.0194568868981,139.0,285.449578820698,47,7144
3_10_5,Ele,158.4787234042553,134.0,273.6767205922676,47,6298
3_10_6,Adv,169.4057571964956,140.0,288.11238825031927,47,3995
3_10_6,Ele,169.31500253421186,138.0,290.3594089526293,47,3946
3_1_1,Adv,241.53235717087202,161.0,392.0800084889643,47,7649
3_1_1,Ele,232.80400130123618,163.5,368.8863402061856,47,6148
3_1_2,Adv,285.74252349757904,184.0,423.66638513513516,47,3511
3_1_2,Ele,330.17372716673145,202.0,466.0104223806912,47,2573
3_1_3,Adv,222.97294923590374,157.0,362.9925650557621,47,5693
3_1_3,Ele,176.29859974540827,130.0,318.48423127463866,47,5499
3_1_4,Adv,259.30152671755724,179.0,399.45535714285717,47,7074
3_1_4,Ele,238.28420496566298,174.0,362.8897827835881,47,5679
3_1_5,Adv,251.00057545676881,183.0,374.6414000429461,47,6951
3_1_5,Ele,231.43249797898142,174.0,344.64125200642053,47,3711
3_2_1,Adv,235.90044365572317,173.0,355.8080835117773,47,5635
3_2_1,Ele,231.74299235529668,161.5,363.56253569388923,47,5494
3_2_2,Adv,290.07647775746494,198.0,418.65919085312225,47,3282
3_2_2,Ele,245.0512572533849,187.5,350.7840332256576,47,3102
3_2_3,Adv,251.71619199362678,176.0,387.689263803681,47,5021
3_2_3,Ele,227.5395006139992,167.0,349.82945248584014,47,4886
3_2_4,Adv,244.07532772451574,168.0,375.6305329719964,47,5111
3_2_4,Ele,230.21765192228193,161.0,365.17803278688524,47,4838
3_2_5,Adv,190.34622591006425,138.0,336.7906701397111,47,7472
3_2_5,Ele,204.7385834109972,149.0,342.9890710382514,47,6438
3_3_1,Adv,271.47634024303073,184.0,407.2436199871328,47,6995
3_3_1,Ele,242.5357839459865,165.0,375.2323584029712,47,6665
3_3_2,Adv,234.31958308866706,167.0,371.81108781737714,47,6812
3_3_2,Ele,241.15621112493335,165.0,379.7889728519451,47,5627
3_3_3,Adv,208.5747335950645,143.0,359.6602998065764,47,7132
3_3_3,Ele,199.05312337774703,150.0,333.42840579710145,47,5779
3_3_4,Adv,231.82855850422195,154.0,384.85281602002505,47,6632
3_3_4,Ele,188.21078023623357,132.0,340.25112781954886,47,6011
3_3_5,Adv,228.8079822616408,156.0,379.0122428991185,47,6765
3_3_5,Ele,222.31390661740008,139.0,387.2606787595085,47,5954
3_4_1,Adv,250.62381120112715,172.0,376.46613756613755,47,5678
3_4_1,Ele,197.21120913336793,154.5,310.0987352101183,47,3854
3_4_2,Adv,245.6765594943666,177.5,368.28712667353244,47,7278
3_4_2,Ele,236.78102055800295,173.0,361.0363839910439,47,5448
3_4_3,Adv,246.99162265525405,181.0,364.18662728249194,47,5491
3_4_3,Ele,212.98670212765958,163.0,328.8829568788501,47,3760
3_4_4,Adv,252.73243746673762,177.0,384.36604613516795,47,7516
3_4_4,Ele,252.22242990654206,174.0,386.8663990825688,47,5350
3_4_5,Adv,257.68055873597433,181.0,381.58392675483213,47,4367
3_4_5,Ele,198.7002335842201,146.0,330.281276962899,47,3853
3_5_1,Adv,237.6345596755504,164.0,386.21209981167607,47,6904
3_5_1,Ele,231.95625241966707,171.0,353.26827830188677,47,5166
3_5_2,Adv,218.7311241065627,149.0,366.77620396600565,47,7695
3_5_2,Ele,203.5825600436681,147.0,347.0232612235404,47,7328
3_5_3,Adv,257.13573619631904,173.5,390.34342258440046,47,5216
3_5_3,Ele,240.85867990895923,163.0,393.79905277401895,47,4833
3_5_4,Adv,230.134810578985,155.0,374.8935724266418,47,6995
3_5_4,Ele,220.4035460992908,160.0,356.38646788990826,47,4230
3_6_1,Adv,214.57490396927017,158.0,341.5704458598726,47,6248
3_6_1,Ele,200.00759878419453,159.0,319.98436957276834,47,4606
3_6_2,Adv,279.6038394415358,189.0,396.9598612487612,47,2865
3_6_2,Ele,277.7821989528796,191.0,394.3736372646184,47,2865
3_6_3,Adv,288.20306933406414,203.0,400.7823932926829,47,3649
3_6_3,Ele,244.01909830933,185.0,355.56432481751824,47,3194
3_6_4,Adv,235.5276707885668,175.0,353.2557008209182,47,4933
3_6_4,Ele,234.46168174560935,172.0,351.3185805422647,47,3758
3_6_5,Adv,235.20183210692295,162.0,372.55209324452903,47,6659
3_6_5,Ele,204.60119969040247,152.0,336.959528362014,47,5168
3_6_6,Adv,198.7193029133963,139.0,346.9855981416957,47,7517
3_6_6,Ele,214.6321942446043,153.0,352.10867961642487,47,6672
3_6_7,Adv,269.98679471788716,185.0,390.2802603036876,47,3332
3_6_7,Ele,195.77190237797245,158.5,302.84946757018395,47,3196
3_7_1,Adv,277.5931045698488,197.0,399.46641703721036,47,6149
3_7_1,Ele,246.3013201320132,181.0,362.19024508614416,47,6060
3_7_2,Adv,220.06205323193916,157.0,360.91494138189074,47,6575
3_7_2,Ele,223.90741112673228,165.0,342.60448678549477,47,4979
3_7_3,Adv,232.3415779586725,175.0,354.3084268321795,47,6388
3_7_3,Ele,246.01872246696036,179.0,361.36694526826636,47,5448
3_7_4,Adv,261.61459502806736,186.0,391.3548464491363,47,6235
3_7_4,Ele,211.04843953185957,157.0,350.9108108108108,47,6152
3_7_5,Adv,243.69993164730008,168.0,379.9978683719691,47,5852
3_7_5,Ele,240.84404217226975,179.0,355.25909624413146,47,5027
3_7_6,Adv,213.68775158136862,171.0,325.3966725043783,47,5217
3_7_6,Ele,224.41606181222195,164.0,346.02202166064984,47,4271
3_7_7,Adv,201.2060388209921,153.0,329.65559481743225,47,6955
3_7_7,Ele,188.73133595284872,149.0,312.9978278577247,47,6108
3_8_1,Adv,195.20025600910256,142.0,331.3503138580396,46,7031
3_8_1,Ele,200.67329495900924,146.0,337.18053927315356,47,5733
3_8_2,Adv,194.18387526145656,138.0,341.3145053475936,47,5259
3_8_2,Ele,193.83013957889756,146.0,328.7800963081862,47,4227
3_8_3,Adv,204.67202235417395,144.0,347.4509338867477,47,5726
3_8_3,Ele,200.55116381203337,151.0,329.2393655371305,47,4554
3_8_4,Adv,199.38438906195915,147.0,338.4380141010576,47,5778
3_8_4,Ele,189.15812337098174,143.0,314.9670886075949,47,4604
3_8_5,Adv,296.4922555663117,199.5,420.70947802197804,47,4132
3_8_5,Ele,314.5113981762918,222.0,418.0777777777778,47,2632
3_8_6,Adv,222.52207792207793,162.0,348.2560975609756,47,5775
3_8_6,Ele,214.0476673427992,165.0,333.4139020537125,47,3944
3_9_1,Adv,227.93977154724817,166.0,360.7329498767461,47,3852
3_9_1,Ele,215.6286836935167,160.5,337.88096459722937,47,3054
3_9_2,Adv,208.70035484294914,156.0,340.77274678111587,47,7609
3_9_2,Ele,227.7775237425255,162.5,354.25136761487965,47,5686
3_9_3,Adv,196.29964362081253,150.0,326.2359630419332,47,7015
3_9_3,Ele,201.512624064078,154.0,322.9037388392857,47,5743
3_9_4,Adv,236.47971811619112,152.5,392.8723586521987,47,5818
3_9_4,Ele,230.36909636909638,167.0,366.7283789656671,47,3663
