text_id,align_idx,level,mean_NF,median_NF,mean_nonzero_NF,n_subjects,n_rows
1_10_1,0,Adv,1.2107728337236534,1.0,1.8242766407904023,55,2135
1_10_1,0,Ele,1.073051948051948,1.0,1.6227495908346972,56,1848
1_10_1,1,Adv,1.3177033492822967,1.0,1.8142292490118577,55,1045
1_10_1,1,Ele,1.1080827067669172,1.0,1.6818830242510698,56,1064
1_10_1,2,Adv,1.1596452328159645,1.0,1.7656988521269412,55,2255
1_10_1,2,Ele,1.1122448979591837,1.0,1.626865671641791,56,1176
1_10_2,3,Adv,1.5703125,1.0,2.081360946745562,56,896
1_10_2,3,Ele,1.230622009569378,1.0,1.7123834886817577,55,1045
1_10_2,4,Adv,1.333743842364532,1.0,1.8528656971770745,56,1624
1_10_2,4,Ele,1.4076923076923078,1.0,1.8673469387755102,55,1430
1_10_2,5,Adv,0.9993131868131868,1.0,1.6762672811059909,56,1456
1_10_2,5,Ele,0.964935064935065,1.0,1.6064864864864865,55,1540
1_10_2,6,Adv,1.1259920634920635,1.0,1.6765140324963073,56,1008
1_10_2,6,Ele,1.0515151515151515,1.0,1.5725075528700907,55,990
1_10_3,7,Adv,1.3550802139037432,1.0,1.9358288770053476,55,3740
1_10_3,7,Ele,1.0467032967032968,1.0,1.623003194888179,56,2912
1_10_3,8,Adv,1.4572062084257207,1.0,2.064070351758794,55,2255
1_10_3,8,Ele,1.0629251700680271,1.0,1.6512549537648613,56,1176
1_10_4,9,Adv,1.4155080213903743,1.0,1.9962292609351433,55,1870
1_10_4,9,Ele,1.1656746031746033,1.0,1.7433234421364985,56,1008
1_10_4,10,Adv,1.2422287390029325,1.0,1.7858347386172007,55,1705
1_10_4,10,Ele,1.0708705357142858,1.0,1.690748898678414,56,1792
1_10_4,11,Adv,0.95,1.0,1.5090252707581226,55,1320
1_10_4,11,Ele,0.9236111111111112,1.0,1.5237315875613748,56,1008
1_10_4,12,Adv,1.0372727272727273,1.0,1.578146611341632,55,2200
1_10_4,12,Ele,1.0582010582010581,1.0,1.5952143569292123,56,1512
1_10_4,13,Adv,1.0624365482233502,1.0,1.7632687447346251,55,1970
1_10_4,13,Ele,1.0096525096525097,1.0,1.6616362192216045,56,2072
1_10_5,14,Adv,1.4994652406417113,1.0,2.101949025487256,55,935
1_10_5,14,Ele,1.3158482142857142,1.0,1.9077669902912622,56,896
1_10_5,15,Adv,1.6822966507177033,1.0,2.3502673796791442,55,1045
1_10_5,15,Ele,1.1899350649350648,1.0,1.7267373380447586,56,1232
1_10_5,16,Adv,1.6258064516129032,1.0,2.235483870967742,55,1705
1_10_5,16,Ele,1.3549107142857142,1.0,1.8850931677018634,56,1344
1_10_5,17,Adv,1.2328671328671328,1.0,1.8626518753301637,55,2860
1_10_5,17,Ele,1.0178571428571428,1.0,1.6558659217877094,56,1456
1_10_6,18,Adv,1.3692602040816326,1.0,1.937725631768953,56,1568
1_10_6,18,Ele,1.4972727272727273,1.0,2.1115384615384616,55,1100
1_10_6,19,Adv,1.4953917050691243,1.0,2.1174551386623164,56,1736
1_10_6,19,Ele,1.2699724517906337,1.0,1.9096934548467275,55,1815
1_10_6,20,Adv,1.112781954887218,1.0,1.7035971223021582,56,1064
1_10_6,20,Ele,1.0444444444444445,1.0,1.8140350877192983,55,990
1_10_6,21,Adv,1.0607142857142857,1.0,1.740234375,56,840
1_10_6,22,Adv,0.7979323308270677,1.0,1.5053191489361701,56,1064
1_10_6,22,Ele,0.7971291866028708,1.0,1.4337349397590362,55,1045
1_10_6,23,Adv,1.0267857142857142,1.0,1.6576576576576576,56,896
1_10_7,24,Adv,0.9698979591836735,1.0,1.5684818481848184,56,1960
1_10_7,24,Ele,1.2727272727272727,1.0,1.68,55,660
1_10_7,25,Adv,1.2007722007722008,1.0,1.7873563218390804,56,2072
1_10_7,25,Ele,1.177840909090909,1.0,1.7657580919931857,55,1760
1_10_7,26,Adv,0.95,1.0,1.5135135135135136,56,1120
1_10_7,26,Ele,0.9345454545454546,1.0,1.55052790346908,55,1100
1_10_7,27,Adv,0.7620431893687708,1.0,1.43359375,56,2408
1_10_7,27,Ele,0.7522727272727273,1.0,1.425495262704565,55,2200
1_1_1,28,Adv,1.1862244897959184,1.0,1.9057377049180328,56,1568
1_1_1,28,Ele,1.090151515151515,1.0,1.6352272727272728,55,1320
1_1_1,29,Adv,1.1107142857142858,1.0,1.7511261261261262,56,1400
1_1_1,29,Ele,1.0597402597402596,1.0,1.6630434782608696,55,1155
1_1_1,30,Adv,1.4064285714285714,1.0,1.9437314906219152,56,1400
1_1_1,30,Ele,1.0538961038961039,1.0,1.6561224489795918,55,1540
1_1_1,31,Adv,1.203781512605042,1.0,1.814726840855107,56,1904
1_1_1,31,Ele,1.086217008797654,1.0,1.6729900632339656,55,1705
1_1_2,32,Adv,1.1916666666666667,1.0,1.7081911262798635,56,840
1_1_2,33,Adv,1.1217532467532467,1.0,1.9630681818181819,56,616
1_1_2,33,Ele,1.1900826446280992,1.0,1.769041769041769,55,605
1_1_2,34,Adv,1.0953947368421053,1.0,1.7101980924431401,56,2128
1_1_2,34,Ele,1.1174025974025974,1.0,1.6910377358490567,55,1925
1_1_2,35,Adv,0.9910714285714286,1.0,1.61875,56,784
1_1_2,35,Ele,0.9660606060606061,1.0,1.4517304189435336,55,825
1_1_2,36,Adv,0.8802521008403361,1.0,1.4676007005253942,56,952
1_1_2,36,Ele,0.7684210526315789,1.0,1.379725085910653,55,1045
1_1_2,37,Adv,0.9930555555555556,1.0,1.9361702127659575,56,1008
1_1_2,37,Ele,0.6581818181818182,1.0,1.3115942028985508,55,275
1_1_3,38,Adv,1.269179600886918,1.0,1.9067288474350432,55,2255
1_1_3,38,Ele,1.0848214285714286,1.0,1.7444364680545585,56,2240
1_1_3,39,Adv,1.3194805194805195,1.0,1.9278937381404175,55,1540
1_1_3,39,Ele,1.077922077922078,1.0,1.7025641025641025,56,616
1_1_3,40,Adv,0.813903743315508,1.0,1.376130198915009,55,935
1_1_3,40,Ele,0.8928571428571429,1.0,1.3921113689095128,56,672
1_1_4,41,Adv,1.4539184952978057,1.0,2.000862812769629,55,1595
1_1_4,41,Ele,1.3353174603174602,1.0,1.8957746478873239,56,1512
1_1_4,42,Adv,1.1227272727272728,1.0,1.7232558139534884,55,1320
1_1_4,42,Ele,1.114448051948052,1.0,1.7490445859872612,56,1232
1_1_4,43,Adv,1.322488038277512,1.0,1.9221140472879,55,1045
1_1_4,43,Ele,1.040966386554622,1.0,1.699828473413379,56,952
1_1_4,44,Adv,0.8535885167464115,1.0,1.4671052631578947,55,1045
1_1_5,45,Adv,1.1090909090909091,1.0,1.7713248638838475,55,880
1_1_5,45,Ele,1.0602678571428572,1.0,1.623931623931624,56,896
1_1_5,46,Adv,0.8513833992094861,1.0,1.5791788856304985,55,1265
1_1_5,46,Ele,0.9654761904761905,1.0,1.645030425963489,56,840
1_1_5,47,Adv,0.6981818181818182,1.0,1.3665480427046264,55,550
1_1_5,48,Adv,1.2433566433566434,1.0,1.893503727369542,55,1430
1_1_5,48,Ele,1.266304347826087,1.0,1.9463007159904535,56,1288
1_1_6,49,Adv,1.2733516483516483,1.0,1.915289256198347,56,1456
1_1_6,50,Adv,1.2311507936507937,1.0,1.998389694041868,56,1008
1_1_6,51,Adv,1.4419642857142858,1.0,2.0314465408805034,56,1344
1_1_6,51,Ele,1.2328671328671328,1.0,1.731827111984283,55,1430
1_1_6,52,Adv,1.2035040431266846,1.0,1.8721174004192873,56,2968
1_1_6,52,Ele,1.0149732620320855,1.0,1.61577752553916,55,2805
1_1_7,53,Adv,1.5204545454545455,1.0,2.033434650455927,55,440
1_1_7,53,Ele,1.375,1.0,1.8610271903323263,56,448
1_1_7,54,Adv,1.0713286713286714,1.0,1.7291196388261851,55,715
1_1_7,55,Adv,1.1272727272727272,1.0,1.813528336380256,55,880
1_1_7,55,Ele,0.9453125,1.0,1.5456204379562044,56,896
1_1_7,56,Adv,1.3386363636363636,1.0,1.9798319327731093,55,880
1_1_7,56,Ele,1.2093253968253967,1.0,1.7217514124293785,56,1008
1_1_7,57,Adv,1.3754545454545455,1.0,1.9960422163588392,55,1100
1_1_7,57,Ele,1.2508928571428573,1.0,1.8337696335078535,56,1120
1_1_7,58,Adv,1.0678321678321678,1.0,1.7138047138047139,55,1430
1_1_7,58,Ele,0.8459821428571429,1.0,1.490170380078637,56,1344
1_1_7,59,Adv,1.3522727272727273,1.0,1.9381107491856677,55,880
1_1_7,60,Adv,0.8660287081339713,1.0,1.469155844155844,55,1045
1_2_1,61,Adv,1.3652173913043477,1.0,1.8178947368421052,55,1265
1_2_1,61,Ele,1.1521739130434783,1.0,1.6025917926565876,56,1288
1_2_1,62,Adv,1.4285714285714286,1.0,2.0072992700729926,55,1925
1_2_1,62,Ele,1.315217391304348,1.0,1.7609147609147608,56,1288
1_2_1,63,Adv,1.196590909090909,1.0,1.7121951219512195,55,1760
1_2_1,63,Ele,1.1898496240601504,1.0,1.7957446808510638,56,1064
1_2_1,64,Adv,0.8836363636363637,1.0,1.5440826052422558,55,2200
1_2_1,64,Ele,0.9,1.0,1.493649449618967,56,1960
1_2_2,65,Adv,1.3286713286713288,1.0,1.9269776876267748,55,715
1_2_2,65,Ele,1.2553571428571428,1.0,1.8847184986595173,56,560
1_2_2,66,Adv,1.2192513368983957,1.0,1.9453924914675769,55,935
1_2_2,66,Ele,1.3494897959183674,1.0,2.0424710424710426,56,784
1_2_2,67,Adv,1.1376623376623376,1.0,1.7244094488188977,55,770
1_2_2,67,Ele,1.2704081632653061,1.0,1.930232558139535,56,784
1_2_2,68,Adv,1.156969696969697,1.0,1.7323049001814883,55,1650
1_2_2,68,Ele,1.1612554112554112,1.0,1.7735537190082644,56,1848
1_2_2,69,Adv,1.4245454545454546,1.0,1.8902291917973462,55,1100
1_2_2,69,Ele,1.1583850931677018,1.0,1.6896942242355606,56,1288
1_2_2,70,Adv,1.1929618768328445,1.0,1.759515570934256,55,1705
1_2_2,70,Ele,1.0998883928571428,1.0,1.6563025210084035,56,1792
1_2_3,71,Adv,1.1058201058201058,1.0,1.6344086021505377,56,1512
1_2_3,72,Adv,1.2275132275132274,1.0,1.795839380745041,56,3024
1_2_3,72,Ele,1.418595041322314,1.0,1.9494605337876207,55,2420
1_2_3,73,Adv,1.3427579365079365,1.0,2.0141369047619047,56,2016
1_2_3,73,Ele,1.3277641277641277,1.0,1.8855547801814376,55,2035
1_2_3,74,Adv,0.6079931972789115,0.0,1.4357429718875503,56,1176
1_2_4,75,Adv,1.3536866359447004,1.0,1.9309778142974527,56,1736
1_2_4,75,Ele,1.5553030303030304,1.0,2.1318795430944966,55,1320
1_2_4,76,Adv,1.1026785714285714,1.0,1.713577799801784,56,1568
1_2_4,76,Ele,1.0175324675324675,1.0,1.6512118018967334,55,1540
1_2_4,77,Adv,1.0107142857142857,1.0,1.548563611491108,56,1120
1_2_4,77,Ele,0.9818181818181818,1.0,1.528301886792453,55,495
1_2_4,78,Adv,1.1450892857142858,1.0,1.721476510067114,56,448
1_2_4,78,Ele,1.1797979797979798,1.0,1.889967637540453,55,495
1_2_4,79,Adv,1.0232142857142856,1.0,1.6050420168067228,56,560
1_2_4,79,Ele,0.8848484848484849,1.0,1.4974358974358974,55,330
1_2_4,80,Adv,0.9897959183673469,1.0,1.552,56,392
1_2_4,80,Ele,1.093939393939394,1.0,1.6790697674418604,55,330
1_2_4,81,Adv,0.8209706959706959,1.0,1.5951957295373667,56,2184
1_2_4,81,Ele,0.9555555555555556,1.0,1.729433272394881,55,990
1_2_5,82,Adv,1.5853174603174602,1.0,2.0672703751617076,56,1008
1_2_5,82,Ele,1.5585858585858585,1.0,2.0275952693823918,55,990
1_2_5,83,Adv,1.355357142857143,1.0,1.9337579617834395,56,1120
1_2_5,83,Ele,1.405194805194805,1.0,1.9648910411622276,55,1155
1_2_5,84,Adv,1.2113095238095237,1.0,1.7929515418502202,56,1344
1_2_5,84,Ele,1.0526315789473684,1.0,1.608187134502924,55,1045
1_2_5,85,Adv,0.9957142857142857,1.0,1.6022988505747127,56,1400
1_2_5,85,Ele,0.9127272727272727,1.0,1.4712778429073856,55,1375
1_2_5,86,Adv,0.7863520408163265,1.0,1.4748803827751196,56,1568
1_2_6,87,Adv,1.5515151515151515,1.0,2.0827118644067797,55,1980
1_2_6,87,Ele,1.2919642857142857,1.0,1.7732843137254901,56,1120
1_2_6,88,Adv,1.4825174825174825,1.0,2.190082644628099,55,715
1_2_6,88,Ele,1.23489010989011,1.0,1.8016032064128256,56,728
1_2_6,89,Adv,1.307070707070707,1.0,2.044233807266983,55,990
1_2_6,89,Ele,0.8414285714285714,1.0,1.5259067357512954,56,1400
1_3_1,90,Adv,1.1260997067448681,1.0,1.7359855334538878,55,1705
1_3_1,90,Ele,0.9778325123152709,1.0,1.546251217137293,56,1624
1_3_1,91,Adv,1.6568181818181817,1.0,2.2057488653555217,55,880
1_3_1,91,Ele,1.4987244897959184,1.0,1.9550748752079867,56,784
