text_id,level,RegRateFirstPass,RegRateTotal,n_subjects,n_rows
1_10_1,Adv,0.24584592145015105,0.23219871205151793,55,5435
1_10_1,Ele,0.21643286573146292,0.1971624266144814,56,4088
1_10_2,Adv,0.27586206896551724,0.25802568218298555,56,4984
1_10_2,Ele,0.2843803056027165,0.25674325674325676,55,5005
1_10_3,Adv,0.2789240972733972,0.296580483736447,55,5995
1_10_3,Ele,0.2621983914209115,0.2098825831702544,56,4088
1_10_4,Adv,0.28372324539571925,0.24037506894649752,55,9065
1_10_4,Ele,0.291158082762727,0.21631493506493507,56,7392
1_10_5,Adv,0.27019041365725543,0.3048128342245989,55,6545
1_10_5,Ele,0.23448831587429492,0.23315746753246752,56,4928
1_10_6,Adv,0.25369774919614146,0.24665178571428573,56,7168
1_10_6,Ele,0.2719891745602165,0.24888888888888888,55,4950
1_10_7,Adv,0.2514432328415651,0.18558201058201057,56,7560
1_10_7,Ele,0.23462986198243413,0.19615384615384615,55,5720
1_1_1,Adv,0.25452109845947757,0.23596938775510204,56,6272
1_1_1,Ele,0.21787296898079764,0.1944055944055944,55,5720
1_1_2,Adv,0.23180212014134274,0.18078381795195955,56,6328
1_1_2,Ele,0.22566793893129772,0.18074866310160428,55,4675
1_1_3,Adv,0.24977618621307074,0.2310782241014799,55,4730
1_1_3,Ele,0.2489502099580084,0.20436507936507936,56,3528
1_1_4,Adv,0.23316062176165803,0.23736263736263735,55,5005
1_1_4,Ele,0.23519362186788154,0.2261904761904762,56,3696
1_1_5,Adv,0.2631578947368421,0.20363636363636364,55,4125
1_1_5,Ele,0.22939068100358423,0.21924603174603174,56,3024
1_1_6,Adv,0.23931357254290173,0.2550177095631641,56,6776
1_1_6,Ele,0.20787325972155546,0.21629279811097993,55,4235
1_1_7,Adv,0.23985833869929168,0.2473541383989145,55,7370
1_1_7,Ele,0.2210762331838565,0.2005813953488372,56,4816
1_2_1,Adv,0.20493685419058552,0.1974825174825175,55,7150
1_2_1,Ele,0.2106368089573128,0.18017857142857144,56,5600
1_2_2,Adv,0.2365891472868217,0.2336,55,6875
1_2_2,Ele,0.22359154929577466,0.20691609977324263,56,7056
1_2_3,Adv,0.23697767601602748,0.21829710144927536,56,7728
1_2_3,Ele,0.25887640449438204,0.31021324354657687,55,4455
1_2_4,Adv,0.25297015357867286,0.2114135864135864,56,8008
1_2_4,Ele,0.27096502317741256,0.2550909090909091,55,5500
1_2_5,Adv,0.22141440846001323,0.21599378881987577,56,6440
1_2_5,Ele,0.26633906633906634,0.2628696604600219,55,4565
1_2_6,Adv,0.27229299363057324,0.2862957937584803,55,3685
1_2_6,Ele,0.27828947368421053,0.22413793103448276,56,3248
1_3_1,Adv,0.2667946257197697,0.23793490460157127,55,4455
1_3_1,Ele,0.24352567014993184,0.1949750830564784,56,4816
