text_id,align_idx,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
1_10_1,0,Adv,138.33911007025762,150.0,208.43613267466478,55,2135
1_10_1,0,Ele,131.0194805194805,146.0,198.13747954173485,56,1848
1_10_1,1,Adv,156.85837320574163,159.0,215.96442687747034,55,1045
1_10_1,1,Ele,132.01503759398497,147.5,200.376604850214,56,1064
1_10_1,2,Adv,137.87538802660754,146.0,209.93180283592167,55,2255
1_10_1,2,Ele,142.50850340136054,155.0,208.4452736318408,56,1176
1_10_2,3,Adv,153.26674107142858,160.0,203.14644970414201,56,896
1_10_2,3,Ele,150.3244019138756,160.0,209.17310252996006,55,1045
1_10_2,4,Adv,156.45320197044336,166.0,217.34816082121472,56,1624
1_10_2,4,Ele,160.42587412587412,162.0,212.80983302411875,55,1430
1_10_2,5,Adv,120.41895604395604,127.0,201.99308755760367,56,1456
1_10_2,5,Ele,122.91948051948052,122.5,204.64432432432432,55,1540
1_10_2,6,Adv,137.26785714285714,148.0,204.3810930576071,56,1008
1_10_2,6,Ele,134.6949494949495,148.0,201.4320241691843,55,990
1_10_3,7,Adv,144.63850267379678,153.0,206.62643239113828,55,3740
1_10_3,7,Ele,131.18303571428572,147.0,203.41054313099042,56,2912
1_10_3,8,Adv,146.39068736141908,154.0,207.35615577889448,55,2255
1_10_3,8,Ele,129.44472789115648,141.0,201.09247027741083,56,1176
1_10_4,9,Adv,148.94598930481283,159.0,210.05203619909503,55,1870
1_10_4,9,Ele,137.265873015873,151.0,205.28783382789317,56,1008
1_10_4,10,Adv,149.19765395894427,153.0,214.48735244519392,55,1705
1_10_4,10,Ele,130.61941964285714,142.0,206.22907488986783,56,1792
1_10_4,11,Adv,124.7159090909091,134.5,198.1046931407942,55,1320
1_10_4,11,Ele,128.5515873015873,142.0,212.0785597381342,56,1008
1_10_4,12,Adv,136.43727272727273,149.0,207.58091286307055,55,2200
1_10_4,12,Ele,140.24338624338625,143.5,211.41375872382852,56,1512
1_10_4,13,Adv,124.25380710659898,130.0,206.2173546756529,55,1970
1_10_4,13,Ele,128.08059845559845,138.0,210.7887212073074,56,2072
1_10_5,14,Adv,155.65347593582888,154.0,218.19490254872565,55,935
1_10_5,14,Ele,140.93303571428572,154.0,204.33009708737865,56,896
1_10_5,15,Adv,156.07559808612442,159.0,218.04679144385025,55,1045
1_10_5,15,Ele,149.06737012987014,162.0,216.31448763250884,56,1232
1_10_5,16,Adv,154.1782991202346,162.0,211.99516129032259,55,1705
1_10_5,16,Ele,152.8623511904762,164.0,212.67805383022775,56,1344
1_10_5,17,Adv,138.12937062937064,147.0,208.68991019545695,55,2860
1_10_5,17,Ele,123.42376373626374,133.0,200.7877094972067,56,1456
1_10_6,18,Adv,145.6154336734694,159.0,206.06949458483754,56,1568
1_10_6,18,Ele,151.62181818181818,158.0,213.82564102564103,55,1100
1_10_6,19,Adv,146.9971198156682,158.0,208.14600326264275,56,1736
1_10_6,19,Ele,138.95206611570248,145.0,208.94614747307375,55,1815
1_10_6,20,Adv,136.62687969924812,146.5,209.16690647482014,56,1064
1_10_6,20,Ele,124.41010101010102,121.0,216.08070175438596,55,990
1_10_6,21,Adv,130.89880952380952,134.5,214.755859375,56,840
1_10_6,22,Adv,110.61184210526316,102.0,208.67198581560282,56,1064
1_10_6,22,Ele,114.46794258373205,111.0,205.88468158347678,55,1045
1_10_6,23,Adv,127.41071428571429,138.0,205.6936936936937,56,896
1_10_7,24,Adv,129.58061224489796,143.0,209.55280528052805,56,1960
1_10_7,24,Ele,159.27878787878788,165.0,210.248,55,660
1_10_7,25,Adv,139.6361003861004,151.0,207.84913793103448,56,2072
1_10_7,25,Ele,135.20056818181817,145.0,202.68568994889267,55,1760
1_10_7,26,Adv,132.34375,145.0,210.84637268847794,56,1120
1_10_7,26,Ele,127.75909090909092,133.0,211.9683257918552,55,1100
1_10_7,27,Adv,110.30357142857143,96.0,207.50859375,56,2408
1_10_7,27,Ele,103.06272727272727,84.5,195.29543496985357,55,2200
1_1_1,28,Adv,135.27104591836735,145.0,217.32069672131146,56,1568
1_1_1,28,Ele,138.19166666666666,148.0,207.2875,55,1320
1_1_1,29,Adv,136.57,147.0,215.31306306306305,56,1400
1_1_1,29,Ele,129.38008658008658,143.0,203.03532608695653,55,1155
1_1_1,30,Adv,151.1442857142857,160.0,208.88647581441265,56,1400
1_1_1,30,Ele,132.76883116883116,137.0,208.63673469387754,55,1540
1_1_1,31,Adv,141.9485294117647,152.0,213.99049881235155,56,1904
1_1_1,31,Ele,139.7425219941349,148.0,215.2312556458898,55,1705
1_1_2,32,Adv,146.93809523809523,156.0,210.62798634812287,56,840
1_1_2,33,Adv,121.48863636363636,119.0,212.60511363636363,56,616
1_1_2,33,Ele,138.88429752066116,154.0,206.44963144963145,55,605
1_1_2,34,Adv,130.68703007518798,146.0,204.03668378576668,56,2128
1_1_2,34,Ele,135.57714285714286,143.0,205.17767295597486,55,1925
1_1_2,35,Adv,127.74744897959184,141.0,208.65416666666667,56,784
1_1_2,35,Ele,133.5321212121212,141.0,200.6630236794171,55,825
1_1_2,36,Adv,122.79621848739495,137.0,204.7320490367776,56,952
1_1_2,36,Ele,116.17607655502393,115.0,208.5979381443299,55,1045
1_1_2,37,Adv,108.61607142857143,79.0,211.76982591876208,56,1008
1_1_2,37,Ele,97.68363636363637,45.0,194.65942028985506,55,275
1_1_3,38,Adv,139.00354767184035,151.0,208.82944703530978,55,2255
1_1_3,38,Ele,127.79821428571428,138.0,205.50466618808326,56,2240
1_1_3,39,Adv,141.78636363636363,150.0,207.16413662239088,55,1540
1_1_3,39,Ele,135.2922077922078,153.0,213.69230769230768,56,616
1_1_3,40,Adv,120.86844919786097,132.0,204.3616636528029,55,935
1_1_3,40,Ele,130.67559523809524,146.0,203.7447795823666,56,672
1_1_4,41,Adv,152.4564263322884,162.0,209.80845556514237,55,1595
1_1_4,41,Ele,141.37962962962962,156.5,200.71924882629108,56,1512
1_1_4,42,Adv,128.9090909090909,140.0,197.86046511627907,55,1320
1_1_4,42,Ele,126.49107142857143,143.0,198.51847133757963,56,1232
1_1_4,43,Adv,147.0488038277512,154.0,213.72183588317108,55,1045
