text_id,align_idx,level,mean_HigherPassFixation,median_HigherPassFixation,mean_nonzero_HigherPassFixation,n_subjects,n_rows
1_1_1,29,Ele,91.03281853281854,0.0,354.54887218045116,54,518
1_1_1,30,Adv,160.9616402116402,0.0,392.5387096774194,55,756
1_1_1,30,Ele,104.15049226441631,0.0,347.65727699530515,54,711
1_1_1,31,Adv,139.32925472747496,0.0,401.4647435897436,56,899
1_1_1,31,Ele,114.06547619047619,0.0,343.42293906810033,54,840
1_1_2,32,Adv,115.98105263157895,0.0,379.93793103448274,56,475
1_1_2,33,Adv,180.2925925925926,0.0,491.7070707070707,55,270
1_1_2,33,Ele,144.1525974025974,0.0,392.91150442477874,54,308
1_1_2,34,Adv,121.87201735357918,0.0,318.3172804532578,56,922
1_1_2,34,Ele,123.16029593094945,0.0,352.9434628975265,53,811
1_1_2,35,Adv,75.74018126888218,0.0,338.7837837837838,53,331
1_1_2,35,Ele,62.10621761658031,0.0,342.4714285714286,54,386
1_1_2,36,Adv,62.50585480093677,0.0,296.55555555555554,56,427
1_1_2,36,Ele,47.56086956521739,0.0,284.12987012987014,53,460
1_1_2,37,Adv,176.46913580246914,0.0,521.6788321167883,56,405
1_1_2,37,Ele,23.984732824427482,0.0,241.69230769230768,53,131
1_1_3,38,Adv,173.6715462031107,0.0,414.46069868995636,55,1093
1_1_3,38,Ele,140.41137440758294,0.0,384.76363636363635,56,1055
1_1_3,39,Adv,179.1693989071038,0.0,390.3333333333333,55,732
1_1_3,39,Ele,112.72260273972603,0.0,365.72222222222223,49,292
1_1_3,40,Adv,60.613691931540345,0.0,278.55056179775283,55,409
1_1_3,40,Ele,70.040625,0.0,263.6823529411765,56,320
1_1_4,41,Adv,174.10538641686182,0.0,407.35890410958905,55,854
1_1_4,41,Ele,173.52933673469389,0.0,396.6384839650146,56,784
1_1_4,42,Adv,120.91208791208791,0.0,330.09,55,546
1_1_4,42,Ele,127.60035842293907,0.0,352.480198019802,56,558
1_1_4,43,Adv,173.69583333333333,0.0,410.70935960591135,54,480
1_1_4,43,Ele,125.43961352657004,0.0,316.6585365853659,56,414
1_1_4,44,Adv,79.39678899082568,0.0,293.364406779661,54,436
1_1_5,45,Adv,136.96495327102804,0.0,437.47014925373134,53,428
1_1_5,45,Ele,104.9271948608137,0.0,362.97037037037035,56,467
1_1_5,46,Adv,82.89322381930185,0.0,310.53076923076924,53,487
1_1_5,46,Ele,91.18832891246684,0.0,312.5272727272727,53,377
1_1_5,47,Adv,52.529680365296805,0.0,426.0740740740741,43,219
1_1_5,48,Adv,188.78175895765472,0.0,386.37333333333333,55,614
1_1_5,48,Ele,194.04718693284937,0.0,412.81853281853284,56,551
1_1_6,49,Adv,157.55359565807328,0.0,439.8371212121212,55,737
1_1_6,50,Adv,229.33632286995515,0.0,498.9463414634146,54,446
1_1_6,51,Adv,205.32432432432432,0.0,454.75,55,629
1_1_6,51,Ele,115.39294710327457,0.0,309.5337837837838,55,794
1_1_6,52,Adv,168.41852117731514,0.0,425.0126811594203,56,1393
1_1_6,52,Ele,105.62839410395655,0.0,339.53865336658356,55,1289
1_1_7,53,Adv,224.83333333333334,0.0,496.3301886792453,52,234
1_1_7,53,Ele,157.3843137254902,0.0,378.6132075471698,56,255
1_1_7,54,Adv,131.51290322580644,0.0,388.2761904761905,48,310
1_1_7,55,Adv,193.0808383233533,0.0,388.4879518072289,52,334
1_1_7,55,Ele,103.85224274406332,0.0,314.88,52,379
1_1_7,56,Adv,190.4233766233766,0.0,423.77456647398844,51,385
1_1_7,56,Ele,116.8019801980198,0.0,329.52513966480444,56,505
1_1_7,57,Adv,188.72210526315789,0.0,379.84322033898303,55,475
1_1_7,57,Ele,165.95209580838323,0.0,411.5940594059406,54,501
1_1_7,58,Adv,133.60034305317325,0.0,349.2780269058296,55,583
1_1_7,58,Ele,67.84406779661018,0.0,241.13253012048193,56,590
1_1_7,59,Adv,214.34745762711864,86.5,419.2209944751381,52,354
1_1_7,60,Adv,88.22969837587007,0.0,285.9172932330827,55,431
1_2_1,61,Adv,115.15612382234185,0.0,356.50416666666666,55,743
1_2_1,61,Ele,87.26455026455027,0.0,315.6555023923445,55,756
1_2_1,62,Adv,177.79566563467492,0.0,474.6115702479339,55,969
1_2_1,62,Ele,139.48676470588236,0.0,388.7336065573771,53,680
1_2_1,63,Adv,127.62383177570094,0.0,351.2733118971061,54,856
1_2_1,63,Ele,154.23333333333332,0.0,434.58011049723757,54,510
1_2_1,64,Adv,80.46069868995633,0.0,374.1218274111675,54,916
1_2_1,64,Ele,68.43530701754386,0.0,323.3834196891192,55,912
1_2_2,65,Adv,163.57758620689654,0.0,398.0769230769231,53,348
1_2_2,65,Ele,180.68441064638785,0.0,396.0,56,263
1_2_2,66,Adv,127.52403846153847,0.0,378.92857142857144,53,416
1_2_2,66,Ele,183.7356948228883,0.0,437.8636363636364,55,367
1_2_2,67,Adv,120.81019830028329,0.0,300.32394366197184,52,353
1_2_2,67,Ele,165.316715542522,0.0,337.562874251497,54,341
1_2_2,68,Adv,117.3736559139785,0.0,352.1209677419355,52,744
1_2_2,68,Ele,130.43258426966293,0.0,373.2636655948553,56,890
1_2_2,69,Adv,137.11636363636364,0.0,371.4975369458128,53,550
1_2_2,69,Ele,113.0880503144654,0.0,329.92660550458714,56,636
1_2_2,70,Adv,132.2039312039312,0.0,378.9225352112676,55,814
1_2_2,70,Ele,110.10208562019758,0.0,345.8724137931035,56,911
1_2_3,71,Adv,108.69975186104219,0.0,331.8636363636364,56,806
1_2_3,72,Adv,134.11726147123088,0.0,369.02404809619236,56,1373
1_2_3,72,Ele,182.30008244023082,0.0,417.22641509433964,55,1213
1_2_3,73,Adv,189.81936887921654,0.0,431.7920792079208,56,919
1_2_3,73,Ele,171.84782608695653,0.0,386.46666666666664,55,1012
1_2_3,74,Adv,62.98232323232323,0.0,265.32978723404256,55,396
1_2_4,75,Adv,161.91129032258064,0.0,417.02967359050444,55,868
1_2_4,75,Ele,197.81112737920938,0.0,423.5266457680251,55,683
1_2_4,76,Adv,123.11047345767575,0.0,325.030303030303,54,697
1_2_4,76,Ele,108.10593900481541,0.0,341.8781725888325,53,623
1_2_4,77,Adv,110.65454545454546,0.0,300.95604395604397,55,495
1_2_4,77,Ele,86.17224880382776,0.0,257.2857142857143,52,209
1_2_4,78,Adv,128.33009708737865,0.0,307.3953488372093,52,206
1_2_4,78,Ele,163.79473684210527,0.0,404.16883116883116,53,190
1_2_4,79,Adv,88.91935483870968,0.0,286.38961038961037,50,248
1_2_4,79,Ele,95.44354838709677,0.0,311.44736842105266,52,124
1_2_4,80,Adv,81.86470588235294,0.0,316.29545454545456,50,170
1_2_4,80,Ele,96.24087591240875,0.0,329.625,50,137
1_2_4,81,Adv,110.98565840938723,0.0,386.93636363636364,56,767
1_2_4,81,Ele,154.45700245700246,0.0,458.86131386861314,55,407
1_2_5,82,Adv,188.5641447368421,0.0,434.2689393939394,56,608
1_2_5,82,Ele,199.38172043010752,0.0,438.01181102362204,55,558
1_2_5,83,Adv,177.47628458498025,0.0,375.744769874477,53,506
1_2_5,83,Ele,175.49003984063745,0.0,381.3679653679654,54,502
1_2_5,84,Adv,147.4806451612903,0.0,389.0978723404255,55,620
1_2_5,84,Ele,94.41975308641975,0.0,316.0330578512397,53,405
1_2_5,85,Adv,100.39908952959028,0.0,315.06190476190477,56,659
1_2_5,85,Ele,65.10877192982456,0.0,270.8905109489051,55,570
1_2_5,86,Adv,61.07898894154818,0.0,286.3925925925926,56,633
1_2_6,87,Adv,195.5945701357466,0.0,453.1069182389937,55,1105
1_2_6,87,Ele,124.84285714285714,0.0,349.56,56,630
1_2_6,88,Adv,191.0888888888889,0.0,390.8636363636364,52,315
1_2_6,88,Ele,121.06798866855524,0.0,347.4552845528455,53,353
1_2_6,89,Adv,212.47629310344828,0.0,480.9219512195122,55,464
1_2_6,89,Ele,89.40782122905028,0.0,315.86842105263156,56,537
1_3_1,90,Adv,136.35511713933417,0.0,414.17228464419475,55,811
1_3_1,90,Ele,97.53084832904884,0.0,356.23943661971833,56,778
1_3_1,91,Adv,247.19915254237287,0.0,496.50212765957446,54,472
1_3_1,91,Ele,182.77404921700224,0.0,432.27513227513225,56,447
1_3_1,92,Adv,128.63863636363635,0.0,419.26666666666665,55,440
1_3_1,92,Ele,76.55,0.0,310.3378378378378,54,600
1_3_1,93,Adv,112.60664819944598,0.0,402.48514851485146,54,361
1_3_1,93,Ele,51.37234042553192,0.0,264.6027397260274,56,376
1_3_2,94,Adv,119.35714285714286,0.0,370.2215568862275,56,518
1_3_2,94,Ele,96.2248062015504,0.0,300.31451612903226,54,387
1_3_2,95,Adv,186.1708633093525,0.0,380.55514705882354,55,556
1_3_2,95,Ele,214.338905775076,0.0,450.59105431309905,55,658
1_3_2,96,Adv,152.743264659271,0.0,380.9525691699605,54,631
1_3_2,96,Ele,135.8804347826087,0.0,360.6057692307692,53,276
1_3_2,97,Adv,143.04140786749483,0.0,381.707182320442,56,483
1_3_2,97,Ele,192.957399103139,0.0,417.7621359223301,55,446
1_3_3,98,Adv,189.51724137931035,0.0,444.1212121212121,54,464
1_3_3,98,Ele,155.71256454388984,0.0,391.64069264069263,56,581
1_3_3,99,Adv,145.92207792207793,0.0,416.14814814814815,43,77
1_3_3,99,Ele,130.30588235294118,0.0,299.35135135135135,48,85
1_3_3,100,Adv,164.79496402877697,0.0,409.04464285714283,50,278
1_3_3,100,Ele,69.82072829131653,0.0,254.3469387755102,48,357
1_3_3,101,Adv,118.43059490084985,0.0,373.26785714285717,51,353
1_3_3,101,Ele,88.23,0.0,294.1,44,100
1_3_3,102,Adv,204.00215982721383,0.0,486.87113402061857,52,463
1_3_3,102,Ele,55.053061224489795,0.0,275.265306122449,49,245
1_3_3,103,Adv,298.5357142857143,107.5,557.2666666666667,49,84
1_3_3,103,Ele,39.958333333333336,0.0,252.3684210526316,47,120
1_3_3,104,Adv,113.64586846543001,0.0,387.3103448275862,53,593
1_3_3,104,Ele,89.22222222222223,0.0,343.4797687861272,56,666
1_3_3,105,Adv,173.095785440613,0.0,480.6170212765957,55,261
1_3_3,105,Ele,99.12408759124088,0.0,393.6231884057971,56,274
1_3_4,106,Adv,140.75777414075287,0.0,356.8589211618257,56,611
1_3_4,106,Ele,128.27358490566039,0.0,323.73809523809524,55,212
1_3_4,107,Adv,149.94160583941607,0.0,351.14529914529913,49,274
1_3_4,107,Ele,138.46827794561935,0.0,440.7019230769231,49,331
1_3_4,108,Adv,143.42212189616254,0.0,397.1,51,443
1_3_4,108,Ele,214.92111959287533,0.0,446.8994708994709,53,393
1_3_4,109,Adv,99.59304703476482,0.0,340.56643356643355,55,489
1_3_4,110,Adv,120.7350343473994,0.0,403.37377049180327,54,1019
1_3_4,110,Ele,114.59004237288136,0.0,412.87404580152673,54,944
1_3_5,111,Adv,157.06846846846847,0.0,358.7366255144033,54,555
1_3_5,112,Adv,130.8596256684492,0.0,373.59923664122135,55,748
1_3_5,112,Ele,121.48057259713701,0.0,396.02666666666664,54,489
1_3_5,113,Adv,137.03117505995203,0.0,338.1183431952663,54,417
1_3_5,114,Adv,162.47188940092167,0.0,392.61024498886417,56,2170
1_3_5,114,Ele,158.24111675126903,0.0,409.2800875273523,55,1182
1_4_1,115,Adv,114.6086956521739,0.0,392.944099378882,55,552
1_4_1,115,Ele,73.25699300699301,0.0,290.99305555555554,55,572
1_4_1,116,Adv,109.80223880597015,0.0,342.1744186046512,53,536
1_4_1,116,Ele,66.78241758241758,0.0,286.66037735849056,50,455
1_4_1,117,Adv,122.0646017699115,0.0,360.1383812010444,56,1130
1_4_1,117,Ele,147.96887159533074,0.0,397.50522648083626,53,771
1_4_1,119,Adv,142.49323843416371,0.0,417.96033402922757,55,1405
1_4_1,119,Ele,151.3560070671378,0.0,388.51473922902494,54,1132
1_4_2,120,Adv,152.6642857142857,0.0,394.8822170900693,56,1120
1_4_2,120,Ele,107.00967741935484,0.0,398.076,55,930
1_4_2,121,Adv,132.37844036697248,0.0,367.62420382165607,53,436
1_4_2,121,Ele,126.14507772020725,0.0,360.68148148148146,50,386
1_4_2,122,Adv,126.20554272517322,0.0,376.8758620689655,55,866
1_4_2,122,Ele,96.63417890520694,0.0,326.0315315315315,55,749
1_4_2,123,Adv,104.5132530120482,0.0,323.67910447761193,54,415
1_4_2,123,Ele,179.26206896551724,0.0,412.58730158730157,47,145
1_4_2,124,Adv,105.52346570397111,0.0,328.4269662921348,52,277
1_4_2,124,Ele,100.11272727272727,0.0,352.96153846153845,50,275
1_4_2,125,Adv,119.10057471264368,0.0,363.5701754385965,54,348
1_4_2,125,Ele,144.50316455696202,0.0,518.8977272727273,52,316
1_4_2,126,Adv,98.46709129511677,0.0,368.07936507936506,54,471
1_4_2,126,Ele,148.11989795918367,0.0,439.8712121212121,54,392
1_4_2,127,Adv,146.47747747747746,0.0,445.45205479452056,55,222
1_4_2,127,Ele,97.47619047619048,0.0,321.6714285714286,54,231
1_4_3,128,Adv,153.24399260628465,0.0,412.46268656716416,55,541
1_4_3,128,Ele,191.66725043782836,0.0,441.2983870967742,56,571
1_4_3,129,Adv,214.90808823529412,0.0,473.31983805668017,55,544
1_4_3,129,Ele,183.01553398058252,0.0,389.47520661157023,56,515
1_4_3,130,Adv,200.37820512820514,0.0,446.5571428571429,52,312
1_4_3,130,Ele,131.42105263157896,0.0,353.3490566037736,53,285
1_4_3,131,Adv,208.02734375,0.0,449.40928270042195,55,512
1_4_3,131,Ele,174.07801418439718,0.0,413.67977528089887,55,423
1_4_3,132,Adv,136.26889714993806,0.0,376.60616438356163,55,807
1_4_3,132,Ele,135.28318584070797,0.0,382.175,54,339
1_4_4,133,Adv,177.4132104454685,0.0,406.67605633802816,55,651
1_4_4,133,Ele,131.70877192982456,0.0,357.4952380952381,55,570
1_4_4,134,Adv,177.873417721519,0.0,403.7931034482759,51,395
1_4_4,134,Ele,153.7979274611399,0.0,373.37106918238993,55,386
1_4_4,135,Adv,276.2916666666667,15.0,552.5833333333334,52,360
1_4_4,135,Ele,277.71069182389937,146.5,504.64,52,318
1_4_4,136,Adv,184.38028169014083,0.0,411.6666666666667,53,355
1_4_4,136,Ele,151.59670781893004,0.0,328.9107142857143,53,243
1_4_4,137,Adv,142.02507836990597,0.0,356.74015748031496,55,319
1_4_4,137,Ele,129.98190045248867,0.0,368.28205128205127,51,221
1_4_4,138,Adv,209.4406364749082,0.0,457.52139037433153,55,817
1_4_4,138,Ele,160.02573529411765,0.0,369.91784702549575,56,816
1_4_4,139,Adv,118.40072202166066,0.0,318.41747572815535,49,277
1_4_4,139,Ele,139.29479768786126,0.0,339.40845070422534,52,173
1_4_4,140,Adv,161.69827586206895,0.0,394.88421052631577,51,232
1_4_4,140,Ele,113.62280701754386,0.0,380.97058823529414,52,342
1_4_4,141,Adv,81.08128078817734,0.0,293.91964285714283,52,406
1_4_5,142,Adv,184.88843813387425,0.0,408.74439461883406,55,493
1_4_5,142,Ele,212.93131313131312,0.0,450.4316239316239,55,495
1_4_5,143,Adv,168.72134038800706,0.0,372.2373540856031,56,567
1_4_5,143,Ele,154.01169590643275,0.0,336.20425531914896,53,513
1_4_5,144,Adv,208.53748006379584,0.0,417.741214057508,56,627
1_4_5,144,Ele,179.63696369636963,0.0,435.44,54,606
1_4_5,145,Adv,171.28703703703704,0.0,382.2107438016529,56,540
1_4_5,145,Ele,113.37254901960785,0.0,380.8502994011976,55,561
1_5_1,146,Adv,145.52941176470588,0.0,392.98194945848377,55,748
1_5_1,146,Ele,110.97599039615847,0.0,355.55,56,833
1_5_1,147,Adv,187.8647619047619,0.0,490.69154228855723,54,525
1_5_1,147,Ele,110.7892644135189,0.0,352.7025316455696,56,503
1_5_1,148,Adv,102.07954545454545,0.0,387.75539568345323,52,528
1_5_1,148,Ele,59.8337182448037,0.0,259.08,54,433
1_5_2,149,Adv,164.73875432525952,0.0,459.9951690821256,55,578
1_5_2,149,Ele,117.92072072072072,0.0,339.0984455958549,56,555
1_5_2,150,Adv,113.69364161849711,0.0,397.35353535353534,50,346
1_5_2,150,Ele,90.76256983240224,0.0,295.3909090909091,53,358
1_5_2,151,Adv,82.64117647058823,0.0,312.2,51,340
1_5_2,151,Ele,59.39172749391727,0.0,301.358024691358,54,411
1_5_2,152,Adv,136.02295081967213,0.0,387.7289719626168,52,610
1_5_2,152,Ele,134.95567375886526,0.0,409.2204301075269,56,564
1_5_2,153,Adv,131.05232067510548,0.0,399.2210796915167,54,1185
1_5_2,153,Ele,107.05199628597957,0.0,371.9193548387097,54,1077
1_5_2,154,Adv,85.78282828282828,0.0,395.0,55,594
1_5_2,154,Ele,88.59217877094972,0.0,320.3636363636364,52,358
1_5_3,155,Adv,209.87525562372187,0.0,425.8464730290456,56,978
1_5_3,155,Ele,210.73065015479875,0.0,498.65201465201466,55,646
1_5_3,156,Adv,168.03355704697987,0.0,350.9859813084112,54,447
1_5_3,156,Ele,127.75056179775281,0.0,346.640243902439,52,445
1_5_3,157,Adv,132.7519042437432,0.0,342.6938202247191,56,919
1_5_3,157,Ele,202.56799037304452,0.0,467.59444444444443,55,831
1_5_3,158,Adv,123.89911308203992,0.0,417.00373134328356,56,902
1_5_3,158,Ele,77.94117647058823,0.0,321.2121212121212,54,408
1_5_4,159,Adv,372.48571428571427,142.0,668.5641025641025,52,140
1_5_4,159,Ele,250.0,0.0,521.7391304347826,55,144
1_5_4,160,Adv,176.84274193548387,0.0,490.0223463687151,51,496
1_5_4,160,Ele,117.36119402985075,0.0,338.9310344827586,51,335
1_5_4,161,Adv,98.79381443298969,0.0,399.2916666666667,48,291
1_5_4,162,Adv,210.5655737704918,0.0,428.15,39,122
1_5_4,163,Adv,164.50482879719053,0.0,417.3073496659243,53,1139
1_5_4,163,Ele,171.9163449163449,0.0,384.95389048991353,56,777
1_5_4,164,Adv,160.86046511627907,0.0,365.80288461538464,52,473
1_5_4,164,Ele,131.8470824949698,0.0,364.0444444444444,54,497
1_5_4,165,Adv,144.8650385604113,0.0,430.17175572519085,54,778
1_5_4,165,Ele,144.07962529274005,0.0,343.69832402234636,56,854
1_5_5,166,Adv,267.08251748251746,107.0,511.96782841823057,56,715
1_5_5,166,Ele,262.0015649452269,136.0,482.4755043227666,55,639
1_5_5,167,Adv,219.1092564491654,95.0,420.97084548104954,53,659
1_5_5,167,Ele,241.2478134110787,127.0,436.66490765171505,55,686
1_5_5,168,Adv,157.16613924050634,0.0,367.8851851851852,56,632
1_5_5,168,Ele,111.62089552238805,0.0,329.4537444933921,55,670
1_6_1,169,Adv,116.48868778280543,0.0,380.45320197044333,55,663
1_6_1,169,Ele,137.92151162790697,0.0,469.7524752475247,56,688
1_6_1,170,Adv,132.06754966887416,0.0,389.49609375,53,755
1_6_1,170,Ele,127.34562211981567,0.0,373.43243243243245,56,651
1_6_1,171,Adv,151.3119383825417,0.0,410.70383275261327,54,779
1_6_1,171,Ele,127.71954674220963,0.0,413.6238532110092,54,353
1_6_2,172,Adv,157.15894868585733,0.0,366.0932944606414,56,799
1_6_2,172,Ele,215.0875,0.0,449.8562091503268,55,640
1_6_2,173,Adv,211.88611713665944,0.0,479.997542997543,54,922
1_6_2,173,Ele,170.8474114441417,0.0,360.35057471264366,54,734
1_6_2,174,Adv,138.09883720930233,0.0,389.39344262295083,46,172
1_6_2,174,Ele,78.34661354581674,0.0,255.3896103896104,53,251
1_6_2,175,Adv,107.0848,0.0,338.020202020202,56,625
1_6_2,175,Ele,89.48325358851675,0.0,315.2022471910112,54,627
1_6_2,176,Adv,86.36653386454184,0.0,333.5076923076923,56,251
1_6_2,176,Ele,66.81889763779527,0.0,282.8666666666667,53,254
1_6_3,177,Adv,197.3231707317073,0.0,516.9488817891374,55,820
1_6_3,177,Ele,164.9398976982097,0.0,392.04559270516717,56,782
1_6_3,178,Adv,137.44541484716157,0.0,368.12865497076024,52,458
1_6_3,178,Ele,126.0313152400835,0.0,333.5303867403315,55,479
1_6_3,179,Adv,194.05836575875486,0.0,403.82995951417,55,514
1_6_3,179,Ele,196.60338345864662,0.0,408.56640625,56,532
1_6_3,180,Adv,283.5560538116592,124.0,524.0303867403314,55,669
1_6_3,180,Ele,141.06609808102345,0.0,334.14141414141415,56,469
1_6_4,181,Adv,107.0,0.0,391.1344537815126,54,435
1_6_4,181,Ele,108.43333333333334,0.0,359.34302325581393,53,570
1_6_4,182,Adv,142.84052532833022,0.0,384.5151515151515,55,533
1_6_4,182,Ele,118.49684210526316,0.0,382.8979591836735,53,475
1_6_4,183,Adv,141.6687898089172,0.0,387.9418604651163,56,471
1_6_4,183,Ele,110.99019607843137,0.0,393.7739130434783,54,408
1_6_4,184,Adv,124.6838602329451,0.0,376.5577889447236,54,601
1_6_4,184,Ele,153.7257731958763,0.0,451.8606060606061,55,485
1_6_4,185,Adv,134.05457463884431,0.0,390.2616822429907,55,623
1_6_4,185,Ele,125.66092943201377,0.0,378.2849740932642,55,581
1_7_1,186,Adv,86.65113350125945,0.0,382.22777777777776,56,794
1_7_1,186,Ele,84.75210084033614,0.0,323.59893048128345,55,714
1_7_1,187,Adv,103.09150326797386,0.0,377.3444976076555,56,765
1_7_1,187,Ele,86.22675736961452,0.0,281.6740740740741,51,441
1_7_1,188,Adv,58.33667781493868,0.0,282.8540540540541,56,897
1_7_1,188,Ele,45.5153452685422,0.0,269.6439393939394,54,782
1_7_1,189,Adv,56.88032454361055,0.0,286.14285714285717,55,493
1_7_1,189,Ele,57.05871886120996,0.0,278.8434782608696,54,562
1_7_1,190,Adv,140.70341207349082,0.0,394.1764705882353,52,381
1_7_1,190,Ele,100.6952380952381,0.0,346.655737704918,54,420
1_7_1,191,Adv,68.95151515151515,0.0,316.02777777777777,51,165
1_7_1,191,Ele,77.15107913669065,0.0,324.969696969697,47,139
1_7_1,192,Adv,42.6267942583732,0.0,356.36,52,209
1_7_1,192,Ele,57.9,0.0,271.7755102040816,52,230
1_7_1,193,Adv,76.34677419354838,0.0,315.56666666666666,55,124
1_7_1,193,Ele,62.44736842105263,0.0,395.5,55,114
1_7_2,194,Adv,112.50055865921787,0.0,359.6,56,895
1_7_2,194,Ele,130.49397590361446,0.0,368.85758513931887,54,913
1_7_2,195,Adv,63.011605415860735,0.0,290.86607142857144,55,517
1_7_2,195,Ele,136.75,0.0,383.22754491017963,52,468
1_7_2,196,Adv,80.89078014184398,0.0,327.7471264367816,54,705
1_7_2,196,Ele,151.5976821192053,0.0,366.26,54,604
1_7_2,197,Adv,97.85670731707317,0.0,336.09424083769636,56,656
1_7_2,197,Ele,128.4636209813875,0.0,349.8709677419355,54,591
1_7_2,198,Adv,84.71301247771837,0.0,302.70063694267515,56,561
1_7_2,198,Ele,103.72373540856032,0.0,319.2455089820359,55,514
1_7_3,199,Adv,159.65037593984962,0.0,408.33653846153845,55,532
1_7_3,199,Ele,65.20682302771856,0.0,283.1666666666667,55,469
1_7_3,200,Adv,115.42471042471043,0.0,314.6842105263158,51,259
1_7_3,200,Ele,98.91282051282052,0.0,306.1587301587302,52,195
1_7_3,201,Adv,186.00389105058366,0.0,426.8125,51,257
1_7_3,201,Ele,150.5860655737705,0.0,390.8829787234043,51,244
1_7_3,202,Adv,121.28191000918274,0.0,344.84595300261094,55,1089
1_7_3,202,Ele,116.03379224030037,0.0,338.36131386861314,55,799
1_7_3,203,Adv,85.64984227129338,0.0,295.1195652173913,51,317
1_7_3,203,Ele,68.59130434782608,0.0,267.3898305084746,48,230
1_7_3,204,Adv,119.2555720653789,0.0,328.9303278688525,54,673
1_7_3,204,Ele,108.51700680272108,0.0,314.32512315270935,55,588
