text_id,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_6_2,Adv,211.0433369447454,195.0,211.0433369447454,56,2769
1_6_2,Ele,208.84477254588987,190.0,208.84477254588987,55,2506
1_6_3,Adv,210.83015034538806,191.0,210.83015034538806,55,2461
1_6_3,Ele,207.70645446507515,193.0,207.70645446507515,56,2262
1_6_4,Adv,208.17574164476156,196.0,208.17574164476156,56,2663
1_6_4,Ele,205.15482334259627,192.0,205.15482334259627,55,2519
1_7_1,Adv,209.6930512016719,195.0,209.6930512016719,56,3828
1_7_1,Ele,207.11434450323338,189.0,207.11434450323338,55,3402
1_7_2,Adv,207.81703659268146,194.0,207.81703659268146,56,3334
1_7_2,Ele,204.5695792880259,188.0,204.5695792880259,55,3090
1_7_3,Adv,208.30819316332068,190.0,208.30819316332068,55,3686
1_7_3,Ele,204.56380753138075,190.0,204.56380753138075,56,2868
1_7_4,Adv,207.58495575221238,190.0,207.58495575221238,55,3390
1_7_4,Ele,206.88306451612902,192.0,206.88306451612902,56,3224
1_8_1,Adv,202.74839743589743,189.0,202.74839743589743,56,3120
1_8_1,Ele,200.5258282864268,186.0,200.5258282864268,55,2807
1_8_2,Adv,207.99630996309963,190.0,207.99630996309963,55,3523
1_8_2,Ele,208.27136681077485,194.0,208.27136681077485,56,3007
1_8_3,Adv,204.3706152961472,187.0,204.3706152961472,55,3478
1_8_3,Ele,208.32137883008357,192.0,208.32137883008357,56,2872
1_8_4,Adv,208.82344511321295,189.0,208.82344511321295,55,3489
1_8_4,Ele,203.72006841505132,191.0,203.72006841505132,56,3508
1_8_5,Adv,207.24351529229577,194.0,207.24351529229577,56,2583
1_8_5,Ele,207.99768303985172,190.0,207.99768303985172,55,2158
1_9_1,Adv,204.90828640386164,190.0,204.90828640386164,56,2486
1_9_1,Ele,207.88762376237625,190.0,207.88762376237625,55,2020
1_9_2,Adv,207.15234948604993,191.0,207.15234948604993,55,2724
1_9_2,Ele,206.756581457459,190.0,206.756581457459,56,2621
1_9_3,Adv,206.63347236704902,189.0,206.63347236704902,55,1918
1_9_3,Ele,202.45103092783506,186.5,202.45103092783506,56,1552
1_9_4,Adv,205.07116412998766,192.0,205.07116412998766,56,2431
1_9_4,Ele,202.21533660276415,186.0,202.21533660276415,55,2243
1_9_5,Adv,208.69764597982268,193.0,208.69764597982268,56,3271
1_9_5,Ele,208.7576354679803,192.0,208.7576354679803,55,2030
1_9_6,Adv,209.07149727476755,194.0,209.07149727476755,56,3119
1_9_6,Ele,210.51129494113903,194.0,210.51129494113903,55,3143
2_10_1,Adv,206.48563557654467,188.0,206.48563557654467,50,2541
2_10_1,Ele,210.61788256227757,197.0,210.61788256227757,49,2248
2_10_2,Adv,206.4541818181818,190.0,206.4541818181818,50,2750
2_10_2,Ele,214.7749796913079,197.0,214.7749796913079,49,2462
2_10_3,Adv,214.99257232212665,198.0,214.99257232212665,49,2558
2_10_3,Ele,207.21178555604786,187.0,207.21178555604786,50,2257
2_10_4,Adv,220.199935917975,201.0,220.199935917975,49,3121
2_10_4,Ele,210.05289421157684,190.0,210.05289421157684,50,2004
2_1_1,Adv,219.6914399469144,203.5,219.6914399469144,49,3014
2_1_1,Ele,204.36525704809287,189.0,204.36525704809287,50,2412
2_1_2,Adv,219.2113442113442,202.0,219.2113442113442,49,2574
2_1_2,Ele,207.16316371681415,189.0,207.16316371681415,50,1808
2_1_3,Adv,204.79604672057502,190.5,204.79604672057502,50,2226
2_1_3,Ele,214.9113054341037,198.0,214.9113054341037,49,1601
2_1_4,Adv,201.7787906411425,189.0,201.7787906411425,50,3291
2_1_4,Ele,216.38694852941177,202.0,216.38694852941177,49,2176
2_1_5,Adv,209.87948105155343,190.0,209.87948105155343,50,2929
2_1_5,Ele,218.93147751605997,203.0,218.93147751605997,49,2802
2_1_6,Adv,219.57005920496195,203.0,219.57005920496195,49,3547
2_1_6,Ele,203.3490488006617,188.5,203.3490488006617,50,2418
2_2_1,Adv,206.84492875104777,190.0,206.84492875104777,50,2386
2_2_1,Ele,219.30980861244018,202.0,219.30980861244018,49,2508
2_2_2,Adv,205.54053133514986,187.0,205.54053133514986,50,2936
2_2_2,Ele,222.26516853932586,203.0,222.26516853932586,49,3115
2_2_3,Adv,209.31413857677902,192.0,209.31413857677902,50,2136
2_2_3,Ele,217.3605,201.0,217.3605,49,2000
2_2_4,Adv,230.8212401055409,212.0,230.8212401055409,49,1516
2_2_4,Ele,215.57165732586068,195.0,215.57165732586068,50,1249
2_2_5,Adv,220.7417886178862,202.0,220.7417886178862,49,3075
2_2_5,Ele,204.1322150962013,189.0,204.1322150962013,50,2027
2_2_6,Adv,217.0177574835109,197.0,217.0177574835109,49,1971
2_2_6,Ele,204.54114549045426,186.0,204.54114549045426,50,1519
2_3_1,Adv,206.27272727272728,192.0,206.27272727272728,50,2816
2_3_1,Ele,211.72901023890785,196.0,211.72901023890785,49,2930
2_3_2,Adv,202.6478727084054,186.0,202.6478727084054,50,2891
2_3_2,Ele,214.82002646669608,197.0,214.82002646669608,49,2267
2_3_3,Adv,213.8766655278442,198.0,213.8766655278442,49,2927
2_3_3,Ele,199.99842684845308,185.0,199.99842684845308,50,1907
2_3_4,Adv,211.6654978962132,194.5,211.6654978962132,50,2852
2_3_4,Ele,215.21875,200.0,215.21875,49,2208
2_4_1,Adv,213.14632799558254,197.0,213.14632799558254,49,1811
2_4_1,Ele,199.9375438596491,188.0,199.9375438596491,50,1425
2_4_2,Adv,218.4486975013291,200.0,218.4486975013291,49,1881
2_4_2,Ele,198.4163179916318,183.0,198.4163179916318,50,1434
2_4_3,Adv,214.46930422919507,197.0,214.46930422919507,49,2199
2_4_3,Ele,201.44022770398482,190.0,201.44022770398482,50,1581
2_4_4,Adv,213.50920245398774,198.0,213.50920245398774,49,2119
2_4_4,Ele,201.6176935229068,186.0,201.6176935229068,50,1899
2_4_5,Adv,209.58999158957107,189.0,209.58999158957107,50,2378
2_4_5,Ele,213.15913887716337,200.0,213.15913887716337,49,2369
2_4_6,Adv,202.327868852459,184.0,202.327868852459,50,1586
2_4_6,Ele,213.24239130434782,199.0,213.24239130434782,49,1840
2_4_7,Adv,222.61746866154468,205.0,222.61746866154468,49,2473
2_4_7,Ele,208.7540137614679,191.0,208.7540137614679,50,1744
2_5_1,Adv,203.45644983461963,190.0,203.45644983461963,50,2721
2_5_1,Ele,213.84326151246304,197.0,213.84326151246304,49,2367
2_5_2,Adv,210.62066772655007,195.0,210.62066772655007,50,3145
2_5_2,Ele,215.29671717171718,197.0,215.29671717171718,49,2376
2_5_3,Adv,212.7843616371411,196.0,212.7843616371411,49,1637
2_5_3,Ele,200.5685210312076,187.0,200.5685210312076,50,1474
2_5_4,Adv,204.3278008298755,189.0,204.3278008298755,50,2169
2_5_4,Ele,216.23720472440945,202.0,216.23720472440945,49,2032
2_5_5,Adv,217.1863598091496,202.0,217.1863598091496,49,3563
2_5_5,Ele,201.76531728665208,188.0,201.76531728665208,50,1828
2_6_1,Adv,201.9988363072149,187.0,201.9988363072149,50,2578
2_6_1,Ele,219.22454510259388,203.0,219.22454510259388,49,2583
2_6_2,Adv,211.03920619554694,193.0,211.03920619554694,49,2066
2_6_2,Ele,196.63009234111897,185.0,196.63009234111897,50,1841
2_6_3,Adv,206.86518771331058,193.0,206.86518771331058,50,1758
2_6_3,Ele,216.0285891858297,199.0,216.0285891858297,49,1609
2_6_4,Adv,216.2527709359606,199.0,216.2527709359606,49,3248
2_6_4,Ele,197.4985819625638,183.0,197.4985819625638,50,1763
2_7_1,Adv,217.82017982017982,200.0,217.82017982017982,49,2002
2_7_1,Ele,210.26130030959752,193.0,210.26130030959752,50,1615
2_7_2,Adv,214.9821806100876,198.0,214.9821806100876,49,3311
2_7_2,Ele,204.26117318435755,188.0,204.26117318435755,50,2148
2_7_3,Adv,202.5864588407209,186.0,202.5864588407209,50,2053
2_7_3,Ele,214.01991550995774,196.0,214.01991550995774,49,1657
2_7_4,Adv,202.57049979683055,190.0,202.57049979683055,50,2461
2_7_4,Ele,219.57682060390763,202.0,219.57682060390763,49,2252
2_7_5,Adv,218.58393285371702,201.0,218.58393285371702,49,3336
2_7_5,Ele,204.32738803012288,188.0,204.32738803012288,50,2523
2_7_6,Adv,202.58904109589042,186.0,202.58904109589042,50,3066
2_7_6,Ele,210.00148221343875,196.0,210.00148221343875,49,2024
2_8_1,Adv,203.07468671679197,187.0,203.07468671679197,50,1995
2_8_1,Ele,215.63861150737043,199.0,215.63861150737043,49,2103
2_8_2,Adv,204.1530612244898,189.0,204.1530612244898,50,2450
2_8_2,Ele,209.90696798493408,196.0,209.90696798493408,49,2655
2_8_3,Adv,214.8125,197.0,214.8125,49,2288
2_8_3,Ele,202.36139832594782,185.0,202.36139832594782,50,2031
2_8_4,Adv,209.72387425658454,195.0,209.72387425658454,49,2354
2_8_4,Ele,205.94894894894895,193.0,205.94894894894895,50,1665
2_8_5,Adv,200.26374711886731,187.0,200.26374711886731,50,3037
2_8_5,Ele,212.39140480591496,195.0,212.39140480591496,49,2164
2_8_6,Adv,205.7979300147856,190.0,205.7979300147856,50,2029
2_8_6,Ele,207.650390625,191.0,207.650390625,49,1536
2_9_1,Adv,221.63708160962767,204.0,221.63708160962767,49,2659
2_9_1,Ele,205.56415739948673,192.0,205.56415739948673,50,2338
2_9_2,Adv,220.97120658135285,203.0,220.97120658135285,49,2188
2_9_2,Ele,210.21555819477436,194.0,210.21555819477436,50,1684
2_9_3,Adv,220.0628163143793,202.0,220.0628163143793,49,3359
2_9_3,Ele,203.50254237288135,189.0,203.50254237288135,50,2360
2_9_4,Adv,209.5062656641604,193.0,209.5062656641604,50,3192
2_9_4,Ele,215.0061045402518,197.0,215.0061045402518,49,2621
2_9_5,Adv,221.16570736140562,207.0,221.16570736140562,49,3301
2_9_5,Ele,207.7573221757322,191.0,207.7573221757322,50,2629
2_9_6,Adv,208.89429012345678,192.5,208.89429012345678,50,2592
2_9_6,Ele,218.46877534468774,205.0,218.46877534468774,49,1233
3_10_1,Adv,203.5800126502214,189.0,203.5800126502214,47,1581
3_10_1,Ele,193.34094052558783,181.0,193.34094052558783,47,1446
3_10_2,Adv,197.3039319872476,185.0,197.3039319872476,47,1882
3_10_2,Ele,206.1872270742358,191.0,206.1872270742358,47,1832
3_10_3,Adv,193.74330966684872,180.0,193.74330966684872,47,1831
3_10_3,Ele,201.5291715285881,188.0,201.5291715285881,47,1714
3_10_4,Adv,196.5592753052383,185.0,196.5592753052383,47,2539
3_10_4,Ele,203.85746436609153,190.0,203.85746436609153,47,2666
3_10_5,Adv,203.39800995024876,187.0,203.39800995024876,47,3015
3_10_5,Ele,193.3906071019473,179.0,193.3906071019473,47,2619
3_10_6,Adv,204.00692041522493,191.0,204.00692041522493,47,1734
3_10_6,Ele,195.39044776119403,182.0,195.39044776119403,47,1675
3_1_1,Adv,210.9738124238733,194.0,210.9738124238733,47,3284
3_1_1,Ele,202.1292246520875,188.0,202.1292246520875,47,2515
3_1_2,Adv,210.55238095238096,193.0,210.55238095238096,47,1680
3_1_2,Ele,204.9794520547945,190.0,204.9794520547945,47,1168
3_1_3,Adv,201.55392381826525,187.0,201.55392381826525,47,2179
3_1_3,Ele,202.51192214111921,187.0,202.51192214111921,47,2055
3_1_4,Adv,202.74498768906085,188.0,202.74498768906085,47,2843
3_1_4,Ele,205.2014119601329,191.0,205.2014119601329,47,2408
3_1_5,Adv,202.69467496542185,187.0,202.69467496542185,47,2892
3_1_5,Ele,206.3593661573288,191.0,206.3593661573288,47,1767
3_2_1,Adv,204.9099811676083,190.0,204.9099811676083,47,2655
3_2_1,Ele,194.44665226781856,183.0,194.44665226781856,47,2315
3_2_2,Adv,210.8134110787172,190.0,210.8134110787172,47,1715
3_2_2,Ele,210.04785581106276,196.0,210.04785581106276,47,1609
3_2_3,Adv,202.05528089887642,186.0,202.05528089887642,47,2225
3_2_3,Ele,203.3569370111157,190.0,203.3569370111157,47,2429
3_2_4,Adv,196.11694290976058,182.0,196.11694290976058,47,2172
3_2_4,Ele,201.27605210420842,186.0,201.27605210420842,47,1996
3_2_5,Adv,207.05967514124293,193.0,207.05967514124293,47,2832
3_2_5,Ele,197.67571004662992,186.0,197.67571004662992,47,2359
3_3_1,Adv,212.1742351046699,198.0,212.1742351046699,47,3105
3_3_1,Ele,193.7432578209277,181.0,193.7432578209277,47,2781
3_3_2,Adv,209.51168224299064,192.0,209.51168224299064,47,2996
3_3_2,Ele,199.80958181079984,187.0,199.80958181079984,47,2463
3_3_3,Adv,199.92994310099573,185.5,199.92994310099573,47,2812
3_3_3,Ele,208.96043601130398,195.0,208.96043601130398,47,2477
3_3_4,Adv,195.6875255623722,184.0,195.6875255623722,47,2445
3_3_4,Ele,206.4362886597938,192.0,206.4362886597938,47,2425
3_3_5,Adv,213.0558412931668,197.0,213.0558412931668,47,2722
3_3_5,Ele,194.94288346384155,184.0,194.94288346384155,47,2171
3_4_1,Adv,201.89367481567714,186.0,201.89367481567714,47,2577
3_4_1,Ele,200.42458400429416,187.0,200.42458400429416,47,1863
3_4_2,Adv,211.73254040866118,194.0,211.73254040866118,47,3279
3_4_2,Ele,198.78931998331248,186.0,198.78931998331248,47,2397
3_4_3,Adv,213.96961837717674,193.0,213.96961837717674,47,2699
3_4_3,Ele,203.5687973997833,186.0,203.5687973997833,47,1846
3_4_4,Adv,212.25249470819475,196.0,212.25249470819475,47,3307
3_4_4,Ele,201.32799245994346,185.0,201.32799245994346,47,2122
3_4_5,Adv,205.20672601384769,193.0,205.20672601384769,47,2022
3_4_5,Ele,196.53899809765377,182.0,196.53899809765377,47,1577
3_5_1,Adv,204.35776201733648,190.0,204.35776201733648,47,2538
3_5_1,Ele,211.88594969644407,196.0,211.88594969644407,47,2306
3_5_2,Adv,200.32559774964838,186.0,200.32559774964838,47,2844
3_5_2,Ele,208.11004942339375,192.0,208.11004942339375,47,3035
3_5_3,Adv,211.00191296030607,194.0,211.00191296030607,47,2091
3_5_3,Ele,200.09403254972875,184.0,200.09403254972875,47,1659
3_5_4,Adv,199.9889355207936,185.0,199.9889355207936,47,2621
3_5_4,Ele,201.97867914716588,190.0,201.97867914716588,47,1923
3_6_1,Adv,197.36062452399085,183.0,197.36062452399085,47,2626
3_6_1,Ele,209.57254361799815,191.0,209.57254361799815,47,2178
3_6_2,Adv,204.29120111731842,187.0,204.29120111731842,47,1432
3_6_2,Ele,198.25858444288718,185.0,198.25858444288718,47,1427
3_6_3,Adv,205.8088772845953,191.0,205.8088772845953,47,1915
3_6_3,Ele,210.7336989640463,192.0,210.7336989640463,47,1641
3_6_4,Adv,210.07008547008547,194.0,210.07008547008547,47,2340
3_6_4,Ele,201.01745771958537,186.0,201.01745771958537,47,1833
3_6_5,Adv,196.67244628722202,184.0,196.67244628722202,47,2653
3_6_5,Ele,203.48543689320388,190.0,203.48543689320388,47,2163
3_6_6,Adv,206.39000340020402,192.0,206.39000340020402,47,2941
3_6_6,Ele,197.87052023121387,183.0,197.87052023121387,47,2595
3_6_7,Adv,203.5077519379845,187.0,203.5077519379845,47,1548
3_6_7,Ele,204.8556701030928,188.0,204.8556701030928,47,1552
3_7_1,Adv,215.5364077669903,198.0,215.5364077669903,47,2884
3_7_1,Ele,208.48949362728212,188.0,208.48949362728212,47,2903
3_7_2,Adv,208.8904888215233,197.0,208.8904888215233,47,2639
3_7_2,Ele,202.39069767441862,191.0,202.39069767441862,47,2150
3_7_3,Adv,209.74790198053037,195.0,209.74790198053037,47,2979
3_7_3,Ele,204.01099303774276,187.0,204.01099303774276,47,2729
3_7_4,Adv,204.81799016163035,189.0,204.81799016163035,47,2846
3_7_4,Ele,213.8688906128782,194.0,213.8688906128782,47,2578
3_7_5,Adv,201.43797856049005,186.0,201.43797856049005,47,2612
3_7_5,Ele,211.8766447368421,194.0,211.8766447368421,47,2432
3_7_6,Adv,206.58677685950414,193.0,206.58677685950414,47,2541
3_7_6,Ele,201.38751238850347,187.0,201.38751238850347,47,2018
3_7_7,Adv,201.7227088948787,188.0,201.7227088948787,47,2968
3_7_7,Ele,203.91409861325116,191.0,203.91409861325116,47,2596
3_8_1,Adv,196.69253401986023,183.0,196.69253401986023,46,2719
3_8_1,Ele,204.96077621800166,190.0,204.96077621800166,47,2422
3_8_2,Adv,199.75679542203147,186.0,199.75679542203147,47,2097
3_8_2,Ele,204.10638297872342,193.0,204.10638297872342,47,1739
3_8_3,Adv,203.23716075156577,186.0,203.23716075156577,47,2395
3_8_3,Ele,194.62410256410257,182.0,194.62410256410257,47,1950
3_8_4,Adv,205.53438701409655,188.0,205.53438701409655,47,2341
3_8_4,Ele,194.41772823779192,182.0,194.41772823779192,47,1884
3_8_5,Adv,204.3270311701584,189.0,204.3270311701584,47,1957
3_8_5,Ele,209.20857558139534,191.0,209.20857558139534,47,1376
3_8_6,Adv,195.12196180555554,182.0,195.12196180555554,47,2304
3_8_6,Ele,202.6231071228267,187.0,202.6231071228267,47,1783
3_9_1,Adv,213.6547212741752,196.5,213.6547212741752,47,1758
3_9_1,Ele,195.05036496350365,184.0,195.05036496350365,47,1370
3_9_2,Adv,209.4766969033469,192.0,209.4766969033469,47,3197
3_9_2,Ele,203.02667213787444,187.0,203.02667213787444,47,2437
3_9_3,Adv,202.18304626815265,190.0,202.18304626815265,47,2961
3_9_3,Ele,192.70682905611136,183.0,192.70682905611136,47,2299
3_9_4,Adv,197.36810384793694,184.0,197.36810384793694,47,2157
3_9_4,Ele,204.25641025641025,192.0,204.25641025641025,47,1521
