text_id,level,reading_regime,sum_TF,Sacc_RT,PARAGRAPH_RT,n_words,TF_per_word,SaccT_per_word,P_RT_per_word,words_per_sec_based_TF,words_per_sec_based_SaccT,words_per_sec_based_P_RT
1_10_1,Adv,Gathering0,30015.881355932204,5566.474576271186,35582.35593220339,98,306.2845036319613,56.800760982359044,363.0852646143203,3.264938278436782,17.605397933146985,2.75417401216276
1_10_1,Ele,Gathering0,19392.96551724138,4069.0689655172414,23462.03448275862,73,265.6570618800189,55.740670760510156,321.39773264052906,3.7642515238372964,17.940221858766304,3.1114096287619475
1_10_2,Adv,Gathering0,26894.53448275862,5762.1551724137935,32656.689655172413,89,302.18578070515304,64.74331654397521,366.92909724912823,3.309222550665659,15.4456097305546,2.7253221603220124
1_10_2,Ele,Gathering0,27049.98305084746,5537.389830508475,32587.372881355932,91,297.2525609983237,60.85043769789533,358.102998696219,3.3641425885162994,16.433735529803553,2.7924926728924326
1_10_3,Adv,Gathering0,38593.28813559322,7507.1016949152545,46100.38983050847,109,354.0668636292956,68.87249261390141,422.939356243197,2.8243252976279356,14.519584845084541,2.3644051688227936
1_10_3,Ele,Gathering0,18994.655172413793,4075.4137931034484,23070.068965517243,73,260.20075578649033,55.827586206896555,316.0283419933869,3.8431863772930677,17.912291537986412,3.164273158832462
1_10_4,Adv,Gathering0,47085.40677966102,10217.457627118643,57302.86440677966,165,285.36610169491524,61.92398561890087,347.2900873138161,3.5042704584060913,16.14883134548712,2.879437209782455
1_10_4,Ele,Gathering0,36347.60344827586,7384.775862068966,43732.379310344826,132,275.360632183908,55.945271682340646,331.3059038662487,3.6316011917495863,17.874611561063418,3.018358527059963
1_10_5,Adv,Gathering0,41591.0,8435.864406779661,50026.86440677966,119,349.5042016806723,70.88961686369463,420.3938185443669,2.861195931812171,14.106438209742102,2.3787219409232665
1_10_5,Ele,Gathering0,25274.068965517243,5464.379310344828,30738.44827586207,88,287.205329153605,62.09521943573668,349.3005485893417,3.4818295431599515,16.104299317839043,2.862864098091237
1_10_6,Adv,Gathering0,37881.10344827586,8074.120689655172,45955.224137931036,128,295.9461206896552,63.07906788793103,359.0251885775862,3.3789934386355855,15.853119481356996,2.7853198934645156
1_10_6,Ele,Gathering0,25461.13559322034,5509.966101694915,30971.101694915254,90,282.9015065913371,61.22184557438794,344.12335216572507,3.534799132210141,16.334038783344816,2.9059347286562924
1_10_7,Adv,Gathering0,32919.34482758621,7186.1551724137935,40105.5,135,243.8469987228608,53.23077905491699,297.0777777777778,4.100932163354321,18.78612370050648,3.3661218536111006
1_10_7,Ele,Gathering0,27840.322033898305,5901.118644067797,33741.4406779661,104,267.6954041720991,56.74152542372882,324.4369295958279,3.7355889731939835,17.623777163766707,3.082263172832281
1_1_1,Adv,Gathering0,33551.8275862069,6970.5,40522.3275862069,112,299.5698891625616,62.236607142857146,361.80649630541876,3.3381192041545606,16.06771393730722,2.7639083604398595
1_1_1,Ele,Gathering0,24955.98305084746,4905.796610169492,29861.77966101695,104,239.96137548891787,47.17112125162973,287.1324967405476,4.167337339030143,21.199411281016573,3.482712724445113
1_1_2,Adv,Gathering0,29418.931034482757,6157.206896551724,35576.137931034486,113,260.3445224290509,54.48855660665242,314.8330790357034,3.8410641048632774,18.35247733242234,3.1762863135693427
1_1_2,Ele,Gathering0,20932.610169491527,4587.864406779661,25520.474576271186,85,246.26600199401796,53.97487537387837,300.2408773678963,4.060649833525503,18.527138656145173,3.3306590653699124
1_1_3,Adv,Gathering0,25473.474576271186,5060.932203389831,30534.406779661018,86,296.20319274733936,58.84804887662594,355.0512416239653,3.376060840954532,16.99291682714044,2.8164948682508752
1_1_3,Ele,Gathering0,16456.5,3590.810344827586,20047.310344827587,63,261.2142857142857,56.99698960043787,318.2112753147236,3.828274541974296,17.54478625994517,3.1425662054588113
1_1_4,Adv,Gathering0,29561.86440677966,6206.271186440678,35768.13559322034,91,324.8556528217545,68.20078226857888,393.05643509033337,3.0782902846658833,14.662588415216975,2.54416391826832
1_1_4,Ele,Gathering0,20323.775862068964,4314.120689655172,24637.896551724138,66,307.9359979101358,65.36546499477534,373.3014629049112,3.247428059033967,15.298598427777268,2.6788001102870687
1_1_5,Adv,Gathering0,18419.28813559322,3749.9830508474574,22169.271186440677,74,248.9092991296381,50.67544663307375,299.58474576271186,4.017527683765544,19.73342252394361,3.3379536646770953
1_1_5,Ele,Gathering0,14790.068965517241,3422.1206896551726,18212.189655172413,54,273.89016602809704,63.372605363984675,337.26277139208173,3.651098593650912,15.77968894061456,2.9650470933166213
1_1_6,Adv,Gathering0,37546.120689655174,7867.413793103448,45413.53448275862,121,310.29851809632373,65.01994870333428,375.31846679965804,3.2227031122642265,15.379895246652493,2.664403935481789
1_1_6,Ele,Gathering0,20990.98305084746,4259.474576271186,25250.457627118645,77,272.6101694915254,55.31785163988554,327.92802113141096,3.668241730912708,18.077347011050144,3.0494496827377517
1_1_7,Adv,Gathering0,37153.69491525424,7624.71186440678,44778.40677966102,134,277.26637996458385,56.900834809005815,334.1672147735897,3.6066399400018616,17.574434599362466,2.992513794860265
1_1_7,Ele,Gathering0,21028.91379310345,4744.948275862069,25773.862068965518,86,244.52225340817964,55.17381716118685,299.6960705693665,4.089607330465361,18.124538983383417,3.336713751702473
1_2_1,Adv,Gathering0,36882.64406779661,8255.338983050848,45137.983050847455,130,283.71264667535854,63.5026075619296,347.2152542372881,3.524693071381698,15.747384845965117,2.8800577964140843
1_2_1,Ele,Gathering0,28092.879310344826,6064.1551724137935,34157.03448275862,100,280.92879310344824,60.64155172413793,341.5703448275862,3.5596208881008624,16.490343198159902,2.9276546255933544
1_2_2,Adv,Gathering0,36499.220338983054,8327.28813559322,44826.50847457627,125,291.9937627118644,66.61830508474576,358.6120677966102,3.4247306884660644,15.010889255256357,2.7885285794876213
1_2_2,Ele,Gathering0,34767.53448275862,7658.931034482759,42426.46551724138,126,275.93281335522715,60.78516694033936,336.71798029556646,3.624070612843829,16.45138197911836,2.9698443757657778
1_2_3,Adv,Gathering0,40754.137931034486,8476.948275862069,49231.08620689655,138,295.31984007996004,61.42716141929036,356.74700149925036,3.3861592222494856,16.279443439917177,2.8031069519784073
1_2_3,Ele,Gathering0,23845.98305084746,4941.610169491525,28787.593220338982,81,294.3948524795983,61.007532956685495,355.40238543628374,3.396798522723153,16.391418428769875,2.813712121747363
1_2_4,Adv,Gathering0,36672.60344827586,7975.5,44648.10344827586,143,256.4517723655655,55.77272727272727,312.22449963829274,3.899368644543916,17.929910350448246,3.2028236130043752
1_2_4,Ele,Gathering0,25080.474576271186,5564.813559322034,30645.28813559322,100,250.80474576271186,55.64813559322034,306.45288135593216,3.9871653822137283,17.97005397107735,3.263144388055343
