l1_or_l2,batch,text_level,preview,version,measure,n_raters,n_items,kendalls_w,kendalls_w_pvalue,avg_spearmans_rho,avg_kendalls_tau,avg_pearson_r
L1_and_L2,1,paragraph,Hunting,V0,TF,51,54,0.1505190970882686,0.0,0.13352947903003395,0.09143037228867786,0.13193713417377365
L1_and_L2,1,paragraph,Hunting,V1,TF,52,54,0.18048673629225154,0.0,0.16441784876857016,0.11258462423834233,0.16921738989175986
L1_and_L2,1,paragraph,Hunting,V0,RR,51,54,0.1385229779606398,0.0,0.12130643532860502,0.08325992828636483,0.13739694244423173
L1_and_L2,1,paragraph,Hunting,V1,RR,52,54,0.15207120326859078,0.0,0.135454511797356,0.09260366826177203,0.14323664197423408
L1_and_L2,1,paragraph,Hunting,V0,SR,51,54,0.13179477450984056,0.0,0.11444564004416803,0.07819000846703253,0.10554725649502911
L1_and_L2,1,paragraph,Hunting,V1,SR,52,54,0.1470701206550263,0.0,0.1303569505562945,0.08893496083478974,0.12700815262579596
L1_and_L2,1,sentence,Gathering,V0,TF,60,253,0.2374760770991176,0.0,0.224032971039297,0.1518331980928676,0.20472363122778608
L1_and_L2,1,sentence,Gathering,V1,TF,60,252,0.25712295116386974,0.0,0.2527053262055226,0.17144701179022742,0.21622992641399272
L1_and_L2,1,sentence,Gathering,V0,RR,60,253,0.15159187745477296,0.0,0.13183617918605073,0.09121764534598274,0.1326573987527644
L1_and_L2,1,sentence,Gathering,V1,RR,60,252,0.16689510206592031,0.0,0.1398688182737967,0.0973631403120145,0.13858739172642387
L1_and_L2,1,sentence,Gathering,V0,SR,60,253,0.21110197770074524,0.0,0.1980940226612139,0.1373838140934931,0.19612762802693617
L1_and_L2,1,sentence,Gathering,V1,SR,60,252,0.20577609558836824,0.0,0.19256609677824868,0.13336422824699903,0.18934515703699675
L1_and_L2,1,sentence,Hunting,V0,TF,51,253,0.1687020877944094,0.0,0.15705796276922748,0.10626443821559697,0.14641682699778932
L1_and_L2,1,sentence,Hunting,V1,TF,52,252,0.1782390653590033,0.0,0.18049210701463378,0.12225619751950352,0.16794062081688535
L1_and_L2,1,sentence,Hunting,V0,RR,51,253,0.12851196478515214,0.0,0.1325739023299638,0.0928911734739233,0.14129423471178248
L1_and_L2,1,sentence,Hunting,V1,RR,52,252,0.1670822949943829,0.0,0.13547015450706637,0.09412595181523926,0.13049106768754085
L1_and_L2,1,sentence,Hunting,V0,SR,51,253,0.1724161123914017,0.0,0.1560702973396646,0.10737000068408638,0.15276417584148666
L1_and_L2,1,sentence,Hunting,V1,SR,52,252,0.17278714916466587,0.0,0.15685053578031627,0.10809015194869437,0.15084413348193978
L1_and_L2,2,paragraph,Gathering,V0,TF,53,54,0.27890198559274376,0.0,0.26503471608491186,0.18442044750339515,0.28463940633262036
L1_and_L2,2,paragraph,Gathering,V1,TF,53,54,0.21485567741738942,0.0,0.19975674813695463,0.13748340448233648,0.19263437660553323
L1_and_L2,2,paragraph,Gathering,V0,RR,53,54,0.17171867794327947,0.0,0.15579826523693108,0.107776808092156,0.18014158011464917
L1_and_L2,2,paragraph,Gathering,V1,RR,53,54,0.15812899035425013,0.0,0.1419469749816085,0.09672767775853318,0.14552890020751885
L1_and_L2,2,paragraph,Gathering,V0,SR,53,54,0.24085168808934065,0.0,0.22627026491801613,0.1565653463500142,0.25611172392716186
L1_and_L2,2,paragraph,Gathering,V1,SR,53,54,0.21183129751948307,0.0,0.1966887239511807,0.13507359783977294,0.20127107300601219
