text_id,level,mean_GD,median_GD,mean_nonzero_GD,n_subjects,n_rows
1_10_1,Adv,176.42944676316492,167.0,254.55118513773223,114,11261
1_10_1,Ele,165.2522230233117,162.0,236.90422049956933,114,8322
1_10_2,Adv,174.49004533806425,169.0,244.25717439293598,114,10146
1_10_2,Ele,171.70185078079814,167.0,241.98274690938732,114,10374
1_10_3,Adv,185.4534846290037,171.0,256.44836412196753,114,12426
1_10_3,Ele,158.5183850036049,158.0,234.14802981895633,114,8322
1_10_4,Adv,176.07718513786864,164.0,256.5965402218602,114,18786
1_10_4,Ele,164.67437533227007,160.0,243.20541760722347,114,15048
1_10_5,Adv,187.62251216275985,173.0,259.4848608420838,114,13566
1_10_5,Ele,169.2020534290271,166.0,241.01022291637088,114,10032
1_10_6,Adv,171.62266995614036,164.0,246.58507286333202,114,14592
1_10_6,Ele,170.54083820662768,161.0,254.43492802093937,114,10260
1_10_7,Adv,154.12826510721248,153.0,235.83555378802944,114,15390
1_10_7,Ele,160.30836707152497,156.0,242.2401223553403,114,11856
1_1_1,Adv,178.33270676691728,167.0,257.69035762788593,114,12768
1_1_1,Ele,164.46524966261808,159.0,247.88965166539538,114,11856
1_1_2,Adv,163.14594007141747,156.0,250.6136417839256,114,12882
1_1_2,Ele,161.5359133126935,156.0,245.57310950737372,114,9690
1_1_3,Adv,174.4016727866177,162.0,255.54237034822896,114,9804
1_1_3,Ele,157.4040657198552,157.0,236.69932998324958,114,7182
1_1_4,Adv,177.50800077115866,168.0,253.0531812560121,114,10374
1_1_4,Ele,165.90350877192984,162.0,237.99008579599618,114,7524
1_1_5,Adv,156.7201169590643,151.0,246.4968727005151,114,8550
1_1_5,Ele,160.32212475633528,158.0,233.26471283384544,114,6156
1_1_6,Adv,171.18058576192547,163.0,247.4861125668169,114,13794
1_1_6,Ele,165.56071998177262,163.0,242.09428619023822,114,8778
1_1_7,Adv,162.57194291699398,161.0,240.2950169327528,114,15276
1_1_7,Ele,156.73959608323133,158.0,233.43080662312016,114,9804
1_2_1,Adv,182.1458839406208,171.0,259.88273803793203,114,14820
1_2_1,Ele,176.80315789473684,169.0,249.9139491630502,114,11400
1_2_2,Adv,181.3698947368421,167.0,258.21970226795884,114,14250
1_2_2,Ele,169.89390142021722,165.0,243.5241991817184,114,14364
1_2_3,Adv,166.5534579201627,161.0,246.14551432597463,114,15732
1_2_3,Ele,180.46101364522417,171.0,249.94405279736014,114,9234
1_2_4,Adv,157.1748865169918,155.0,238.75,114,16302
1_2_4,Ele,154.76271929824563,152.0,238.54718766901027,114,11400
1_2_5,Adv,165.09549961861174,162.0,241.21274935918868,114,13110
1_2_5,Ele,164.35425914183048,160.0,237.56798044607393,114,9462
1_2_6,Adv,190.4954176485991,176.0,265.07633448715615,114,7638
1_2_6,Ele,160.37673926194796,159.0,240.1836919592299,114,6612
1_3_1,Adv,175.6420836040719,162.0,260.79417912847725,114,9234
