text_id,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_10_1,Adv,276.54699030852674,194.0,399.2201257861635,114,11247
1_10_1,Ele,241.22162097162098,184.0,345.9215381962407,114,8316
1_10_2,Adv,276.3770847725254,204.0,387.0807187284036,114,10133
1_10_2,Ele,267.32931533269044,197.0,376.811879842327,114,10370
1_10_3,Adv,317.02168655272493,217.0,438.6810575635877,114,12404
1_10_3,Ele,235.6295673076923,178.0,348.08913352272725,114,8320
1_10_4,Adv,260.0994404476419,189.0,379.2358974358974,114,18765
1_10_4,Ele,241.5496574203419,182.0,356.9113426380971,114,15033
1_10_5,Adv,322.4158913011372,216.0,446.20909555442,114,13542
1_10_5,Ele,267.63888334995016,196.0,381.2552194290584,114,10030
1_10_6,Adv,269.8135372376903,197.0,387.7805046323674,114,14582
1_10_6,Ele,262.26836406204274,183.0,391.4550087361677,114,10251
1_10_7,Adv,220.9163470913227,172.0,338.08793395006467,114,15385
1_10_7,Ele,232.52536507132606,174.0,351.5028709965548,114,11847
1_1_1,Adv,275.4875274552871,194.0,398.35696460980034,114,12748
1_1_1,Ele,230.14173560695593,175.0,347.0288951120163,114,11846
1_1_2,Adv,236.84876495261767,173.0,363.95213654810215,114,12874
1_1_2,Ele,224.95231213872833,170.0,342.01789077212806,114,9688
1_1_3,Adv,267.2202022265346,187.0,391.7869122491764,114,9791
1_1_3,Ele,237.49818891056003,175.0,357.242665549036,114,7178
1_1_4,Adv,284.59432596738395,199.0,405.89746765758326,114,10363
1_1_4,Ele,270.632167087934,191.0,388.3814432989691,114,7517
1_1_5,Adv,227.78446056634684,165.5,358.3663475699558,114,8546
1_1_5,Ele,246.0509025857863,180.0,358.1834753787879,114,6149
1_1_6,Adv,278.9110126398373,193.0,403.6044360348996,114,13766
1_1_6,Ele,247.1899008320985,183.0,361.553351117039,114,8773
1_1_7,Adv,261.121021611002,184.0,386.03136799302933,114,15270
1_1_7,Ele,230.09806122448978,176.0,342.7513299893601,114,9800
1_2_1,Adv,265.5770710958072,196.0,379.0192715359414,114,14811
1_2_1,Ele,249.63683470929212,192.0,353.044963358589,114,11386
1_2_2,Adv,271.38760887889856,197.0,386.5406703351676,114,14236
1_2_2,Ele,256.4764591168686,192.0,367.69735396904645,114,14358
1_2_3,Adv,261.1630289532294,189.0,386.16644712081296,114,15715
1_2_3,Ele,289.8370731707317,210.0,401.5841093421448,114,9225
1_2_4,Adv,233.22795065365494,177.0,354.3768534924928,114,16293
1_2_4,Ele,240.0797718297499,170.0,370.14057637667435,114,11395
1_2_5,Adv,251.83290056514434,187.0,368.147817349559,114,13094
1_2_5,Ele,252.65450507614213,185.5,365.3059633027523,114,9456
1_2_6,Adv,325.2979784720399,218.5,453.12122874382885,114,7618
1_2_6,Ele,235.14060844558801,179.0,352.2843537414966,114,6607
1_3_1,Adv,267.64305088423566,184.0,397.75330538535957,114,9217
1_3_1,Ele,213.03846153846155,166.0,329.8377823408624,114,9802
1_3_2,Adv,300.1713625866051,216.0,412.0278966555714,114,8660
1_3_2,Ele,286.6489735278228,202.0,402.1123531640773,114,7404
1_3_3,Adv,266.6059451850625,186.0,390.1369199079123,114,12077
1_3_3,Ele,218.93059791146845,166.0,342.84341534008684,114,10821
1_3_4,Adv,247.97644955697186,183.0,373.72203350122993,114,12866
1_3_4,Ele,235.8946549616624,170.0,361.57656276613864,114,8999
1_3_5,Adv,267.6335986824046,190.0,394.1898601115873,114,18215
1_3_5,Ele,241.953544609902,176.0,366.78159367161874,114,7857
1_4_1,Adv,257.2918554599003,186.0,378.12094223406024,114,17656
1_4_1,Ele,251.35031890816816,185.0,371.77307770338814,114,14581
1_4_2,Adv,256.85892162312393,187.0,378.54444171377077,114,17990
1_4_2,Ele,226.80478087649402,173.0,343.78109077184376,114,16064
1_4_3,Adv,311.06115675047715,210.0,437.307279514699,114,12051
1_4_3,Ele,262.6347100363792,189.0,381.85812072184194,114,9346
1_4_4,Adv,283.61313304246977,198.0,410.4038200271717,114,18107
1_4_4,Ele,275.7388139584671,200.0,398.0148331273177,114,14013
1_4_5,Adv,274.9643783675913,199.0,392.213635069741,114,10022
1_4_5,Ele,275.0894607843137,191.0,391.8074181818182,114,9792
1_5_1,Adv,249.8158311989267,174.0,381.6359232345817,114,8199
1_5_1,Ele,210.30097951914516,167.0,327.68602576808723,114,7861
1_5_2,Adv,240.02652746876603,174.0,365.29128320889043,114,17529
1_5_2,Ele,224.01159211474229,172.0,340.3754602448005,114,15269
1_5_3,Adv,304.26894865525674,223.0,410.62817075685706,114,13088
1_5_3,Ele,292.51463463867583,202.0,409.29741561926284,114,9908
1_5_4,Adv,286.5603345956028,203.0,407.53251346354796,114,17693
1_5_4,Ele,265.6649114408808,196.0,381.64401146131803,114,12534
1_5_5,Adv,325.60494362532523,216.5,458.81148793156126,114,9224
1_5_5,Ele,322.526172503403,222.0,441.9013224821974,114,8081
1_6_1,Adv,282.76604660670483,190.0,413.1078094669255,114,9784
1_6_1,Ele,250.9185996254142,182.0,368.1306277742549,114,6941
1_6_2,Adv,283.70817929759704,196.0,407.5303684035845,114,12984
1_6_2,Ele,269.3452126786008,188.0,390.9518474374255,114,12178
1_6_3,Adv,306.16385372714484,203.0,431.3213622291022,114,11376
1_6_3,Ele,281.1526393685249,201.0,395.596556990143,114,10135
1_6_4,Adv,241.3848384424192,173.0,366.47987421383647,114,12070
1_6_4,Ele,231.58016040523427,170.0,359.51074705111404,114,11845
1_7_1,Adv,204.1778354978355,161.0,326.5375242315148,114,17325
1_7_1,Ele,204.10887783160928,165.0,316.66419502285424,114,15274
1_7_2,Adv,212.9399476096922,167.0,329.5088163761654,114,15270
1_7_2,Ele,229.47184201566225,170.0,352.74719983251333,113,14685
1_7_3,Adv,264.13163356062853,188.0,383.25561386905275,114,16865
1_7_3,Ele,230.69364078021897,179.0,343.5740820734341,114,13791
1_7_4,Adv,226.5924592009004,163.0,362.4255625562556,114,17770
1_7_4,Ele,202.88226820324778,162.0,322.5838625715773,114,15272
1_8_1,Adv,214.2761316872428,164.0,332.2145895363675,114,14580
1_8_1,Ele,198.67844083662425,157.0,313.6014082881219,114,13674
1_8_2,Adv,305.68956860672523,206.0,428.1294411547002,114,15137
1_8_2,Ele,290.07701449964344,195.0,409.9733482642777,114,12621
1_8_3,Adv,247.47167348875837,178.0,373.56765469687474,114,16857
1_8_3,Ele,233.69189511323003,175.0,355.0339520144862,114,13424
1_8_4,Adv,267.27411420387324,186.0,394.8261429491307,114,16059
1_8_4,Ele,231.49847250509166,174.0,351.5322315647048,114,15712
1_8_5,Adv,295.29721802506447,201.0,419.01740446462355,114,11251
1_8_5,Ele,286.2445657993361,195.0,405.8970543577285,114,9339
1_9_1,Adv,230.34101566397285,176.0,344.0697466467958,114,10023
1_9_1,Ele,222.656802507837,176.0,328.0413818584888,114,7975
1_9_2,Adv,282.1162698726568,195.0,405.363791339925,114,12643
1_9_2,Ele,272.49153468050247,196.0,385.42448821938973,114,10986
1_9_3,Adv,284.1113041320263,188.0,408.86660714285716,114,8059
1_9_3,Ele,239.90620272314675,173.0,360.6504434841938,114,6610
1_9_4,Adv,295.99082840236684,204.0,414.03600496620226,114,10140
1_9_4,Ele,281.79758919961426,198.0,397.63790991971695,114,10370
1_9_5,Adv,242.6977407326168,182.0,359.74607131245256,114,13677
1_9_5,Ele,269.6062770816255,194.0,384.91355960541716,114,8539
1_9_6,Adv,227.70522117476432,175.0,344.75790513833994,114,13790
1_9_6,Ele,227.93022260273972,174.0,343.8826695371367,114,14016
