text_id,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_10_1,Adv,218.6072721006376,202.0,218.6072721006376,114,5803
1_10_1,Ele,206.4433520599251,194.0,206.4433520599251,114,4272
1_10_2,Adv,214.98392959632676,198.0,214.98392959632676,114,5227
1_10_2,Ele,216.61138996138996,198.0,216.61138996138996,114,5180
1_10_3,Adv,221.98185030517186,202.0,221.98185030517186,114,6226
1_10_3,Ele,207.8855633802817,194.0,207.8855633802817,114,3976
1_10_4,Adv,219.3644704841919,201.0,219.3644704841919,114,9046
1_10_4,Ele,214.21496355384403,197.0,214.21496355384403,114,7271
1_10_5,Adv,221.1516713297011,202.0,221.1516713297011,114,6791
1_10_5,Ele,212.18896713615024,196.5,212.18896713615024,114,5112
1_10_6,Adv,214.67393174648694,198.0,214.67393174648694,114,6974
1_10_6,Ele,221.24198075380914,199.0,221.24198075380914,114,4988
1_10_7,Adv,212.6902181765641,195.0,212.6902181765641,114,6921
1_10_7,Ele,213.52509860164935,198.0,213.52509860164935,114,5578
1_1_1,Adv,215.88131313131314,199.0,215.88131313131314,114,6336
1_1_1,Ele,213.23013839056892,196.0,213.23013839056892,114,5853
1_1_2,Adv,213.41225219369517,197.0,213.41225219369517,114,6154
1_1_2,Ele,212.11783854166666,195.0,212.11783854166666,114,4608
1_1_3,Adv,217.94012474012473,199.0,217.94012474012473,114,4810
1_1_3,Ele,210.23375886524823,195.0,210.23375886524823,114,3525
1_1_4,Adv,217.42001141335362,203.0,217.42001141335362,114,5257
1_1_4,Ele,206.92184631523733,193.0,206.92184631523733,114,3813
1_1_5,Adv,211.78403990024938,195.0,211.78403990024938,114,4010
1_1_5,Ele,204.30442978322338,191.0,204.30442978322338,114,3183
1_1_6,Adv,212.90282583621683,197.0,212.90282583621683,114,6936
1_1_6,Ele,212.4794398755279,195.0,212.4794398755279,114,4499
1_1_7,Adv,215.30252687421472,198.0,215.30252687421472,114,7163
1_1_7,Ele,208.85125713078386,194.0,208.85125713078386,114,4733
1_2_1,Adv,217.38567708333332,200.0,217.38567708333332,114,7680
1_2_1,Ele,212.83751846381094,199.0,212.83751846381094,114,6093
1_2_2,Adv,215.9510617353396,200.0,215.9510617353396,114,7111
1_2_2,Ele,210.9938566552901,196.0,210.9938566552901,114,7325
1_2_3,Adv,213.07576773501407,197.0,213.07576773501407,114,7457
1_2_3,Ele,220.37099494097808,199.0,220.37099494097808,114,4744
1_2_4,Adv,208.50484166448572,194.0,208.50484166448572,114,7642
1_2_4,Ele,209.71001377139484,194.0,209.71001377139484,114,5083
1_2_5,Adv,211.23094477407577,195.0,211.23094477407577,114,6573
1_2_5,Ele,213.30838189152846,196.0,213.30838189152846,114,4462
1_2_6,Adv,219.4331099528419,202.0,219.4331099528419,114,4029
1_2_6,Ele,209.90349781386632,196.0,209.90349781386632,114,3202
1_3_1,Adv,220.24524546660768,202.0,220.24524546660768,114,4522
1_3_1,Ele,211.48812095032397,196.0,211.48812095032397,114,4630
1_3_2,Adv,217.47560458209588,203.0,217.47560458209588,114,4714
1_3_2,Ele,220.3530661003451,203.0,220.3530661003451,114,3767
1_3_3,Adv,215.71645437096493,200.0,215.71645437096493,114,5731
1_3_3,Ele,211.95010677538343,196.0,211.95010677538343,114,5151
1_3_4,Adv,217.27426294820717,200.0,217.27426294820717,114,6275
1_3_4,Ele,209.37339362208473,195.0,209.37339362208473,114,4202
1_3_5,Adv,215.55830801589155,199.0,215.55830801589155,114,8558
1_3_5,Ele,214.5980603448276,198.0,214.5980603448276,114,3712
1_4_1,Adv,211.30642840009594,197.0,211.30642840009594,114,8338
1_4_1,Ele,213.38859205776174,198.0,213.38859205776174,114,6925
1_4_2,Adv,214.68322770484383,199.0,214.68322770484383,114,8836
1_4_2,Ele,213.6272702991453,198.0,213.6272702991453,114,7488
1_4_3,Adv,219.4729485282026,203.0,219.4729485282026,114,6081
1_4_3,Ele,211.7802292883409,197.0,211.7802292883409,114,4623
1_4_4,Adv,216.25292656970558,197.0,216.25292656970558,114,8457
1_4_4,Ele,211.2922508088122,195.0,211.2922508088122,114,6491
1_4_5,Adv,211.32775168470494,197.0,211.32775168470494,114,4897
1_4_5,Ele,215.7895072217502,198.0,215.7895072217502,114,4708
1_5_1,Adv,215.23442581936453,199.0,215.23442581936453,114,3997
1_5_1,Ele,209.90318438623524,195.0,209.90318438623524,114,3894
1_5_2,Adv,215.81812681510164,199.0,215.81812681510164,114,8264
1_5_2,Ele,210.2738724095896,195.0,210.2738724095896,114,7383
1_5_3,Adv,216.87819110138585,201.0,216.87819110138585,114,6855
1_5_3,Ele,217.15097276264592,198.0,217.15097276264592,114,5140
1_5_4,Adv,220.19014836795253,202.0,220.19014836795253,114,8425
1_5_4,Ele,214.38754985260968,198.0,214.38754985260968,114,5767
1_5_5,Adv,216.14188883868053,200.0,216.14188883868053,114,4426
1_5_5,Ele,217.8885549132948,199.0,217.8885549132948,114,4325
1_6_1,Adv,217.1725707500495,200.0,217.1725707500495,114,5053
1_6_1,Ele,212.2789079229122,195.0,212.2789079229122,114,3736
1_6_2,Adv,215.44362232588065,198.0,215.44362232588065,114,6217
1_6_2,Ele,215.14712041884817,197.0,215.14712041884817,114,5730
1_6_3,Adv,220.62145328719723,199.0,220.62145328719723,114,5780
1_6_3,Ele,214.5013049588436,197.0,214.5013049588436,114,4981
1_6_4,Adv,213.79509035117627,198.0,213.79509035117627,114,5866
1_6_4,Ele,212.3557196839574,197.5,212.3557196839574,114,5822
1_7_1,Adv,213.1034398633813,198.0,213.1034398633813,114,8198
1_7_1,Ele,210.51028640580878,195.0,210.51028640580878,114,7437
1_7_2,Adv,212.69629523262492,199.0,212.69629523262492,114,6964
1_7_2,Ele,211.38892162639954,196.0,211.38892162639954,113,6788
1_7_3,Adv,215.19100988189925,197.0,215.19100988189925,114,8298
1_7_3,Ele,212.07784524365562,195.0,212.07784524365562,114,6423
1_7_4,Adv,212.7957862672928,195.0,212.7957862672928,114,7879
1_7_4,Ele,209.68479341189834,194.0,209.68479341189834,114,7043
1_8_1,Adv,206.5745269286754,193.0,206.5745269286754,114,6870
1_8_1,Ele,206.4340239912759,191.0,206.4340239912759,114,6419
1_8_2,Adv,216.17736572890027,200.0,216.17736572890027,114,7820
1_8_2,Ele,213.16335782398,195.0,213.16335782398,114,6397
1_8_3,Adv,211.7473091364205,195.0,211.7473091364205,114,7990
1_8_3,Ele,211.96516871404137,196.0,211.96516871404137,114,6431
1_8_4,Adv,217.98170731707316,198.0,217.98170731707316,114,7872
1_8_4,Ele,210.06071805702217,195.0,210.06071805702217,114,7576
1_8_5,Adv,214.16449132844627,198.0,214.16449132844627,114,5593
1_8_5,Ele,214.8599096191091,196.0,214.8599096191091,114,4647
1_9_1,Adv,207.1912389038981,191.0,207.1912389038981,114,5182
1_9_1,Ele,211.8164453761938,195.0,211.8164453761938,114,4293
1_9_2,Adv,215.17698826597132,198.0,215.17698826597132,114,6136
1_9_2,Ele,210.80369344413666,193.0,210.80369344413666,114,5415
1_9_3,Adv,212.40971718636692,195.0,212.40971718636692,114,4137
1_9_3,Ele,205.8624055415617,189.0,205.8624055415617,114,3176
1_9_4,Adv,209.69090544871796,195.0,209.69090544871796,114,4992
1_9_4,Ele,208.81070042883397,193.0,208.81070042883397,114,4897
1_9_5,Adv,212.10957478441867,195.0,212.10957478441867,114,6726
1_9_5,Ele,217.17887833559476,200.0,217.17887833559476,114,4422
1_9_6,Adv,213.8687905782878,197.0,213.8687905782878,114,6623
1_9_6,Ele,215.49854862119014,199.0,215.49854862119014,114,6890
2_10_1,Adv,212.53488759367195,193.0,212.53488759367195,104,6005
2_10_1,Ele,209.93679880329094,195.0,209.93679880329094,105,5348
2_10_2,Adv,213.04151061173533,194.0,213.04151061173533,104,6408
2_10_2,Ele,215.55828532700778,198.0,215.55828532700778,105,5902
2_10_3,Adv,216.16383123511397,198.0,216.16383123511397,105,5878
2_10_3,Ele,213.4394716088328,194.0,213.4394716088328,104,5072
2_10_4,Adv,220.65702371644514,202.0,220.65702371644514,105,7674
2_10_4,Ele,213.8278412911903,194.0,213.8278412911903,103,4461
2_1_1,Adv,220.27697358603194,204.0,220.27697358603194,105,6701
2_1_1,Ele,209.09256820319848,191.0,209.09256820319848,104,5315
2_1_2,Adv,218.98114403422596,199.0,218.98114403422596,105,6311
2_1_2,Ele,211.70129574903387,192.0,211.70129574903387,104,4399
2_1_3,Adv,208.26112996606108,192.0,208.26112996606108,104,5009
2_1_3,Ele,214.9614139233675,198.0,214.9614139233675,105,3706
2_1_4,Adv,208.09658935879946,192.0,208.09658935879946,104,7330
2_1_4,Ele,216.04663316582915,199.0,216.04663316582915,105,4975
2_1_5,Adv,213.4991116375481,196.0,213.4991116375481,104,6754
2_1_5,Ele,220.7874575223973,203.0,220.7874575223973,105,6474
2_1_6,Adv,219.332270001276,201.0,219.332270001276,105,7837
2_1_6,Ele,207.72084603658536,191.0,207.72084603658536,104,5248
2_2_1,Adv,211.02921719955899,192.0,211.02921719955899,104,5442
2_2_1,Ele,219.17517605633802,199.0,219.17517605633802,105,5680
2_2_2,Adv,212.872503617945,192.0,212.872503617945,104,6910
2_2_2,Ele,218.75488553880513,199.0,218.75488553880513,105,7164
2_2_3,Adv,214.5250050617534,194.0,214.5250050617534,104,4939
2_2_3,Ele,219.71796987827523,203.0,219.71796987827523,105,4847
2_2_4,Adv,232.51445578231292,211.0,232.51445578231292,105,3528
2_2_4,Ele,213.5490408975751,193.0,213.5490408975751,104,2763
2_2_5,Adv,219.64941711686097,200.0,219.64941711686097,104,7034
2_2_5,Ele,208.7993487993488,191.0,208.7993487993488,104,4914
2_2_6,Adv,216.87478146853147,196.0,216.87478146853147,105,4576
2_2_6,Ele,206.43748098570126,189.0,206.43748098570126,104,3287
2_3_1,Adv,208.50086874111514,193.0,208.50086874111514,104,6331
2_3_1,Ele,212.24689138576778,195.0,212.24689138576778,105,6675
2_3_2,Adv,208.7245543415756,191.0,208.7245543415756,104,6956
2_3_2,Ele,216.51438393341778,198.0,216.51438393341778,105,5527
2_3_3,Adv,213.9001404494382,196.5,213.9001404494382,105,7120
2_3_3,Ele,205.76167133520076,190.0,205.76167133520076,104,4284
2_3_4,Adv,212.90477662699027,196.0,212.90477662699027,104,6469
2_3_4,Ele,214.89811172305272,199.0,214.89811172305272,105,5084
2_4_1,Adv,216.50191226096737,198.0,216.50191226096737,105,4445
2_4_1,Ele,205.65797009226853,192.0,205.65797009226853,104,3143
2_4_2,Adv,222.11732081911262,201.0,222.11732081911262,105,4688
2_4_2,Ele,207.32696759259258,191.0,207.32696759259258,103,3456
2_4_3,Adv,215.89431500465983,198.0,215.89431500465983,105,5365
2_4_3,Ele,205.61035207567,191.0,205.61035207567,103,3806
2_4_4,Adv,214.8110296953336,196.5,214.8110296953336,105,5186
2_4_4,Ele,203.65046241403843,188.0,203.65046241403843,103,4217
2_4_5,Adv,209.6126667919564,190.0,209.6126667919564,103,5321
2_4_5,Ele,214.44991574611495,198.0,214.44991574611495,105,5341
2_4_6,Adv,209.66481264637002,191.0,209.66481264637002,103,3416
2_4_6,Ele,212.79696394686908,197.0,212.79696394686908,105,4216
2_4_7,Adv,223.4010998166972,203.0,223.4010998166972,105,6001
2_4_7,Ele,212.6512101910828,195.0,212.6512101910828,103,3925
2_5_1,Adv,210.06337135614703,194.0,210.06337135614703,104,6312
2_5_1,Ele,213.8934257351564,197.0,213.8934257351564,105,5339
2_5_2,Adv,216.0867740625423,198.0,216.0867740625423,104,7387
2_5_2,Ele,215.8792796005706,196.0,215.8792796005706,105,5608
2_5_3,Adv,217.10153691106072,198.0,217.10153691106072,105,3969
2_5_3,Ele,206.21687090339128,191.0,206.21687090339128,104,3509
2_5_4,Adv,213.02725070649979,193.0,213.02725070649979,104,4954
2_5_4,Ele,216.17734855136084,199.0,216.17734855136084,105,4556
2_5_5,Adv,217.73984575835476,200.0,217.73984575835476,105,7780
2_5_5,Ele,208.05408137477886,192.0,208.05408137477886,104,3957
