text_id,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_10_1,Adv,262.7306565569533,221.0,262.7306565569533,114,5803
1_10_1,Ele,241.20716292134833,210.0,241.20716292134833,114,4272
1_10_2,Adv,251.81059881385116,216.0,251.81059881385116,114,5227
1_10_2,Ele,248.17857142857142,212.0,248.17857142857142,114,5180
1_10_3,Adv,269.31609380019273,222.0,269.31609380019273,114,6226
1_10_3,Ele,242.12474849094568,208.0,242.12474849094568,114,3976
1_10_4,Adv,264.23059915984965,221.0,264.23059915984965,114,9046
1_10_4,Ele,250.5626461284555,215.0,250.5626461284555,114,7271
1_10_5,Adv,270.76424679723164,224.0,270.76424679723164,114,6791
1_10_5,Ele,246.0502738654147,215.0,246.0502738654147,114,5112
1_10_6,Adv,254.36048178950387,218.0,254.36048178950387,114,6974
1_10_6,Ele,263.6024458700882,218.0,263.6024458700882,114,4988
1_10_7,Adv,241.48793526946972,208.0,241.48793526946972,114,6921
1_10_7,Ele,248.78558623162425,213.5,248.78558623162425,114,5578
1_1_1,Adv,267.4073547979798,223.0,267.4073547979798,114,6336
1_1_1,Ele,252.3336750384418,213.0,252.3336750384418,114,5853
1_1_2,Adv,258.8851153721157,219.0,258.8851153721157,114,6154
1_1_2,Ele,249.87022569444446,212.0,249.87022569444446,114,4608
1_1_3,Adv,265.9099792099792,218.0,265.9099792099792,114,4810
1_1_3,Ele,244.5177304964539,209.0,244.5177304964539,114,3525
1_1_4,Adv,263.85904508274683,222.0,263.85904508274683,114,5257
1_1_4,Ele,244.70993968004197,210.0,244.70993968004197,114,3813
1_1_5,Adv,253.58204488778054,211.5,253.58204488778054,114,4010
1_1_5,Ele,241.6569274269557,206.0,241.6569274269557,114,3183
1_1_6,Adv,255.8598615916955,217.0,255.8598615916955,114,6936
1_1_6,Ele,245.5296732607246,212.0,245.5296732607246,114,4499
1_1_7,Adv,246.41895853692586,213.0,246.41895853692586,114,7163
1_1_7,Ele,239.78829495034861,207.0,239.78829495034861,114,4733
1_2_1,Adv,263.3268229166667,222.0,263.3268229166667,114,7680
1_2_1,Ele,255.07615296241588,219.0,255.07615296241588,114,6093
1_2_2,Adv,260.6408381380959,217.0,260.6408381380959,114,7111
1_2_2,Ele,248.62361774744028,215.0,248.62361774744028,114,7325
1_2_3,Adv,252.08059541370525,213.0,252.08059541370525,114,7457
1_2_3,Ele,256.32862563237774,216.0,256.32862563237774,114,4744
1_2_4,Adv,244.9954200471081,212.0,244.9954200471081,114,7642
1_2_4,Ele,243.54003541215818,210.0,243.54003541215818,114,5083
1_2_5,Adv,245.45458694659973,214.0,245.45458694659973,114,6573
1_2_5,Ele,245.4314208874944,209.0,245.4314208874944,114,4462
1_2_6,Adv,273.06800694961527,224.0,273.06800694961527,114,4029
1_2_6,Ele,244.81917551530293,215.0,244.81917551530293,114,3202
1_3_1,Adv,269.7459088898717,220.0,269.7459088898717,114,4522
1_3_1,Ele,240.83455723542116,208.0,240.83455723542116,114,4630
1_3_2,Adv,262.2081035214255,225.5,262.2081035214255,114,4714
1_3_2,Ele,261.39076187947967,219.0,261.39076187947967,114,3767
1_3_3,Adv,261.6388064910138,218.0,261.6388064910138,114,5731
1_3_3,Ele,245.1830712483013,214.0,245.1830712483013,114,5151
1_3_4,Adv,259.91171314741035,222.0,259.91171314741035,114,6275
1_3_4,Ele,244.43098524512138,210.0,244.43098524512138,114,4202
1_3_5,Adv,258.1842720261743,218.0,258.1842720261743,114,8558
1_3_5,Ele,260.3165409482759,210.5,260.3165409482759,114,3712
1_4_1,Adv,252.7421443991365,216.0,252.7421443991365,114,8338
1_4_1,Ele,246.69574007220217,213.0,246.69574007220217,114,6925
1_4_2,Adv,263.6199637845179,220.0,263.6199637845179,114,8836
1_4_2,Ele,249.3855502136752,213.0,249.3855502136752,114,7488
1_4_3,Adv,271.9411281039303,226.0,271.9411281039303,114,6081
1_4_3,Ele,240.5122215011897,210.0,240.5122215011897,114,4623
1_4_4,Adv,257.7091167080525,216.0,257.7091167080525,114,8457
1_4_4,Ele,244.2141426590664,212.0,244.2141426590664,114,6491
1_4_5,Adv,249.88074331223197,214.0,249.88074331223197,114,4897
1_4_5,Ele,252.46134239592183,213.0,252.46134239592183,114,4708
1_5_1,Adv,265.015761821366,218.0,265.015761821366,114,3997
1_5_1,Ele,249.18952234206472,214.0,249.18952234206472,114,3894
1_5_2,Adv,258.12475798644726,216.0,258.12475798644726,114,8264
1_5_2,Ele,243.5867533522958,210.0,243.5867533522958,114,7383
1_5_3,Adv,265.4126914660832,223.0,265.4126914660832,114,6855
1_5_3,Ele,260.83910505836576,218.0,260.83910505836576,114,5140
1_5_4,Adv,266.5319881305638,223.0,266.5319881305638,114,8425
1_5_4,Ele,248.17513438529565,216.0,248.17513438529565,114,5767
1_5_5,Adv,264.97469498418434,224.0,264.97469498418434,114,4426
1_5_5,Ele,274.84231213872835,226.0,274.84231213872835,114,4325
1_6_1,Adv,274.5739164852563,220.0,274.5739164852563,114,5053
1_6_1,Ele,261.8195931477516,214.0,261.8195931477516,114,3736
1_6_2,Adv,256.35821135595944,218.0,256.35821135595944,114,6217
1_6_2,Ele,256.76020942408377,214.0,256.76020942408377,114,5730
1_6_3,Adv,268.84031141868513,217.5,268.84031141868513,114,5780
1_6_3,Ele,249.92290704677777,213.0,249.92290704677777,114,4981
1_6_4,Adv,254.55693828844187,215.0,254.55693828844187,114,5866
1_6_4,Ele,256.54345585709376,216.0,256.54345585709376,114,5822
1_7_1,Adv,255.5395218345938,217.0,255.5395218345938,114,8198
1_7_1,Ele,247.3824122630093,209.0,247.3824122630093,114,7437
1_7_2,Adv,242.4979896611143,213.0,242.4979896611143,114,6964
1_7_2,Ele,243.95609899823216,209.0,243.95609899823216,113,6788
1_7_3,Adv,252.48951554591468,214.0,252.48951554591468,114,8298
1_7_3,Ele,244.90207068348124,212.0,244.90207068348124,114,6423
1_7_4,Adv,254.80720903667978,213.0,254.80720903667978,114,7879
1_7_4,Ele,241.26593781059208,212.0,241.26593781059208,114,7043
1_8_1,Adv,238.50247452692867,206.0,238.50247452692867,114,6870
1_8_1,Ele,239.0077893752921,204.0,239.0077893752921,114,6419
1_8_2,Adv,262.63427109974424,218.0,262.63427109974424,114,7820
1_8_2,Ele,253.06987650461153,215.0,253.06987650461153,114,6397
1_8_3,Adv,249.51138923654568,211.0,249.51138923654568,114,7990
1_8_3,Ele,242.68962836261858,212.0,242.68962836261858,114,6431
1_8_4,Adv,259.3269817073171,218.0,259.3269817073171,114,7872
1_8_4,Ele,241.54593453009502,210.0,241.54593453009502,114,7576
1_8_5,Adv,258.46397282317184,218.0,258.46397282317184,114,5593
1_8_5,Ele,256.1986227673768,216.0,256.1986227673768,114,4647
1_9_1,Adv,252.19799305287535,213.0,252.19799305287535,114,5182
1_9_1,Ele,245.0577684602842,213.0,245.0577684602842,114,4293
1_9_2,Adv,255.17682529335073,214.0,255.17682529335073,114,6136
1_9_2,Ele,242.206648199446,207.0,242.206648199446,114,5415
1_9_3,Adv,270.1469664007735,213.0,270.1469664007735,114,4137
1_9_3,Ele,238.91561712846348,207.0,238.91561712846348,114,3176
1_9_4,Adv,244.36298076923077,211.0,244.36298076923077,114,4992
1_9_4,Ele,242.74535429855013,207.0,242.74535429855013,114,4897
1_9_5,Adv,254.46238477549807,213.0,254.46238477549807,114,6726
1_9_5,Ele,253.48710990502036,217.0,253.48710990502036,114,4422
1_9_6,Adv,245.08410086063716,212.0,245.08410086063716,114,6623
1_9_6,Ele,249.81741654571843,213.0,249.81741654571843,114,6890
2_10_1,Adv,262.38734388009993,214.0,262.38734388009993,104,6005
2_10_1,Ele,251.19390426327598,212.0,251.19390426327598,105,5348
2_10_2,Adv,261.564606741573,214.0,261.564606741573,104,6408
2_10_2,Ele,257.9720433751271,218.0,257.9720433751271,105,5902
2_10_3,Adv,266.4035386185777,217.0,266.4035386185777,105,5878
2_10_3,Ele,249.7119479495268,210.0,249.7119479495268,104,5072
2_10_4,Adv,280.65129007036745,225.0,280.65129007036745,105,7674
2_10_4,Ele,260.7348128222372,212.0,260.7348128222372,103,4461
2_1_1,Adv,260.275928965826,222.0,260.275928965826,105,6701
2_1_1,Ele,247.71608654750705,208.0,247.71608654750705,104,5315
2_1_2,Adv,259.90857233402,217.0,259.90857233402,105,6311
2_1_2,Ele,243.66878836099113,208.0,243.66878836099113,104,4399
2_1_3,Adv,243.31842683170294,207.0,243.31842683170294,104,5009
2_1_3,Ele,252.36859147328656,219.0,252.36859147328656,105,3706
2_1_4,Adv,235.87285129604365,204.0,235.87285129604365,104,7330
2_1_4,Ele,253.7191959798995,217.0,253.7191959798995,105,4975
2_1_5,Adv,252.60734379626888,212.0,252.60734379626888,104,6754
2_1_5,Ele,259.8563484708063,222.0,259.8563484708063,105,6474
2_1_6,Adv,272.06750031899963,223.0,272.06750031899963,105,7837
2_1_6,Ele,244.28849085365854,207.0,244.28849085365854,104,5248
2_2_1,Adv,260.5033076074972,211.0,260.5033076074972,104,5442
2_2_1,Ele,265.9258802816901,220.0,265.9258802816901,105,5680
2_2_2,Adv,259.23342981186687,209.0,259.23342981186687,104,6910
2_2_2,Ele,255.6740647682859,216.0,255.6740647682859,105,7164
2_2_3,Adv,264.1340352298036,213.0,264.1340352298036,104,4939
2_2_3,Ele,265.40623065813907,225.0,265.40623065813907,105,4847
2_2_4,Adv,287.4832766439909,238.0,287.4832766439909,105,3528
2_2_4,Ele,257.84618168657255,211.0,257.84618168657255,104,2763
2_2_5,Adv,268.80381006539665,221.0,268.80381006539665,104,7034
2_2_5,Ele,242.03215303215302,203.0,242.03215303215302,104,4914
2_2_6,Adv,263.9713723776224,220.0,263.9713723776224,105,4576
2_2_6,Ele,242.89808335868574,205.0,242.89808335868574,104,3287
2_3_1,Adv,250.70589164429,211.0,250.70589164429,104,6331
2_3_1,Ele,248.99131086142322,211.0,248.99131086142322,105,6675
2_3_2,Adv,250.38786658999425,209.0,250.38786658999425,104,6956
2_3_2,Ele,260.10692961823776,218.0,260.10692961823776,105,5527
2_3_3,Adv,252.23609550561798,211.0,252.23609550561798,105,7120
2_3_3,Ele,237.57913165266106,202.5,237.57913165266106,104,4284
2_3_4,Adv,259.89457412273924,215.0,259.89457412273924,104,6469
2_3_4,Ele,261.8133359559402,217.0,261.8133359559402,105,5084
2_4_1,Adv,258.51833520809896,217.0,258.51833520809896,105,4445
2_4_1,Ele,237.88068724148903,205.0,237.88068724148903,104,3143
2_4_2,Adv,297.2598122866894,232.0,297.2598122866894,105,4688
2_4_2,Ele,240.68721064814815,207.0,240.68721064814815,103,3456
2_4_3,Adv,262.3342031686859,220.0,262.3342031686859,105,5365
2_4_3,Ele,246.06778770362587,211.0,246.06778770362587,103,3806
2_4_4,Adv,273.8480524489009,220.0,273.8480524489009,105,5186
2_4_4,Ele,252.10718520275077,206.0,252.10718520275077,103,4217
2_4_5,Adv,268.80097725991357,209.0,268.80097725991357,103,5321
2_4_5,Ele,272.77962928290583,222.0,272.77962928290583,105,5341
2_4_6,Adv,250.33021077283374,208.0,250.33021077283374,103,3416
2_4_6,Ele,253.59748576850095,214.0,253.59748576850095,105,4216
2_4_7,Adv,275.05565739043493,225.0,275.05565739043493,105,6001
2_4_7,Ele,250.18012738853503,210.0,250.18012738853503,103,3925
2_5_1,Adv,257.952154626109,210.0,257.952154626109,104,6312
2_5_1,Ele,254.95954298557783,215.0,254.95954298557783,105,5339
2_5_2,Adv,259.6265060240964,215.0,259.6265060240964,104,7387
2_5_2,Ele,251.10912981455064,213.0,251.10912981455064,105,5608
2_5_3,Adv,276.70723104056435,224.0,276.70723104056435,105,3969
2_5_3,Ele,243.66286691365062,205.0,243.66286691365062,104,3509
