text_id,level,mean_NF,median_NF,mean_nonzero_NF,n_subjects,n_rows
1_10_1,Adv,1.2874522688926384,1.0,1.8575272261370916,114,11261
1_10_1,Ele,1.1999519346310983,1.0,1.720241171403962,114,8322
1_10_2,Adv,1.339345554898482,1.0,1.8748620309050772,114,10146
1_10_2,Ele,1.274339695392327,1.0,1.7959516370058417,114,10374
1_10_3,Adv,1.4836632866570094,1.0,2.051635878032495,114,12426
1_10_3,Ele,1.156452775775054,1.0,1.7082002129925453,114,8322
1_10_4,Adv,1.2156393058660704,1.0,1.7715460398727794,114,18786
1_10_4,Ele,1.1767676767676767,1.0,1.737952694081853,114,15048
1_10_5,Adv,1.5092142120005898,1.0,2.087266795799776,114,13566
1_10_5,Ele,1.2978468899521531,1.0,1.8486440437313645,114,10032
1_10_6,Adv,1.305921052631579,1.0,1.8763292634895627,114,14592
1_10_6,Ele,1.2304093567251462,1.0,1.83568416460666,114,10260
1_10_7,Adv,1.0764782326185836,1.0,1.6471465500099423,114,15390
1_10_7,Ele,1.1153846153846154,1.0,1.6854448126433852,114,11856
1_1_1,Adv,1.3199404761904763,1.0,1.9073110004526934,114,12768
1_1_1,Ele,1.0920209176788125,1.0,1.645944571573862,114,11856
1_1_2,Adv,1.1426020804222947,1.0,1.7551872167898879,114,12882
1_1_2,Ele,1.0682146542827657,1.0,1.6239410103545655,114,9690
1_1_3,Adv,1.2761117911056712,1.0,1.8698251382454043,114,9804
1_1_3,Ele,1.1512113617376776,1.0,1.7311557788944723,114,7182
1_1_4,Adv,1.3570464623096201,1.0,1.9345884292977875,114,10374
1_1_4,Ele,1.3308080808080809,1.0,1.9090562440419447,114,7524
1_1_5,Adv,1.0854970760233917,1.0,1.7073215599705667,114,8550
1_1_5,Ele,1.230669265756985,1.0,1.7905932403687073,114,6156
1_1_6,Adv,1.3774104683195592,1.0,1.9914055130489468,114,13794
1_1_6,Ele,1.1769195716564138,1.0,1.7209728469098784,114,8778
1_1_7,Adv,1.2356637863315003,1.0,1.8264150943396227,114,15276
1_1_7,Ele,1.136576907384741,1.0,1.6926933009266292,114,9804
1_2_1,Adv,1.2454116059379217,1.0,1.7769327043419658,114,14820
1_2_1,Ele,1.2182456140350877,1.0,1.7220086794792313,114,11400
1_2_2,Adv,1.2829473684210526,1.0,1.8265560995104406,114,14250
1_2_2,Ele,1.2506961849067113,1.0,1.7927352559624787,114,14364
1_2_3,Adv,1.2649377065853038,1.0,1.8694222639736966,114,15732
1_2_3,Ele,1.349469352393329,1.0,1.8690565471726415,114,9234
1_2_4,Adv,1.1539688381793645,1.0,1.7528885575847932,114,16302
1_2_4,Ele,1.1587719298245613,1.0,1.786100594916171,114,11400
1_2_5,Adv,1.2408085430968727,1.0,1.8128830937256213,114,13110
1_2_5,Ele,1.2164447262735152,1.0,1.7583256950809654,114,9462
1_2_6,Adv,1.5158418434145065,1.0,2.1093095281472034,114,7638
1_2_6,Ele,1.1456442831215972,1.0,1.7157417893544733,114,6612
1_3_1,Adv,1.2623998267273122,1.0,1.8744171088599453,114,9234
1_3_1,Ele,1.031517747858017,1.0,1.5968735196589294,114,9804
1_3_2,Adv,1.4181671283471837,1.0,1.9463012830666877,114,8664
1_3_2,Ele,1.3475033738191633,1.0,1.889666919000757,114,7410
1_3_3,Adv,1.2463588215822576,1.0,1.823365617433414,114,12084
1_3_3,Ele,1.0566020313942752,1.0,1.6538517126752421,114,10830
1_3_4,Adv,1.1939139885111008,1.0,1.7981994621770139,114,12882
1_3_4,Ele,1.151343548745281,1.0,1.7640353861857774,114,9006
1_3_5,Adv,1.3007127192982457,1.0,1.914541639767592,114,18240
1_3_5,Ele,1.1394609712687516,1.0,1.7263097072419107,114,7866
1_4_1,Adv,1.2548953027730616,1.0,1.843531759228467,114,17670
1_4_1,Ele,1.194764254385965,1.0,1.7665416962204883,114,14592
1_4_2,Adv,1.2432822562735955,1.0,1.8312208684275084,114,18012
1_4_2,Ele,1.0887769068060222,1.0,1.6497926093514328,114,16074
1_4_3,Adv,1.4961105594174116,1.0,2.1009877977919813,114,12084
1_4_3,Ele,1.2771715875053486,1.0,1.856765163297045,114,9348
1_4_4,Adv,1.3491117731435507,1.0,1.9513246090009575,114,18126
1_4_4,Ele,1.3490229639138496,1.0,1.9466913656478337,114,14022
1_4_5,Adv,1.3387161084529506,1.0,1.9087549744172825,114,10032
1_4_5,Ele,1.3153814769481844,1.0,1.8725134311020764,114,9804
1_5_1,Adv,1.168615984405458,1.0,1.7842261904761905,114,8208
1_5_1,Ele,1.0385202135774219,1.0,1.6176237623762377,114,7866
1_5_2,Adv,1.1316359079516973,1.0,1.7208315288003464,114,17556
1_5_2,Ele,1.0904687090861482,1.0,1.6565234685759744,114,15276
1_5_3,Adv,1.4733790999237224,1.0,1.9872427983539094,114,13110
1_5_3,Ele,1.3691268400887275,1.0,1.9149626286842476,114,9918
1_5_4,Adv,1.3364385727190604,1.0,1.8997592295345105,114,17712
1_5_4,Ele,1.2821371610845296,1.0,1.8414843660519986,114,12540
1_5_5,Adv,1.5664933939787742,1.0,2.2063758389261743,114,9234
1_5_5,Ele,1.5329873980726465,1.0,2.099137201827102,114,8094
1_6_1,Adv,1.3408812729498163,1.0,1.9571237159446182,114,9804
1_6_1,Ele,1.2296519988495829,1.0,1.8024873524451939,114,6954
1_6_2,Adv,1.3772699292089874,1.0,1.9775715390564579,114,12996
1_6_2,Ele,1.3070995245122152,1.0,1.8958382877526754,114,12198
1_6_3,Adv,1.435877192982456,1.0,2.021113717742931,114,11400
1_6_3,Ele,1.3540311452789278,1.0,1.904352647629609,114,10146
1_6_4,Adv,1.1772591857000994,1.0,1.7862882973380212,114,12084
1_6_4,Ele,1.124493927125506,1.0,1.7447978013349037,114,11856
1_7_1,Adv,0.980090027700831,1.0,1.5672757475083057,114,17328
1_7_1,Ele,0.9833071484681853,1.0,1.5254392200670255,114,15276
1_7_2,Adv,1.0373788949986908,1.0,1.6049220174194856,114,15276
1_7_2,Ele,1.0977535738597686,1.0,1.6871730487549697,113,14690
1_7_3,Adv,1.249407302038881,1.0,1.812553740326741,114,16872
1_7_3,Ele,1.11244019138756,1.0,1.6565907373421138,114,13794
1_7_4,Adv,1.0863135402609088,1.0,1.736695433297375,114,17784
1_7_4,Ele,0.9942393296674522,1.0,1.5806015194088876,114,15276
1_8_1,Adv,1.0603070175438596,1.0,1.643160577740017,114,14592
1_8_1,Ele,0.976827485380117,1.0,1.5414696043372937,114,13680
1_8_2,Adv,1.4540298113705317,1.0,2.035078002400074,114,15162
1_8_2,Ele,1.4430219693377588,1.0,2.0372643088251703,114,12654
1_8_3,Adv,1.1819582740635373,1.0,1.7834018959041316,114,16872
1_8_3,Ele,1.1396232035147815,1.0,1.7310259020472798,114,13429
1_8_4,Adv,1.2714321264153292,1.0,1.8773654234796986,114,16074
1_8_4,Ele,1.1458810068649885,1.0,1.738882994115945,114,15732
1_8_5,Adv,1.455431508063087,1.0,2.062531391260673,114,11286
1_8_5,Ele,1.3678861788617886,1.0,1.9388931008339652,114,9348
1_9_1,Adv,1.1371610845295055,1.0,1.6978717070992708,114,10032
1_9_1,Ele,1.0660401002506266,1.0,1.5701365817644888,114,7980
1_9_2,Adv,1.3321479374110954,1.0,1.9133938706015892,114,12654
1_9_2,Ele,1.3394904458598726,1.0,1.8943507914039377,114,10990
1_9_3,Adv,1.3846058808994317,1.0,1.9888198757763975,114,8094
1_9_3,Ele,1.2149122807017543,1.0,1.8260968401909525,114,6612
1_9_4,Adv,1.449438202247191,1.0,2.027015851137147,114,10146
1_9_4,Ele,1.358877964141122,1.0,1.9171766625866993,114,10374
1_9_5,Adv,1.169078947368421,1.0,1.7327193932827736,114,13680
1_9_5,Ele,1.2839766081871344,1.0,1.832109479305741,114,8550
1_9_6,Adv,1.0903291286066406,1.0,1.6505706760316066,114,13794
1_9_6,Ele,1.0789473684210527,1.0,1.627474182444062,114,14022
2_10_1,Adv,1.0965876229034124,1.0,1.776320412226256,104,13832
2_10_1,Ele,1.1489342403628118,1.0,1.7170936695133523,105,11025
2_10_2,Adv,1.1671728020146657,1.0,1.7470066518847007,104,13501
2_10_2,Ele,1.284450063211125,1.0,1.8323914873151377,105,11865
2_10_3,Adv,1.2599104599104598,1.0,1.862799374172584,105,12285
2_10_3,Ele,1.0562808750882144,1.0,1.6798540965207631,104,11336
2_10_4,Adv,1.3050751879699247,1.0,1.9357806691449815,105,15960
2_10_4,Ele,1.2041066845218167,1.0,1.772921459086428,103,8961
2_1_1,Adv,1.3390637610976595,1.0,1.8403771491957848,105,12390
2_1_1,Ele,1.236756168359942,1.0,1.8251673360107095,104,11024
2_1_2,Adv,1.1413067552602436,1.0,1.7369662921348314,105,13545
2_1_2,Ele,1.0894736842105264,1.0,1.696186574219981,104,9880
2_1_3,Adv,1.081912191582003,1.0,1.706538846759193,104,11024
2_1_3,Ele,1.148941798941799,1.0,1.7210223895383396,105,7560
2_1_4,Adv,0.9242424242424242,1.0,1.5366728030229628,104,17160
2_1_4,Ele,1.0323809523809524,1.0,1.5835768107027526,105,9975
2_1_5,Adv,1.2361915139957775,1.0,1.8758784621744522,104,14683
2_1_5,Ele,1.3494145199063232,1.0,1.9026967528893781,105,12810
2_1_6,Adv,1.3187392942788627,1.0,1.8457038741848868,105,14595
2_1_6,Ele,1.1866515837104072,1.0,1.7291208791208792,104,10608
2_2_1,Adv,1.2077269577269578,1.0,1.8301391441323183,104,11544
2_2_1,Ele,1.3383647798742138,1.0,1.917117117117117,105,11130
2_2_2,Adv,1.1693061840120664,1.0,1.8079875619473327,104,15912
2_2_2,Ele,1.2256670043904085,1.0,1.824818986323411,105,14805
2_2_3,Adv,1.3661387631975868,1.0,1.9917537108301264,104,10608
2_2_3,Ele,1.4985603543743078,1.0,2.022418173666119,105,9030
2_2_4,Adv,1.8974489795918368,1.0,2.3587737843551797,105,5880
2_2_4,Ele,1.3711538461538462,1.0,1.8797785394147113,104,5200
2_2_5,Adv,1.3617280606717226,1.0,1.9463801780874952,104,14768
2_2_5,Ele,1.1391984184040258,1.0,1.7299399563318778,104,11128
2_2_6,Adv,1.3246031746031746,1.0,1.901220504475183,105,8820
2_2_6,Ele,1.149526198439242,1.0,1.7380952380952381,104,7176
2_3_1,Adv,1.1631766381766382,1.0,1.8155642023346303,104,14040
2_3_1,Ele,1.1524542124542125,1.0,1.6924152770306617,105,13650
2_3_2,Adv,1.1586283620181925,1.0,1.789468364665454,104,15281
2_3_2,Ele,1.309065934065934,1.0,1.865213987473904,105,10920
2_3_3,Adv,1.3721132897603485,1.0,2.021551724137931,105,16065
2_3_3,Ele,1.1988543371522096,1.0,1.8535505298117982,104,9776
2_3_4,Adv,1.1593110127282789,1.0,1.8467217630853994,104,14456
2_3_4,Ele,1.2536610343061956,1.0,1.8206424747174301,105,9765
2_4_1,Adv,1.2630662020905923,1.0,1.8407244414353419,105,8610
2_4_1,Ele,1.0677514792899407,1.0,1.6704466558666975,104,6760
2_4_2,Adv,1.5085714285714287,1.0,2.131728942368588,105,8925
2_4_2,Ele,1.2485436893203883,1.0,1.856082474226804,103,7210
2_4_3,Adv,1.522866572371523,1.0,2.1001300390117037,105,10605
2_4_3,Ele,1.3341526361066731,1.0,1.9745361949799927,103,8137
2_4_4,Adv,1.447821681864235,1.0,2.0581881031254503,105,9870
2_4_4,Ele,1.3747572815533982,1.0,1.9472577252871703,103,8755
2_4_5,Adv,1.3101402373247033,1.0,1.9476145930776427,103,11124
2_4_5,Ele,1.338146441372248,1.0,1.9089846603360117,105,9765
2_4_6,Adv,1.2467758295899145,1.0,1.7969924812030076,103,6901
2_4_6,Ele,1.3226190476190476,1.0,1.8470490440565253,105,8400
2_4_7,Adv,1.382111801242236,1.0,2.0109651765272925,105,12075
2_4_7,Ele,1.1912147762254321,1.0,1.8193490054249548,103,8446
2_5_1,Adv,1.148777579010137,1.0,1.7850359045633541,104,13416
2_5_1,Ele,1.1741221741221741,1.0,1.7113011777902412,105,10395
2_5_2,Adv,1.1429003386550556,1.0,1.7961414179813724,104,16536
2_5_2,Ele,1.1338481338481339,1.0,1.71801872074883,105,11655
2_5_3,Adv,1.3763227513227514,1.0,1.9921501053034654,105,7560
2_5_3,Ele,1.1145833333333333,1.0,1.7318945839385764,104,7488
2_5_4,Adv,1.318164508758568,1.0,1.9000960614793467,104,10504
2_5_4,Ele,1.4094076655052266,1.0,1.93880811631251,105,8610
2_5_5,Adv,1.3396825396825396,1.0,1.897238278741169,105,15435
2_5_5,Ele,1.094921104536489,1.0,1.6982791586998087,104,8112
2_6_1,Adv,1.1166253101736974,1.0,1.7204301075268817,104,12896
2_6_1,Ele,1.2630347054075868,1.0,1.8281542056074767,105,12390
2_6_2,Adv,1.3862016014039706,1.0,1.9811882740241418,105,9117
2_6_2,Ele,1.0026709401709402,1.0,1.6095009432344367,104,9360
2_6_3,Adv,1.2786027263875366,1.0,1.854368932038835,104,8216
2_6_3,Ele,1.2943722943722944,1.0,1.829492147664695,105,6930
2_6_4,Adv,1.401140174379611,1.0,1.975695101191602,105,14910
2_6_4,Ele,1.2453619909502263,1.0,1.8608857336037863,104,8840
2_7_1,Adv,1.4335054503729203,1.0,2.014025471546026,105,8715
2_7_1,Ele,1.1236828240252899,1.0,1.7223904704219666,104,7592
2_7_2,Adv,1.090320572673514,1.0,1.6639118457300275,105,16065
2_7_2,Ele,1.0423275178429818,1.0,1.6179412217264195,104,10088
2_7_3,Adv,1.1872521808088818,1.0,1.7804370447450573,104,10088
2_7_3,Ele,1.4042606516290728,1.0,2.0082437275985665,105,7980
2_7_4,Adv,0.9264659520807061,1.0,1.5113139624582155,104,12688
2_7_4,Ele,1.0132075471698114,1.0,1.5479752916952643,105,11130
2_7_5,Adv,1.2792207792207793,1.0,1.8690702087286528,105,16170
2_7_5,Ele,1.1704345273047563,1.0,1.8182440136830103,104,13624
2_7_6,Adv,0.9169048856548857,1.0,1.512485264173186,104,15392
2_7_6,Ele,1.0339989759344599,1.0,1.5966160657811512,105,9765
2_8_1,Adv,1.1597465034965035,1.0,1.732615083251714,104,9152
2_8_1,Ele,1.2016420361247948,1.0,1.7221524945089426,105,9135
2_8_2,Adv,1.1112400530503979,1.0,1.7313702699212192,104,12064
2_8_2,Ele,1.102470041574957,1.0,1.6747987616099071,105,12267
2_8_3,Adv,1.2521008403361344,1.0,1.8763117391912691,105,10710
2_8_3,Ele,1.0867307692307693,1.0,1.764283484233531,104,10400
2_8_4,Adv,1.5750410509031199,1.0,2.20303169499311,105,12180
2_8_4,Ele,1.3435422602089269,1.0,2.006737588652482,104,8424
2_8_5,Adv,1.2993282402528978,1.0,1.9408755533694049,104,15184
2_8_5,Ele,1.4901394901394902,1.0,2.0686431623931623,105,10395
2_8_6,Adv,1.1305511498810468,1.0,1.756777572396796,104,10088
2_8_6,Ele,1.1922448979591838,1.0,1.7518992403038784,105,7350
2_9_1,Adv,1.614049976426214,1.0,2.1686304320283796,105,10605
2_9_1,Ele,1.365939349112426,1.0,1.9431803235564908,104,10816
2_9_2,Adv,1.4938311688311687,1.0,2.0875680580762253,105,9240
2_9_2,Ele,1.3935897435897435,1.0,1.993032636596993,104,7800
2_9_3,Adv,1.270204081632653,1.0,1.9058895580279678,105,14700
2_9_3,Ele,1.0782174556213018,1.0,1.6577114427860697,104,10816
2_9_4,Adv,1.1438512145748987,1.0,1.8233336694564888,104,15808
2_9_4,Ele,1.1291989664082687,1.0,1.7200854700854702,105,13545
2_9_5,Adv,1.5071783937455578,1.0,2.069079910235145,105,14070
2_9_5,Ele,1.1978487614080835,1.0,1.7844136926438456,104,12272
2_9_6,Adv,1.327846153846154,1.0,2.00814332247557,104,13000
2_9_6,Ele,1.5733990147783252,1.0,2.16249153689912,105,6090
3_10_1,Adv,1.4019607843137254,1.0,2.043679549114332,102,7242
3_10_1,Ele,1.4178403755868545,1.0,2.0582403965303593,99,7029
3_10_2,Adv,1.2525252525252526,1.0,1.8621725346237277,99,8910
3_10_2,Ele,1.2791666666666666,1.0,1.869269340974212,102,8160
3_10_3,Adv,1.298989898989899,1.0,1.911983348201011,99,9900
3_10_3,Ele,1.2534672405547584,1.0,1.883917340521114,102,8364
3_10_4,Adv,1.2357153625810342,1.0,1.8244852531997775,99,13266
3_10_4,Ele,1.1713181623014168,1.0,1.8034376377258705,102,13974
3_10_5,Adv,0.9908410732714138,1.0,1.5802900936117683,102,15504
3_10_5,Ele,0.9758781848334087,1.0,1.5415575136937365,99,13266
3_10_6,Adv,1.021914648212226,1.0,1.6156090444930709,102,8670
3_10_6,Ele,0.9894179894179894,1.0,1.5829165063485957,99,8316
3_1_1,Adv,1.3872248285817395,1.0,2.0713066906151774,102,16626
3_1_1,Ele,1.306423008713085,1.0,1.943673282092463,99,12969
3_1_2,Adv,1.637124183006536,1.0,2.270897552130553,102,7650
3_1_2,Ele,1.8022038567493113,1.0,2.4241600790513833,99,5445
3_1_3,Adv,1.2987586436724152,1.0,1.9160521140609637,99,12003
3_1_3,Ele,1.0967823026646557,1.0,1.7470635344367325,102,11934
3_1_4,Adv,1.4564853836377014,1.0,2.0831419823957136,99,14949
3_1_4,Ele,1.3693080538000324,1.0,1.951501154734411,102,12342
3_1_5,Adv,1.4236281736281737,1.0,2.025342266239441,99,14652
3_1_5,Ele,1.3201787043931497,1.0,1.893556425774297,102,8058
3_2_1,Adv,1.332516339869281,1.0,1.9152184124001879,102,12240
3_2_1,Ele,1.3480963480963482,1.0,1.974333038310785,99,11583
3_2_2,Adv,1.5722943722943723,1.0,2.127709431751611,99,6930
3_2_2,Ele,1.3052584670231728,1.0,1.7874288039056143,102,6732
3_2_3,Adv,1.4708769942414803,1.0,2.09760366182014,99,10593
3_2_3,Ele,1.3288084464555052,1.0,1.8913189319737018,102,10608
3_2_4,Adv,1.4667778704475951,1.0,2.0676681907250165,99,10791
3_2_4,Ele,1.3925375975632972,1.0,2.002189681127686,102,10506
3_2_5,Adv,1.3002836354667653,1.0,1.979907989860107,102,16218
3_2_5,Ele,1.289537712895377,1.0,1.920500713736686,99,13563
3_3_1,Adv,1.4938807737860245,1.0,2.1276356480179928,102,15198
3_3_1,Ele,1.3858301323090056,1.0,2.0028785853808984,99,14058
3_3_2,Adv,1.4019607843137254,1.0,2.0148673598289766,102,14790
3_3_2,Ele,1.4061447811447811,1.0,2.038438071995119,99,11880
3_3_3,Adv,1.3063530037214248,1.0,1.9977642276422765,99,15048
3_3_3,Ele,1.1781444285031086,1.0,1.7990506329113924,102,12546
3_3_4,Adv,1.417077880283201,1.0,2.109549664643884,99,13983
3_3_4,Ele,1.2039675245098038,1.0,1.9023357134212755,102,13056
3_3_5,Adv,1.3422521786492374,1.0,2.008046445304543,102,14688
3_3_5,Ele,1.3443092340730136,1.0,2.0440198331116215,99,12573
3_4_1,Adv,1.2992916174734357,1.0,1.887418841112336,98,11858
3_4_1,Ele,1.0485413677666189,1.0,1.5930971843778383,102,8364
3_4_2,Adv,1.3349146110056926,1.0,1.9348184818481848,102,15810
3_4_2,Ele,1.3466748768472907,1.0,1.9268722466960353,98,11368
3_4_3,Adv,1.3283056812468577,1.0,1.8795352146075408,102,11934
3_4_3,Ele,1.1465561224489795,1.0,1.6915694392171623,98,7840
3_4_4,Adv,1.3634803921568628,1.0,1.9538150847308806,102,16320
3_4_4,Ele,1.3712853562477623,1.0,1.9839419839419838,98,11172
3_4_5,Adv,1.4703773982711363,1.0,2.0487661574618095,102,9486
3_4_5,Ele,1.160776505724241,1.0,1.7527245396467492,98,8036
3_5_1,Adv,1.3655603655603656,1.0,2.008997169429842,99,14553
3_5_1,Ele,1.32174688057041,1.0,1.8853292651919655,102,11220
3_5_2,Adv,1.2131066765213108,1.0,1.8623298033282905,99,16236
3_5_2,Ele,1.168677727501257,1.0,1.80771847963449,102,15912
3_5_3,Adv,1.4465642112700936,1.0,2.06064418721691,102,11322
3_5_3,Ele,1.394920074531725,1.0,2.0492724391298083,99,10197
3_5_4,Adv,1.33211307707952,1.0,1.9826455453536476,99,14751
3_5_4,Ele,1.3565359477124184,1.0,1.9931177976952625,102,9180
3_6_1,Adv,1.2155388471177946,1.0,1.8152432800272202,99,13167
3_6_1,Ele,1.1427571028411365,1.0,1.7016237151795024,102,9996
3_6_2,Adv,1.4660880745740918,1.0,2.027561680373416,102,6222
3_6_2,Ele,1.5000827951647624,1.0,2.0626138433515484,99,6039
3_6_3,Adv,1.4442712392829307,1.0,1.981111903064861,99,7698
3_6_3,Ele,1.2756632064590543,1.0,1.8172109262682277,102,6936
3_6_4,Adv,1.380765639589169,1.0,1.944765912677538,102,10710
3_6_4,Ele,1.3164141414141415,1.0,1.8681239921161081,99,7920
3_6_5,Adv,1.3647812166488793,1.0,1.9748790281066613,99,14055
3_6_5,Ele,1.2606060606060605,1.0,1.8828541001064962,102,11220
