text_id,align_idx,level,mean_NF,median_NF,mean_nonzero_NF,n_subjects,n_rows
1_10_1,0,Adv,1.3356706627459851,1.0,1.9475593667546174,114,4421
1_10_1,0,Ele,1.2517278043593834,1.0,1.793904761904762,114,3762
1_10_1,1,Adv,1.4312096029547554,1.0,1.9183168316831682,114,2166
1_10_1,1,Ele,1.1634349030470914,1.0,1.7038539553752536,114,2166
1_10_1,2,Adv,1.1752246469833119,1.0,1.7399429838454228,114,4674
1_10_1,2,Ele,1.1516290726817042,1.0,1.620811287477954,114,2394
1_10_2,3,Adv,1.6655701754385965,1.0,2.136427566807314,114,1824
1_10_2,3,Ele,1.3527239150507848,1.0,1.8278228321896444,114,2166
1_10_2,4,Adv,1.4041137326073805,1.0,1.9009009009009008,114,3306
1_10_2,4,Ele,1.4507422402159245,1.0,1.9179304192685103,114,2964
1_10_2,5,Adv,1.1275303643724697,1.0,1.7182519280205655,114,2964
1_10_2,5,Ele,1.093671679197995,1.0,1.6979571984435797,114,3192
1_10_2,6,Adv,1.2509746588693957,1.0,1.7838776928422515,114,2052
1_10_2,6,Ele,1.2178362573099415,1.0,1.7116438356164383,114,2052
1_10_3,7,Adv,1.464138286893705,1.0,2.044308357348703,114,7752
1_10_3,7,Ele,1.1595816464237516,1.0,1.7006432459178624,114,5928
1_10_3,8,Adv,1.5160462130937098,1.0,2.0634828188701224,114,4674
1_10_3,8,Ele,1.1487050960735172,1.0,1.7273869346733668,114,2394
1_10_4,9,Adv,1.522703818369453,1.0,2.0542986425339365,114,3876
1_10_4,9,Ele,1.3562378167641325,1.0,1.8652815013404827,114,2052
1_10_4,10,Adv,1.3423882286361064,1.0,1.8552991787250683,114,3534
1_10_4,10,Ele,1.259046052631579,1.0,1.82189607298691,114,3648
1_10_4,11,Adv,0.981359649122807,1.0,1.5325342465753424,114,2736
1_10_4,11,Ele,0.9878167641325536,1.0,1.533282904689864,114,2052
1_10_4,12,Adv,1.1267543859649123,1.0,1.6425831202046035,114,4560
1_10_4,12,Ele,1.2309941520467835,1.0,1.762325581395349,114,3078
1_10_4,13,Adv,1.0705882352941176,1.0,1.6923672994963193,114,4080
1_10_4,13,Ele,1.0706495969653864,1.0,1.6701183431952662,114,4218
1_10_5,14,Adv,1.563467492260062,1.0,2.1174004192872116,114,1938
1_10_5,14,Ele,1.5120614035087718,1.0,2.0566741237882176,114,1824
1_10_5,15,Adv,1.7899353647276084,1.0,2.4200998751560547,114,2166
1_10_5,15,Ele,1.2727272727272727,1.0,1.7723486951693503,114,2508
1_10_5,16,Adv,1.6683644595359366,1.0,2.2190440346255174,114,3534
1_10_5,16,Ele,1.4195906432748537,1.0,1.9361914257228314,114,2736
1_10_5,17,Adv,1.2940283400809716,1.0,1.8623452294246177,114,5928
1_10_5,17,Ele,1.0748987854251013,1.0,1.6812664907651715,114,2964
1_10_6,18,Adv,1.4799498746867168,1.0,1.9957752429235318,114,3192
1_10_6,18,Ele,1.5105263157894737,1.0,2.04149377593361,114,2280
1_10_6,19,Adv,1.4929258630447086,1.0,2.044168926772569,114,3534
1_10_6,19,Ele,1.2870813397129186,1.0,1.8840466926070039,114,3762
1_10_6,20,Adv,1.2557710064635272,1.0,1.824279007377599,114,2166
1_10_6,20,Ele,1.1647173489278753,1.0,1.8441358024691359,114,2052
1_10_6,21,Adv,1.1894736842105262,1.0,1.7717770034843205,114,1710
1_10_6,22,Adv,0.9944598337950139,1.0,1.617117117117117,114,2166
1_10_6,22,Ele,0.8993536472760849,1.0,1.4712990936555892,114,2166
1_10_6,23,Adv,1.1776315789473684,1.0,1.7364591754244139,114,1824
1_10_7,24,Adv,1.1265664160401003,1.0,1.6911211437170806,114,3990
1_10_7,24,Ele,1.3801169590643274,1.0,1.813640730067243,114,1368
1_10_7,25,Adv,1.305832147937411,1.0,1.8564206268958543,114,4218
1_10_7,25,Ele,1.3020833333333333,1.0,1.8248175182481752,114,3648
1_10_7,26,Adv,1.0271929824561403,1.0,1.5428194993412385,114,2280
1_10_7,26,Ele,1.0916666666666666,1.0,1.634274458305975,114,2280
1_10_7,27,Adv,0.861281109751122,1.0,1.4483704974271012,114,4902
1_10_7,27,Ele,0.8984649122807018,1.0,1.5293019783501307,114,4560
1_1_1,28,Adv,1.3352130325814537,1.0,1.9795633999071063,114,3192
1_1_1,28,Ele,1.1655701754385965,1.0,1.7163616792249732,114,2736
1_1_1,29,Adv,1.1385964912280702,1.0,1.7233138608603293,114,2850
1_1_1,29,Ele,1.0751879699248121,1.0,1.6239747634069401,114,2394
1_1_1,30,Adv,1.535438596491228,1.0,2.031569173630455,114,2850
1_1_1,30,Ele,1.0469924812030076,1.0,1.5975143403441683,114,3192
