text_id,align_idx,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_1_7,59,Adv,339.72517827756445,238.0,451.06991988346687,114,1823
1_1_7,60,Adv,194.0230946882217,153.0,316.5486058779201,114,2165
1_2_1,61,Adv,304.4725190839695,218.0,398.859,114,2620
1_2_1,61,Ele,262.8201603665521,206.0,347.2885973763875,114,2619
1_2_1,62,Adv,311.2440431402057,219.0,421.94151649098944,114,3987
1_2_1,62,Ele,287.37189767086676,211.0,382.23819197562216,114,2619
1_2_1,63,Adv,264.18875171467766,201.0,368.6707503828484,114,3645
1_2_1,63,Ele,259.2408522464104,194.0,373.63217623497997,114,2159
1_2_1,64,Adv,204.39701688966878,164.0,329.85699115044247,114,4559
1_2_1,64,Ele,211.00802206066683,167.0,323.48616448885474,114,3989
1_2_2,65,Adv,314.86206896551727,214.0,430.78723404255317,114,1479
1_2_2,65,Ele,271.71817383669884,190.0,383.5030978934325,114,1139
1_2_2,66,Adv,284.0807871569135,194.0,427.56040530007795,114,1931
1_2_2,66,Ele,272.82257053291534,191.0,394.5167724388033,114,1595
1_2_2,67,Adv,232.65100250626566,189.0,349.6337099811676,114,1596
1_2_2,67,Ele,242.5889724310777,187.0,347.5511669658887,114,1596
1_2_2,68,Adv,256.38718173836696,188.0,370.2768385460693,114,3417
1_2_2,68,Ele,257.06063829787234,191.0,374.3408210689388,114,3760
1_2_2,69,Adv,309.7714912280702,220.0,406.37456846950516,114,2280
1_2_2,69,Ele,242.60526315789474,194.0,342.3632938643703,114,2622
1_2_2,70,Adv,253.486555335409,187.0,363.3135902636917,114,3533
1_2_2,70,Ele,260.0161821173889,193.5,371.6264210113681,114,3646
1_2_3,71,Adv,271.2193695157621,202.0,375.0750561797753,114,3077
1_2_3,72,Adv,277.56959349593495,203.5,391.61573755448495,114,6150
1_2_3,72,Ele,309.25798722044726,222.0,418.58486486486487,114,5008
1_2_3,73,Adv,299.2496336101612,204.0,424.5072765072765,114,4094
1_2_3,73,Ele,266.77329855347404,197.0,380.31879648411086,114,4217
