text_id,level,SkipRateFirstPass,SkipRateTotal,n_subjects,n_rows
1_10_1,Adv,0.484681644614155,0.3068999200781458,114,11261
1_10_1,Ele,0.48666186012977647,0.30245133381398703,114,8322
1_10_2,Adv,0.4848216045732308,0.28562980484920164,114,10146
1_10_2,Ele,0.5006747638326585,0.2904376325428957,114,10374
1_10_3,Adv,0.49895380653468535,0.27683888620634156,114,12426
1_10_3,Ele,0.5222302331170392,0.32299927901946646,114,8322
1_10_4,Adv,0.5184712019589056,0.3137975087831364,114,18786
1_10_4,Ele,0.5168128654970761,0.3229000531632111,114,15048
1_10_5,Adv,0.4994102904319623,0.2769423558897243,114,13566
1_10_5,Ele,0.4904306220095694,0.29794657097288674,114,10032
1_10_6,Adv,0.5220668859649122,0.3040021929824561,114,14592
1_10_6,Ele,0.5138401559454191,0.3297270955165692,114,10260
1_10_7,Adv,0.5502923976608187,0.3464587394411956,114,15390
1_10_7,Ele,0.5295209176788124,0.338225371120108,114,11856
1_1_1,Adv,0.5037593984962406,0.30795739348370926,114,12768
1_1_1,Ele,0.5063259109311741,0.33653846153846156,114,11856
1_1_2,Adv,0.5222791492004347,0.3490141282409564,114,12882
1_1_2,Ele,0.5244582043343653,0.34220846233230134,114,9690
1_1_3,Adv,0.5093839249286005,0.3175234598123215,114,9804
1_1_3,Ele,0.5091896407685882,0.33500417710944025,114,7182
1_1_4,Adv,0.4932523616734143,0.29853479853479853,114,10374
1_1_4,Ele,0.4932216905901116,0.30289739500265817,114,7524
1_1_5,Adv,0.5309941520467836,0.3642105263157895,114,8550
1_1_5,Ele,0.48294346978557506,0.31270305393112413,114,6156
1_1_6,Adv,0.49717268377555457,0.30832245904016237,114,13794
1_1_6,Ele,0.487468671679198,0.31613123718386876,114,8778
1_1_7,Adv,0.5310945273631841,0.3234485467399843,114,15276
1_1_7,Ele,0.5172378620971032,0.3285393716850265,114,9804
1_2_1,Adv,0.4817813765182186,0.29912280701754385,114,14820
1_2_1,Ele,0.4655263157894737,0.29254385964912283,114,11400
1_2_2,Adv,0.5009824561403509,0.2976140350877193,114,14250
1_2_2,Ele,0.4900445558340295,0.30235310498468393,114,14364
1_2_3,Adv,0.525997965929316,0.3233536740401729,114,15732
1_2_3,Ele,0.4862464803985272,0.2779943686376435,114,9234
1_2_4,Adv,0.5312231628021101,0.34167586799165744,114,16302
1_2_4,Ele,0.5541228070175439,0.3512280701754386,114,11400
1_2_5,Adv,0.4986270022883295,0.3155606407322655,114,13110
