text_id,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_2_4,Adv,203.7596746757389,190.0,203.7596746757389,114,18812
1_2_4,Ele,208.54806964420894,192.0,208.54806964420894,114,13210
1_2_5,Adv,207.2972275158296,191.0,207.2972275158296,114,16267
1_2_5,Ele,209.3563857515204,192.0,209.3563857515204,114,11510
1_2_6,Adv,220.0620141647953,201.0,220.0620141647953,114,11578
1_2_6,Ele,207.5626402640264,192.0,207.5626402640264,114,7575
1_3_1,Adv,216.90237625461097,198.0,216.90237625461097,114,11657
1_3_1,Ele,207.25482052803324,191.0,207.25482052803324,114,10113
1_3_2,Adv,212.79026613493937,198.0,212.79026613493937,114,12287
1_3_2,Ele,214.60751126690036,198.0,214.60751126690036,114,9985
1_3_3,Adv,215.36332248854657,198.0,215.36332248854657,114,15061
1_3_3,Ele,209.69999126103295,192.0,209.69999126103295,114,11443
1_3_4,Adv,211.06853055916775,194.0,211.06853055916775,114,15380
1_3_4,Ele,207.24679332626096,192.0,207.24679332626096,114,10369
1_3_5,Adv,209.76438356164383,193.0,209.76438356164383,114,23725
1_3_5,Ele,216.38893227713936,199.0,216.38893227713936,114,8963
1_4_1,Adv,207.11224857941733,192.0,207.11224857941733,114,22174
1_4_1,Ele,212.63032006424228,195.0,212.63032006424228,114,17434
1_4_2,Adv,210.34464588729125,193.0,210.34464588729125,114,22394
1_4_2,Ele,210.68670361693617,194.0,210.68670361693617,114,17501
1_4_3,Adv,214.33259582941534,196.0,214.33259582941534,114,18079
1_4_3,Ele,206.2666052433202,191.0,206.2666052433202,114,11939
1_4_4,Adv,213.0452277745972,194.0,213.0452277745972,114,24454
1_4_4,Ele,206.1363924719814,191.0,206.1363924719814,114,18916
1_4_5,Adv,207.91541325390915,193.0,207.91541325390915,114,13430
1_4_5,Ele,212.49123759305212,194.0,212.49123759305212,114,12896
1_5_1,Adv,217.39595496246872,198.0,217.39595496246872,114,9592
1_5_1,Ele,204.47496633614887,189.0,204.47496633614887,114,8169
1_5_2,Adv,217.20969446821363,198.0,217.20969446821363,114,19867
1_5_2,Ele,206.8558050186097,192.0,206.8558050186097,114,16658
1_5_3,Adv,210.5507351418513,193.0,210.5507351418513,114,19316
1_5_3,Ele,216.1452978864423,197.0,216.1452978864423,114,13579
1_5_4,Adv,217.31739259008913,197.0,217.31739259008913,114,23671
1_5_4,Ele,208.30177882821246,193.0,208.30177882821246,114,16078
1_5_5,Adv,209.99923954372625,194.0,209.99923954372625,114,14465
1_5_5,Ele,214.79094132817536,195.0,214.79094132817536,114,12408
1_6_1,Adv,216.55317206754907,197.0,216.55317206754907,114,13146
1_6_1,Ele,210.5351420886446,191.0,210.5351420886446,114,8551
1_6_2,Adv,208.81987820548633,192.0,208.81987820548633,114,17899
1_6_2,Ele,211.6694681384847,193.0,211.6694681384847,114,15944
1_6_3,Adv,218.6462826073676,198.0,218.6462826073676,114,16369
1_6_3,Ele,211.19908283592954,192.0,211.19908283592954,114,13738
1_6_4,Adv,209.06544355405595,194.0,209.06544355405595,114,14226
1_6_4,Ele,208.64926492649266,192.0,208.64926492649266,114,13332
1_7_1,Adv,208.87240181357828,192.0,208.87240181357828,114,16983
1_7_1,Ele,208.0030623793356,192.0,208.0030623793356,114,15021
1_7_2,Adv,206.52748154224776,191.0,206.52748154224776,114,15847
1_7_2,Ele,210.14287486047377,193.0,210.14287486047377,113,16126
1_7_3,Adv,212.49857685009488,193.0,212.49857685009488,114,21080
1_7_3,Ele,207.98950798305637,191.0,207.98950798305637,114,15345
1_7_4,Adv,211.38190382524976,193.0,211.38190382524976,114,19319
1_7_4,Ele,204.90281801422176,189.0,204.90281801422176,114,15188
1_8_1,Adv,204.7370734229576,189.0,204.7370734229576,114,15472
1_8_1,Ele,205.38262366235128,188.0,205.38262366235128,114,13363
1_8_2,Adv,214.13517191327225,197.0,214.13517191327225,114,22046
1_8_2,Ele,209.923713033954,192.0,209.923713033954,114,18260
1_8_3,Adv,211.9683582388928,194.0,211.9683582388928,114,19942
1_8_3,Ele,206.1187924725562,190.0,206.1187924725562,114,15304
1_8_4,Adv,212.7512355042325,193.0,212.7512355042325,114,20437
1_8_4,Ele,205.92444666333833,190.0,205.92444666333833,114,18027
1_8_5,Adv,211.81030074272496,195.0,211.81030074272496,114,16426
1_8_5,Ele,211.39829514350512,194.0,211.39829514350512,114,12787
1_9_1,Adv,205.09265427769986,188.0,205.09265427769986,114,11408
1_9_1,Ele,210.90725285059364,193.0,210.90725285059364,114,8507
1_9_2,Adv,213.78448122441716,196.0,213.78448122441716,114,16857
1_9_2,Ele,204.43013382243055,189.0,204.43013382243055,114,14721
1_9_3,Adv,216.83189078254662,196.0,216.83189078254662,114,11207
1_9_3,Ele,198.44952072700113,185.0,198.44952072700113,114,8033
1_9_4,Adv,205.5142118863049,191.0,205.5142118863049,114,14706
1_9_4,Ele,208.56806412711924,192.0,208.56806412711924,114,14097
1_9_5,Adv,208.2949415369224,191.0,208.2949415369224,114,15993
1_9_5,Ele,214.6072144288577,196.0,214.6072144288577,114,10978
1_9_6,Adv,209.65511968085107,194.0,209.65511968085107,114,15040
1_9_6,Ele,212.6223808579549,194.0,212.6223808579549,114,15129
2_10_1,Adv,211.564082278481,192.0,211.564082278481,104,15168
2_10_1,Ele,205.67569274492777,190.0,205.67569274492777,105,12667
2_10_2,Adv,207.70929051910142,190.0,207.70929051910142,104,15758
2_10_2,Ele,210.9045275590551,194.0,210.9045275590551,105,15240
2_10_3,Adv,214.90528492053238,195.0,214.90528492053238,105,15478
2_10_3,Ele,207.63044930683148,189.0,207.63044930683148,104,11974
2_10_4,Adv,216.90239569830524,198.0,216.90239569830524,105,20829
2_10_4,Ele,208.62669138090826,191.0,208.62669138090826,103,10790
2_1_1,Adv,214.42209631728045,197.0,214.42209631728045,105,16591
2_1_1,Ele,205.3512542173977,188.0,205.3512542173977,104,13634
2_1_2,Adv,215.49343424542337,195.0,215.49343424542337,105,15459
2_1_2,Ele,208.97788926049796,189.0,208.97788926049796,104,10764
2_1_3,Adv,203.01676867611303,186.0,203.01676867611303,104,11927
2_1_3,Ele,208.32327883951186,192.0,208.32327883951186,105,8686
2_1_4,Adv,206.08203026481715,189.0,206.08203026481715,104,15860
2_1_4,Ele,210.71023499708681,194.0,210.71023499708681,105,10298
2_1_5,Adv,211.88909701944797,192.0,211.88909701944797,104,18151
2_1_5,Ele,212.47871109568436,194.0,212.47871109568436,105,17286
2_1_6,Adv,215.98747856808853,197.0,215.98747856808853,105,19247
2_1_6,Ele,202.37448363520812,186.0,202.37448363520812,104,12588
2_2_1,Adv,211.1542102998135,189.5,211.1542102998135,104,13942
2_2_1,Ele,215.60465896885069,196.0,215.60465896885069,105,14896
2_2_2,Adv,211.02354079329248,190.0,211.02354079329248,104,18606
2_2_2,Ele,212.98655351041552,194.0,212.98655351041552,105,18146
2_2_3,Adv,213.94534915815623,192.0,213.94534915815623,104,14492
2_2_3,Ele,212.63434821164645,195.0,212.63434821164645,105,13532
2_2_4,Adv,222.46983956260644,202.0,222.46983956260644,105,11157
2_2_4,Ele,210.9680224403927,192.0,210.9680224403927,104,7130
2_2_5,Adv,214.34520139234212,196.0,214.34520139234212,104,20110
2_2_5,Ele,204.6791038889327,188.0,204.6791038889327,104,12677
2_2_6,Adv,213.60267054694856,194.0,213.60267054694856,105,11683
2_2_6,Ele,201.1658382834283,185.0,201.1658382834283,104,8249
2_3_1,Adv,209.5675708774723,192.0,209.5675708774723,104,16331
2_3_1,Ele,207.08658063695887,191.0,207.08658063695887,105,15731
2_3_2,Adv,205.87839593335215,189.0,205.87839593335215,104,17705
2_3_2,Ele,210.58894718433018,191.0,210.58894718433018,105,14295
2_3_3,Adv,209.87361067005398,191.0,209.87361067005398,105,22043
2_3_3,Ele,205.89974402730377,190.0,205.89974402730377,104,11720
2_3_4,Adv,211.83250790619965,194.0,211.83250790619965,104,16759
2_3_4,Ele,211.84773729782717,194.0,211.84773729782717,105,12242
2_4_1,Adv,211.30528735632183,194.0,211.30528735632183,105,10875
2_4_1,Ele,201.2956497644777,188.0,201.2956497644777,104,7218
2_4_2,Adv,220.3235294117647,198.0,220.3235294117647,105,13464
2_4_2,Ele,205.77193956898466,188.0,205.77193956898466,103,9002
2_4_3,Adv,207.7870588235294,191.0,207.7870588235294,105,16150
2_4_3,Ele,201.393054532056,187.0,201.393054532056,103,10856
2_4_4,Adv,213.29601119664102,194.0,213.29601119664102,105,14290
2_4_4,Ele,206.3218677301429,188.0,206.3218677301429,103,12036
2_4_5,Adv,210.21840263482915,189.0,210.21840263482915,103,14574
2_4_5,Ele,209.07101859646437,191.0,209.07101859646437,105,13067
2_4_6,Adv,205.94467689446768,187.0,205.94467689446768,103,8604
2_4_6,Ele,208.02151215121512,190.0,208.02151215121512,105,11110
2_4_7,Adv,218.11456648091558,197.0,218.11456648091558,105,16689
2_4_7,Ele,208.57012225424907,191.0,208.57012225424907,103,10061
2_5_1,Adv,211.13963145600832,192.0,211.13963145600832,104,15412
2_5_1,Ele,208.3139696845555,191.0,208.3139696845555,105,12205
2_5_2,Adv,212.76877083443568,194.0,212.76877083443568,104,18899
2_5_2,Ele,213.2939841089671,194.0,213.2939841089671,105,13215
2_5_3,Adv,215.31840461316673,195.0,215.31840461316673,105,10405
2_5_3,Ele,199.16930265995686,183.0,199.16930265995686,104,8346
2_5_4,Adv,208.26050845009388,189.0,208.26050845009388,104,13846
2_5_4,Ele,213.3211372064277,194.0,213.3211372064277,105,12135
2_5_5,Adv,214.73532256504498,195.0,214.73532256504498,105,20678
2_5_5,Ele,204.74746678675973,188.0,204.74746678675973,104,8882
2_6_1,Adv,204.91097222222223,188.0,204.91097222222223,104,14400
2_6_1,Ele,210.258163460924,193.0,210.258163460924,105,15649
2_6_2,Adv,213.86192435511947,193.0,213.86192435511947,105,12638
2_6_2,Ele,201.98646776771443,186.0,201.98646776771443,104,9385
2_6_3,Adv,207.58648262732032,191.0,207.58648262732032,104,10505
2_6_3,Ele,208.02385730211816,191.0,208.02385730211816,105,8970
2_6_4,Adv,212.15442056387917,192.0,212.15442056387917,105,20891
2_6_4,Ele,202.07884458170588,187.0,202.07884458170588,104,11009
2_7_1,Adv,213.4318418314256,196.0,213.4318418314256,105,12493
2_7_1,Ele,205.10432540147696,188.0,205.10432540147696,104,8531
2_7_2,Adv,212.30868919844713,194.0,212.30868919844713,105,17516
2_7_2,Ele,207.09690917736566,188.0,207.09690917736566,104,10515
2_7_3,Adv,207.26200217082743,190.0,207.26200217082743,104,11977
2_7_3,Ele,209.35686239514547,191.0,209.35686239514547,105,11206
2_7_4,Adv,202.20212675457253,186.0,202.20212675457253,104,11755
2_7_4,Ele,207.52070586148798,191.0,207.52070586148798,105,11277
2_7_5,Adv,210.01165095479817,192.0,210.01165095479817,105,20685
2_7_5,Ele,203.19484510222,187.0,203.19484510222,104,15946
2_7_6,Adv,202.72670587401686,186.0,202.72670587401686,104,14113
2_7_6,Ele,204.74041794592452,189.0,204.74041794592452,105,10097
2_8_1,Adv,209.3271151309591,191.0,209.3271151309591,104,10614
2_8_1,Ele,211.87574018402114,192.0,211.87574018402114,105,10977
2_8_2,Adv,203.42921080113382,187.0,203.42921080113382,104,13406
2_8_2,Ele,204.4589618456078,188.0,204.4589618456078,105,13524
2_8_3,Adv,207.7607755406413,187.0,207.7607755406413,105,13410
2_8_3,Ele,205.3241904087772,185.0,205.3241904087772,104,11302
2_8_4,Adv,208.15585904920766,190.0,208.15585904920766,105,19184
2_8_4,Ele,203.30773988337162,188.0,203.30773988337162,104,11318
2_8_5,Adv,206.49703482183588,187.0,206.49703482183588,104,19729
2_8_5,Ele,209.61633311814074,190.0,209.61633311814074,105,15490
2_8_6,Adv,204.66497150372643,187.0,204.66497150372643,104,11405
2_8_6,Ele,206.3284263380121,188.0,206.3284263380121,105,8763
2_9_1,Adv,217.391598995151,198.0,217.391598995151,105,17117
2_9_1,Ele,205.23378908894003,189.0,205.23378908894003,104,14774
2_9_2,Adv,219.2739984061436,199.0,219.2739984061436,105,13803
2_9_2,Ele,206.71490340386384,191.0,206.71490340386384,104,10870
2_9_3,Adv,215.49576906598114,197.0,215.49576906598114,105,18672
2_9_3,Ele,202.51260504201682,187.0,202.51260504201682,104,11662
2_9_4,Adv,210.11652472071674,193.0,210.11652472071674,104,18082
2_9_4,Ele,211.3097090552468,194.0,211.3097090552468,105,15295
2_9_5,Adv,214.6482599264359,197.0,214.6482599264359,105,21206
2_9_5,Ele,205.04993197278912,188.0,205.04993197278912,104,14700
2_9_6,Adv,208.75147723322905,190.0,208.75147723322905,104,17262
2_9_6,Ele,209.4544980171154,193.0,209.4544980171154,105,9582
3_10_1,Adv,208.31163202994188,189.0,208.31163202994188,102,10153
3_10_1,Ele,206.1997792494481,187.0,206.1997792494481,99,9966
3_10_2,Adv,209.1105734767025,190.0,209.1105734767025,99,11160
3_10_2,Ele,207.31605671584595,190.0,207.31605671584595,102,10438
3_10_3,Adv,207.51430793157076,189.0,207.51430793157076,99,12860
3_10_3,Ele,204.1170354826402,188.0,204.1170354826402,102,10484
3_10_4,Adv,211.89556518025987,192.0,211.89556518025987,99,16393
3_10_4,Ele,205.1815127077224,187.0,205.1815127077224,102,16368
3_10_5,Adv,202.79442780887905,186.0,202.79442780887905,102,15362
3_10_5,Ele,204.95535300478912,188.0,204.95535300478912,99,12946
3_10_6,Adv,203.73792325056434,188.5,203.73792325056434,102,8860
3_10_6,Ele,204.3474720466699,188.0,204.3474720466699,99,8228
3_1_1,Adv,212.0796479361776,194.0,212.0796479361776,102,23064
3_1_1,Ele,210.72395679631705,191.0,210.72395679631705,99,16943
3_1_2,Adv,215.02595017566273,196.0,215.02595017566273,102,12524
3_1_2,Ele,210.16019565881993,191.0,210.16019565881993,99,9813
3_1_3,Adv,208.40791583809096,189.0,208.40791583809096,99,15589
3_1_3,Ele,202.71349988539995,187.0,202.71349988539995,102,13089
3_1_4,Adv,209.58443944334726,190.0,209.58443944334726,99,21773
3_1_4,Ele,204.68816568047336,189.0,204.68816568047336,102,16900
3_1_5,Adv,208.43539958770793,191.0,208.43539958770793,99,20859
3_1_5,Ele,205.22034216958076,189.0,205.22034216958076,102,10638
3_2_1,Adv,210.3961373390558,192.0,210.3961373390558,102,16310
3_2_1,Ele,209.0006404098623,190.0,209.0006404098623,99,15615
3_2_2,Adv,218.90234948604993,196.0,218.90234948604993,99,10896
3_2_2,Ele,207.2427449641516,191.0,207.2427449641516,102,8787
3_2_3,Adv,214.9318400616135,195.0,214.9318400616135,99,15581
3_2_3,Ele,204.97233257661748,188.0,204.97233257661748,102,14096
3_2_4,Adv,208.21007076067727,189.0,208.21007076067727,99,15828
3_2_4,Ele,203.78571428571428,186.0,203.78571428571428,102,14630
3_2_5,Adv,207.65809939301974,191.0,207.65809939301974,102,21088
3_2_5,Ele,209.46209262435679,190.0,209.46209262435679,99,17490
3_3_1,Adv,215.4681994362227,198.0,215.4681994362227,102,22704
3_3_1,Ele,210.356996201622,191.0,210.356996201622,99,19482
3_3_2,Adv,211.3639739570774,193.0,211.3639739570774,102,20735
3_3_2,Ele,213.24944627357078,193.0,213.24944627357078,99,16705
3_3_3,Adv,212.73130532098892,191.0,212.73130532098892,99,19658
3_3_3,Ele,208.74724308233544,191.0,208.74724308233544,102,14781
3_3_4,Adv,213.1527125914711,194.0,213.1527125914711,99,19815
3_3_4,Ele,209.1689674915707,191.0,209.1689674915707,102,15719
3_3_5,Adv,211.5648490996703,192.0,211.5648490996703,102,19715
3_3_5,Ele,209.14631404567507,192.0,209.14631404567507,99,16902
3_4_1,Adv,211.89206204971765,193.0,211.89206204971765,98,15407
3_4_1,Ele,203.63295324971494,189.0,203.63295324971494,102,8770
3_4_2,Adv,211.52234067756456,192.0,211.52234067756456,102,21105
3_4_2,Ele,209.45633287608595,190.0,209.45633287608595,98,15309
3_4_3,Adv,212.34941963159224,192.0,212.34941963159224,102,15852
3_4_3,Ele,208.28101012348426,190.0,208.28101012348426,98,8989
3_4_4,Adv,209.52539097609204,192.0,209.52539097609204,102,22252
3_4_4,Ele,206.53635770234987,189.0,206.53635770234987,98,15320
3_4_5,Adv,211.35639518210496,192.0,211.35639518210496,102,13948
3_4_5,Ele,204.88593481989707,188.0,204.88593481989707,98,9328
3_5_1,Adv,212.3519347858904,193.0,212.3519347858904,99,19873
3_5_1,Ele,208.90957518543493,192.0,208.90957518543493,102,14830
3_5_2,Adv,215.4125203086921,195.0,215.4125203086921,99,19696
3_5_2,Ele,208.36653043665305,191.0,208.36653043665305,102,18596
3_5_3,Adv,208.34009036512396,192.0,208.34009036512396,102,16378
3_5_3,Ele,204.3021653543307,187.0,204.3021653543307,99,14224
3_5_4,Adv,206.06870229007635,189.0,206.06870229007635,99,19650
3_5_4,Ele,203.9037179796033,188.0,203.9037179796033,102,12453
3_6_1,Adv,207.72883473914402,189.0,207.72883473914402,99,16005
3_6_1,Ele,204.38019784645013,188.0,204.38019784645013,102,11423
3_6_2,Adv,206.15391361543521,189.0,206.15391361543521,102,9122
3_6_2,Ele,204.16756816425655,189.0,204.16756816425655,99,9059
3_6_3,Adv,214.04659111350963,195.0,214.04659111350963,99,11118
3_6_3,Ele,208.04701627486438,188.0,208.04701627486438,102,8848
3_6_4,Adv,210.16486340275898,191.0,210.16486340275898,102,14788
3_6_4,Ele,207.48091310186072,188.0,207.48091310186072,99,10426
3_6_5,Adv,209.91007194244605,190.0,209.91007194244605,99,19182
3_6_5,Ele,206.4746182126697,188.0,206.4746182126697,102,14144
3_6_6,Adv,206.53291429128296,189.0,206.53291429128296,102,20523
3_6_6,Ele,206.52909559589756,188.0,206.52909559589756,99,18233
3_6_7,Adv,206.07743319680125,187.0,206.07743319680125,99,10254
3_6_7,Ele,203.613684871312,187.0,203.613684871312,102,7965
3_7_1,Adv,211.41661821705426,193.0,211.41661821705426,102,20640
3_7_1,Ele,212.52711021664496,192.0,212.52711021664496,99,16894
3_7_2,Adv,207.37999770220588,191.0,207.37999770220588,102,17408
3_7_2,Ele,205.68262987012986,190.0,205.68262987012986,99,12320
3_7_3,Adv,209.74244429153654,192.0,209.74244429153654,102,18893
3_7_3,Ele,211.53435365212823,192.0,211.53435365212823,99,15224
3_7_4,Adv,212.93534324281737,193.0,212.93534324281737,99,19039
3_7_4,Ele,209.87404115426762,192.0,209.87404115426762,102,16426
3_7_5,Adv,211.98778339010926,191.0,211.98778339010926,99,17026
3_7_5,Ele,206.89204338647448,190.0,206.89204338647448,102,13737
3_7_6,Adv,202.19436957172806,187.0,202.19436957172806,102,13356
3_7_6,Ele,206.26192049853648,188.0,206.26192049853648,99,10591
3_7_7,Adv,208.52238062628402,190.0,208.52238062628402,99,16063
3_7_7,Ele,203.94005372543475,189.0,203.94005372543475,102,14146
3_8_1,Adv,211.08392428060716,191.0,211.08392428060716,98,17063
3_8_1,Ele,209.06622983160713,191.0,209.06622983160713,102,14193
3_8_2,Adv,212.2004121586811,192.0,212.2004121586811,99,13587
3_8_2,Ele,210.214692679558,192.0,210.214692679558,102,11584
3_8_3,Adv,205.91032138046057,190.0,205.91032138046057,102,15589
3_8_3,Ele,210.9258178603006,190.0,210.9258178603006,99,11310
3_8_4,Adv,206.53860819828407,189.0,206.53860819828407,102,15735
3_8_4,Ele,205.98270814272644,187.0,205.98270814272644,99,10930
3_8_5,Adv,213.45336472732797,194.0,213.45336472732797,99,13166
3_8_5,Ele,208.15291553133514,190.0,208.15291553133514,102,9175
3_8_6,Adv,209.52777073294445,191.0,209.52777073294445,99,15772
3_8_6,Ele,205.30331924080238,189.0,205.30331924080238,102,11117
3_9_1,Adv,211.6028555325944,194.0,211.6028555325944,102,10646
3_9_1,Ele,209.93219454948493,192.0,209.93219454948493,98,7669
3_9_2,Adv,208.5786256531598,191.0,208.5786256531598,102,20286
3_9_2,Ele,211.31567995704123,192.0,211.31567995704123,98,14898
3_9_3,Adv,203.70799365942028,188.0,203.70799365942028,102,17664
3_9_3,Ele,203.02403290993072,187.0,203.02403290993072,98,13856
3_9_4,Adv,206.6282958199357,189.0,206.6282958199357,98,17105
3_9_4,Ele,203.9314687744289,189.0,203.9314687744289,102,11513
