text_id,align_idx,level,mean_FirstPassGD,median_FirstPassGD,mean_nonzero_FirstPassGD,n_subjects,n_rows
1_10_7,26,Ele,257.27757009345794,218.0,257.27757009345794,111,1070
1_10_7,27,Adv,232.71626132570339,205.0,232.71626132570339,114,2097
1_10_7,27,Ele,239.70717948717947,212.0,239.70717948717947,113,1950
1_1_1,28,Adv,278.71576898118104,229.0,278.71576898118104,114,1541
1_1_1,28,Ele,248.97314949201743,210.0,248.97314949201743,114,1378
1_1_1,29,Adv,261.8324567993989,217.0,261.8324567993989,112,1331
1_1_1,29,Ele,249.22142857142856,213.0,249.22142857142856,113,1120
1_1_1,30,Adv,265.9159874608151,225.0,265.9159874608151,112,1595
1_1_1,30,Ele,252.4306898774984,214.0,252.4306898774984,112,1551
1_1_1,31,Adv,263.3263777421081,223.0,263.3263777421081,114,1869
1_1_1,31,Ele,256.74944567627495,216.0,256.74944567627495,113,1804
1_1_2,32,Adv,259.2043010752688,219.0,259.2043010752688,114,1023
1_1_2,33,Adv,275.6013628620102,233.0,275.6013628620102,113,587
1_1_2,33,Ele,256.3988269794721,210.0,256.3988269794721,112,682
1_1_2,34,Adv,255.8176291793313,217.0,255.8176291793313,114,1974
1_1_2,34,Ele,256.42378559463987,217.0,256.42378559463987,112,1791
1_1_2,35,Adv,254.6054054054054,221.0,254.6054054054054,109,740
1_1_2,35,Ele,245.5815028901734,210.0,245.5815028901734,113,865
1_1_2,36,Adv,234.39106753812635,209.0,234.39106753812635,114,918
1_1_2,36,Ele,240.10160965794768,215.5,240.10160965794768,112,994
1_1_2,37,Adv,282.53508771929825,230.5,282.53508771929825,114,912
1_1_2,37,Ele,239.83333333333334,193.0,239.83333333333334,112,276
1_1_3,38,Adv,273.6699826989619,220.5,273.6699826989619,114,2312
1_1_3,38,Ele,246.33512064343162,208.0,246.33512064343162,114,2238
1_1_3,39,Adv,272.1050656660413,223.0,272.1050656660413,114,1599
1_1_3,39,Ele,257.35,222.0,257.35,105,620
1_1_3,40,Adv,234.93437152391547,204.0,234.93437152391547,114,899
1_1_3,40,Ele,226.49175412293854,202.0,226.49175412293854,114,667
1_1_4,41,Adv,271.5335781741868,228.0,271.5335781741868,114,1906
1_1_4,41,Ele,237.01152213462706,209.0,237.01152213462706,114,1649
1_1_4,42,Adv,245.8138629283489,211.0,245.8138629283489,113,1284
1_1_4,42,Ele,246.61798679867988,210.0,246.61798679867988,114,1212
1_1_4,43,Adv,291.2165898617512,245.0,291.2165898617512,113,1085
1_1_4,43,Ele,255.6155462184874,212.0,255.6155462184874,114,952
1_1_4,44,Adv,242.33095723014256,208.0,242.33095723014256,113,982
1_1_5,45,Adv,277.03,226.0,277.03,112,1000
1_1_5,45,Ele,244.84967320261438,208.0,244.84967320261438,113,1071
1_1_5,46,Adv,242.36583184257603,204.0,242.36583184257603,112,1118
1_1_5,46,Ele,243.38023255813954,207.0,243.38023255813954,111,860
1_1_5,47,Adv,236.5,205.5,236.5,98,508
1_1_5,48,Adv,251.97037572254337,212.0,251.97037572254337,114,1384
1_1_5,48,Ele,237.7420127795527,203.0,237.7420127795527,114,1252
1_1_6,49,Adv,272.17650714729643,225.0,272.17650714729643,113,1609
1_1_6,50,Adv,240.0369978858351,213.0,240.0369978858351,111,946
1_1_6,51,Adv,258.5195173882186,213.0,258.5195173882186,113,1409
1_1_6,51,Ele,238.8627218934911,211.0,238.8627218934911,113,1690
1_1_6,52,Adv,250.80181695827724,216.0,250.80181695827724,114,2972
1_1_6,52,Ele,249.54076183695264,213.0,249.54076183695264,114,2809
1_1_7,53,Adv,252.60761904761904,201.0,252.60761904761904,111,525
1_1_7,53,Ele,247.75178571428572,204.5,247.75178571428572,114,560
1_1_7,54,Adv,241.25899280575538,217.0,241.25899280575538,106,695
1_1_7,55,Adv,243.00268096514745,213.5,243.00268096514745,109,746
1_1_7,55,Ele,232.49367088607596,204.0,232.49367088607596,110,790
1_1_7,56,Adv,261.0429864253394,227.0,261.0429864253394,109,884
1_1_7,56,Ele,244.95959595959596,215.0,244.95959595959596,114,1089
1_1_7,57,Adv,251.9345132743363,214.0,251.9345132743363,114,1130
1_1_7,57,Ele,243.2251655629139,214.0,243.2251655629139,112,1057
1_1_7,58,Adv,246.90732436472348,212.0,246.90732436472348,113,1338
1_1_7,58,Ele,233.3524656426839,200.0,233.3524656426839,114,1237
1_1_7,59,Adv,248.18331374853113,221.0,248.18331374853113,110,851
1_1_7,60,Adv,227.87826961770622,200.0,227.87826961770622,114,994
1_2_1,61,Adv,267.3633501259446,222.0,267.3633501259446,114,1588
1_2_1,61,Ele,264.57285180572853,225.5,264.57285180572853,113,1606
1_2_1,62,Adv,273.450999512433,229.0,273.450999512433,114,2051
1_2_1,62,Ele,255.99558498896246,219.0,255.99558498896246,111,1359
1_2_1,63,Adv,259.9779806659506,219.0,259.9779806659506,113,1862
1_2_1,63,Ele,254.2420091324201,220.0,254.2420091324201,111,1095
1_2_1,64,Adv,253.71730151445618,217.0,253.71730151445618,113,2179
1_2_1,64,Ele,247.40875553369403,216.0,247.40875553369403,113,2033
1_2_2,65,Adv,269.4934725848564,221.0,269.4934725848564,111,766
1_2_2,65,Ele,235.5697074010327,201.0,235.5697074010327,114,581
1_2_2,66,Adv,297.65711252653927,235.0,297.65711252653927,112,942
1_2_2,66,Ele,263.5641975308642,217.0,263.5641975308642,113,810
1_2_2,67,Adv,251.37972972972972,218.0,251.37972972972972,107,740
1_2_2,67,Ele,239.22162883845127,215.0,239.22162883845127,111,749
1_2_2,68,Adv,255.2056524353578,214.0,255.2056524353578,110,1663
1_2_2,68,Ele,247.94057815845824,213.0,247.94057815845824,114,1868
1_2_2,69,Adv,255.78738884397737,213.0,255.78738884397737,111,1237
1_2_2,69,Ele,244.99851301115243,219.0,244.99851301115243,114,1345
1_2_2,70,Adv,249.43562110039704,210.0,249.43562110039704,114,1763
1_2_2,70,Ele,253.0233265720081,218.0,253.0233265720081,114,1972
1_2_3,71,Adv,251.32397660818714,217.0,251.32397660818714,114,1710
1_2_3,72,Adv,256.4796205200281,217.0,256.4796205200281,114,2846
1_2_3,72,Ele,263.8003875968992,223.0,263.8003875968992,114,2580
1_2_3,73,Adv,256.90721129601616,212.0,256.90721129601616,113,1983
1_2_3,73,Ele,247.42051756007393,209.0,247.42051756007393,114,2164
1_2_3,74,Adv,229.42592592592592,198.0,229.42592592592592,113,918
1_2_4,75,Adv,254.0409879138203,215.0,254.0409879138203,113,1903
1_2_4,75,Ele,256.5582356995176,214.0,256.5582356995176,114,1451
1_2_4,76,Adv,250.89358889623264,222.0,250.89358889623264,112,1513
1_2_4,76,Ele,248.27822286962856,215.0,248.27822286962856,111,1373
1_2_4,77,Adv,239.56600189933522,216.0,239.56600189933522,112,1053
1_2_4,77,Ele,225.75170842824602,205.0,225.75170842824602,102,439
1_2_4,78,Adv,231.12735849056602,201.0,231.12735849056602,107,424
1_2_4,78,Ele,227.01583113456465,203.0,227.01583113456465,104,379
1_2_4,79,Adv,255.4391143911439,217.5,255.4391143911439,104,542
1_2_4,79,Ele,226.8498023715415,204.0,226.8498023715415,100,253
1_2_4,80,Adv,215.17241379310346,183.0,215.17241379310346,107,377
1_2_4,80,Ele,246.2086092715232,215.5,246.2086092715232,104,302
1_2_4,81,Adv,240.10054644808744,207.0,240.10054644808744,114,1830
1_2_4,81,Ele,234.61625282167043,205.0,234.61625282167043,114,886
1_2_5,82,Adv,246.95136778115503,206.0,246.95136778115503,114,1316
1_2_5,82,Ele,248.55882352941177,208.0,248.55882352941177,114,1190
1_2_5,83,Adv,250.07375478927204,217.5,250.07375478927204,110,1044
1_2_5,83,Ele,257.1329690346084,220.0,257.1329690346084,113,1098
1_2_5,84,Adv,252.5221637866266,219.0,252.5221637866266,112,1331
1_2_5,84,Ele,246.04814004376368,209.0,246.04814004376368,111,914
1_2_5,85,Adv,242.49287749287748,217.0,242.49287749287748,114,1404
1_2_5,85,Ele,231.83333333333334,204.0,231.83333333333334,114,1260
1_2_5,86,Adv,237.30784844384303,209.0,237.30784844384303,114,1478
1_2_6,87,Adv,269.8376762067493,225.0,269.8376762067493,114,2341
1_2_6,87,Ele,238.990977443609,207.0,238.990977443609,113,1330
1_2_6,88,Adv,283.0,217.0,283.0,109,681
1_2_6,88,Ele,269.22824536376606,230.0,269.22824536376606,108,701
1_2_6,89,Adv,273.86097318768617,226.0,273.86097318768617,114,1007
1_2_6,89,Ele,236.8266438941076,216.0,236.8266438941076,114,1171
1_3_1,90,Adv,253.74184149184148,210.0,253.74184149184148,114,1716
1_3_1,90,Ele,230.73145309625997,204.0,230.73145309625997,113,1631
1_3_1,91,Adv,291.98722986247543,241.5,291.98722986247543,113,1018
1_3_1,91,Ele,267.07649043869515,224.0,267.07649043869515,114,889
1_3_1,92,Adv,287.26407369498463,226.0,287.26407369498463,114,977
1_3_1,92,Ele,243.37025316455697,208.5,243.37025316455697,111,1264
1_3_1,93,Adv,254.5869297163995,205.0,254.5869297163995,113,811
1_3_1,93,Ele,228.94799054373522,200.0,228.94799054373522,114,846
1_3_2,94,Adv,251.41548042704628,212.0,251.41548042704628,114,1124
1_3_2,94,Ele,251.00825471698113,212.5,251.00825471698113,113,848
1_3_2,95,Adv,256.80854560394414,218.0,256.80854560394414,113,1217
1_3_2,95,Ele,275.72533136966126,225.0,275.72533136966126,113,1358
1_3_2,96,Adv,270.8707991038088,236.0,270.8707991038088,111,1339
1_3_2,96,Ele,257.5124378109453,221.0,257.5124378109453,111,603
1_3_2,97,Adv,269.07736943907156,223.0,269.07736943907156,114,1034
1_3_2,97,Ele,252.70250521920667,215.0,252.70250521920667,114,958
1_3_3,98,Adv,280.9931773879142,219.0,280.9931773879142,113,1026
1_3_3,98,Ele,247.25894897182025,215.0,247.25894897182025,114,1313
1_3_3,99,Adv,239.23626373626374,206.0,239.23626373626374,96,182
1_3_3,99,Ele,276.25,231.5,276.25,99,180
1_3_3,100,Adv,277.1426332288401,238.0,277.1426332288401,107,638
1_3_3,100,Ele,251.65924895688457,227.0,251.65924895688457,103,719
1_3_3,101,Adv,237.5893536121673,210.0,237.5893536121673,106,789
1_3_3,101,Ele,246.16901408450704,226.0,246.16901408450704,92,213
1_3_3,102,Adv,286.33830845771143,233.0,286.33830845771143,111,1005
1_3_3,102,Ele,227.00597609561754,204.5,227.00597609561754,101,502
1_3_3,103,Adv,258.2526315789474,222.0,258.2526315789474,102,190
1_3_3,103,Ele,218.27626459143968,190.0,218.27626459143968,100,257
1_3_3,104,Adv,240.74195961106955,210.0,240.74195961106955,112,1337
1_3_3,104,Ele,238.8289855072464,210.5,238.8289855072464,114,1380
1_3_3,105,Adv,256.4308510638298,210.5,256.4308510638298,114,564
1_3_3,105,Ele,264.9863713798978,211.0,264.9863713798978,114,587
1_3_4,106,Adv,244.18154538634658,212.0,244.18154538634658,113,1333
1_3_4,106,Ele,235.6468085106383,201.0,235.6468085106383,114,470
1_3_4,107,Adv,269.797124600639,229.5,269.797124600639,102,626
1_3_4,107,Ele,246.7558620689655,206.0,246.7558620689655,102,725
1_3_4,108,Adv,259.8386433710175,222.0,259.8386433710175,108,973
1_3_4,108,Ele,236.96217494089834,206.5,236.96217494089834,111,846
1_3_4,109,Adv,263.4054054054054,224.5,263.4054054054054,111,1036
1_3_4,110,Adv,264.78023407022107,225.0,264.78023407022107,112,2307
1_3_4,110,Ele,248.48542341508562,215.0,248.48542341508562,113,2161
1_3_5,111,Adv,237.14217633042097,212.0,237.14217633042097,112,1259
1_3_5,112,Adv,278.1331210191083,227.0,278.1331210191083,113,1570
1_3_5,112,Ele,299.19208494208493,215.0,299.19208494208493,113,1036
1_3_5,113,Adv,293.18374558303884,241.0,293.18374558303884,110,849
1_3_5,114,Adv,251.1059426229508,215.0,251.1059426229508,114,4880
1_3_5,114,Ele,245.2660687593423,209.0,245.2660687593423,114,2676
1_4_1,115,Adv,241.1067415730337,208.0,241.1067415730337,113,1246
1_4_1,115,Ele,238.43223736968724,211.0,238.43223736968724,114,1247
1_4_1,116,Adv,253.9156010230179,221.0,253.9156010230179,110,1173
1_4_1,116,Ele,246.15857011915674,212.0,246.15857011915674,109,1091
1_4_1,117,Adv,261.82377837629855,221.0,261.82377837629855,114,2599
1_4_1,117,Ele,256.1796143250689,214.0,256.1796143250689,112,1815
1_4_1,119,Adv,249.58493975903613,214.0,249.58493975903613,113,3320
1_4_1,119,Ele,244.4148629148629,214.0,244.4148629148629,113,2772
1_4_2,120,Adv,298.2095077829197,241.0,298.2095077829197,114,2377
1_4_2,120,Ele,263.13139418254764,218.0,263.13139418254764,114,1994
1_4_2,121,Adv,255.06428571428572,227.5,255.06428571428572,111,840
1_4_2,121,Ele,253.6961869618696,224.0,253.6961869618696,107,813
1_4_2,122,Adv,266.08681842244573,217.0,266.08681842244573,113,1889
1_4_2,122,Ele,249.44581280788177,209.0,249.44581280788177,114,1624
1_4_2,123,Adv,234.91143497757847,206.0,234.91143497757847,112,892
1_4_2,123,Ele,240.29239766081872,216.5,240.29239766081872,103,342
1_4_2,124,Adv,239.24161073825502,201.5,239.24161073825502,104,596
1_4_2,124,Ele,250.70531400966183,220.0,250.70531400966183,105,621
1_4_2,125,Adv,249.10471204188482,217.0,249.10471204188482,110,764
1_4_2,125,Ele,245.7001356852103,214.0,245.7001356852103,111,737
1_4_2,126,Adv,237.37174348697394,208.5,237.37174348697394,112,998
1_4_2,126,Ele,238.16742596810934,208.5,238.16742596810934,112,878
1_4_2,127,Adv,258.89166666666665,210.0,258.89166666666665,112,480
1_4_2,127,Ele,215.65762004175366,190.0,215.65762004175366,112,479
1_4_3,128,Adv,254.55887230514097,216.0,254.55887230514097,114,1206
1_4_3,128,Ele,243.22611464968153,208.0,243.22611464968153,114,1256
1_4_3,129,Adv,283.78300330033005,226.0,283.78300330033005,114,1212
1_4_3,129,Ele,240.30825688073395,211.0,240.30825688073395,113,1090
1_4_3,130,Adv,260.86133333333333,229.0,260.86133333333333,111,750
1_4_3,130,Ele,231.02325581395348,211.0,231.02325581395348,109,602
1_4_3,131,Adv,286.4308510638298,235.0,286.4308510638298,114,1128
1_4_3,131,Ele,242.60662983425414,208.0,242.60662983425414,113,905
1_4_3,132,Adv,271.1434173669468,227.0,271.1434173669468,114,1785
1_4_3,132,Ele,241.33116883116884,213.0,241.33116883116884,112,770
1_4_4,133,Adv,257.3034682080925,212.0,257.3034682080925,114,1384
1_4_4,133,Ele,241.6735028712059,210.0,241.6735028712059,112,1219
1_4_4,134,Adv,242.56769596199524,203.0,242.56769596199524,107,842
1_4_4,134,Ele,244.06650246305418,212.0,244.06650246305418,110,812
1_4_4,135,Adv,284.45699614890884,235.0,284.45699614890884,110,779
1_4_4,135,Ele,258.42638036809814,222.0,258.42638036809814,108,652
1_4_4,136,Adv,263.50791556728234,224.0,263.50791556728234,112,758
1_4_4,136,Ele,222.2757281553398,192.0,222.2757281553398,107,515
1_4_4,137,Adv,252.88839941262847,219.0,252.88839941262847,111,681
1_4_4,137,Ele,255.65327695560254,229.0,255.65327695560254,105,473
1_4_4,138,Adv,260.50985761226724,216.0,260.50985761226724,114,1826
1_4_4,138,Ele,248.53468208092485,218.0,248.53468208092485,113,1730
1_4_4,139,Adv,259.89820359281435,217.0,259.89820359281435,107,668
1_4_4,139,Ele,232.81843575418995,205.5,232.81843575418995,105,358
1_4_4,140,Adv,252.5071942446043,212.0,252.5071942446043,105,556
1_4_4,140,Ele,239.3551912568306,211.5,239.3551912568306,110,732
1_4_4,141,Adv,244.91277258566979,217.0,244.91277258566979,111,963
1_4_5,142,Adv,252.231718061674,214.0,252.231718061674,113,1135
1_4_5,142,Ele,262.93229643183895,219.0,262.93229643183895,114,1093
1_4_5,143,Adv,238.4824840764331,209.0,238.4824840764331,114,1256
1_4_5,143,Ele,253.21640488656195,211.0,253.21640488656195,112,1146
1_4_5,144,Adv,253.24109792284867,217.0,253.24109792284867,114,1348
1_4_5,144,Ele,237.36106750392466,211.0,237.36106750392466,113,1274
1_4_5,145,Adv,256.02763385146807,216.5,256.02763385146807,114,1158
1_4_5,145,Ele,258.25857740585775,212.0,258.25857740585775,114,1195
1_5_1,146,Adv,275.9834050399508,226.0,275.9834050399508,114,1627
1_5_1,146,Ele,256.75883342680874,219.0,256.75883342680874,114,1783
1_5_1,147,Adv,277.8856907894737,222.0,277.8856907894737,113,1216
1_5_1,147,Ele,254.60017497812774,215.0,254.60017497812774,113,1143
1_5_1,148,Adv,235.99133448873482,205.5,235.99133448873482,111,1154
1_5_1,148,Ele,228.85847107438016,202.0,228.85847107438016,112,968
1_5_2,149,Adv,273.62382445141066,221.0,273.62382445141066,114,1276
1_5_2,149,Ele,245.77927548441448,212.0,245.77927548441448,114,1187
1_5_2,150,Adv,255.01811125485122,208.0,255.01811125485122,107,773
1_5_2,150,Ele,280.37335092348286,229.5,280.37335092348286,111,758
1_5_2,151,Adv,248.6675094816688,215.0,248.6675094816688,109,791
1_5_2,151,Ele,233.6497175141243,197.0,233.6497175141243,112,885
1_5_2,152,Adv,261.2470930232558,223.0,261.2470930232558,110,1376
1_5_2,152,Ele,244.09112519809827,209.0,244.09112519809827,113,1262
1_5_2,153,Adv,254.87864077669903,213.0,254.87864077669903,111,2678
1_5_2,153,Ele,240.77206477732793,213.0,240.77206477732793,112,2470
1_5_2,154,Adv,254.11167883211678,213.0,254.11167883211678,114,1370
1_5_2,154,Ele,224.85749086479902,195.0,224.85749086479902,110,821
1_5_3,155,Adv,269.42219215155615,229.0,269.42219215155615,114,2217
1_5_3,155,Ele,274.26435152374205,226.0,274.26435152374205,114,1411
1_5_3,156,Adv,250.419595314164,217.0,250.419595314164,111,939
1_5_3,156,Ele,272.2683438155136,226.0,272.2683438155136,111,954
1_5_3,157,Adv,262.7148981779207,223.0,262.7148981779207,114,1866
1_5_3,157,Ele,253.53361792956244,214.0,253.53361792956244,114,1874
1_5_3,158,Adv,270.99018003273324,218.0,270.99018003273324,114,1833
1_5_3,158,Ele,242.90788013318536,208.0,242.90788013318536,113,901
1_5_4,159,Adv,281.26332288401255,210.0,281.26332288401255,111,319
1_5_4,159,Ele,268.7548387096774,220.5,268.7548387096774,113,310
1_5_4,160,Adv,286.90784982935156,241.0,286.90784982935156,110,1172
1_5_4,160,Ele,262.87361111111113,224.0,262.87361111111113,107,720
1_5_4,161,Adv,258.3803363518758,218.0,258.3803363518758,104,773
1_5_4,162,Adv,258.03367003367003,214.0,258.03367003367003,92,297
1_5_4,163,Adv,266.63083090379007,226.0,266.63083090379007,112,2744
1_5_4,163,Ele,251.05103211009174,219.5,251.05103211009174,112,1744
1_5_4,164,Adv,262.78896882494007,219.0,262.78896882494007,110,1251
1_5_4,164,Ele,243.77413640389724,213.0,243.77413640389724,110,1129
1_5_4,165,Adv,258.32263242375603,218.0,258.32263242375603,113,1869
1_5_4,165,Ele,239.04989270386267,210.0,239.04989270386267,114,1864
1_5_5,166,Adv,260.1496259351621,223.5,260.1496259351621,114,1604
1_5_5,166,Ele,282.09963636363636,226.0,282.09963636363636,114,1375
1_5_5,167,Adv,271.607560137457,226.0,271.607560137457,111,1455
1_5_5,167,Ele,282.5077821011673,237.0,282.5077821011673,114,1542
1_5_5,168,Adv,263.5764447695684,223.0,263.5764447695684,114,1367
1_5_5,168,Ele,259.36008522727275,218.0,259.36008522727275,114,1408
1_6_1,169,Adv,290.9967170059094,225.0,290.9967170059094,114,1523
1_6_1,169,Ele,263.7986928104575,212.5,263.7986928104575,114,1530
1_6_1,170,Adv,259.16234887737477,211.0,259.16234887737477,111,1737
1_6_1,170,Ele,253.3642195295795,213.0,253.3642195295795,114,1403
1_6_1,171,Adv,275.5543781372002,226.0,275.5543781372002,113,1793
1_6_1,171,Ele,272.82191780821915,225.0,272.82191780821915,112,803
1_6_2,172,Adv,256.308568329718,223.0,256.308568329718,114,1844
1_6_2,172,Ele,272.3993103448276,222.0,272.3993103448276,114,1450
1_6_2,173,Adv,277.2037127503664,226.0,277.2037127503664,111,2047
1_6_2,173,Ele,260.098633392751,217.0,260.098633392751,111,1683
1_6_2,174,Adv,254.17135549872123,223.0,254.17135549872123,98,391
1_6_2,174,Ele,249.14882032667876,215.0,249.14882032667876,107,551
1_6_2,175,Adv,242.05021520803444,211.0,242.05021520803444,114,1394
1_6_2,175,Ele,244.67567567567568,203.5,244.67567567567568,112,1480
1_6_2,176,Adv,216.10166358595194,188.0,216.10166358595194,114,541
1_6_2,176,Ele,245.7773851590106,214.0,245.7773851590106,112,566
1_6_3,177,Adv,276.67241379310343,216.0,276.67241379310343,114,1914
1_6_3,177,Ele,254.25518433179724,215.0,254.25518433179724,114,1736
1_6_3,178,Adv,248.04388185654008,211.0,248.04388185654008,111,1185
1_6_3,178,Ele,257.4952380952381,222.0,257.4952380952381,112,1050
1_6_3,179,Adv,254.50125523012554,217.0,254.50125523012554,112,1195
1_6_3,179,Ele,237.69641367806506,205.0,237.69641367806506,114,1199
1_6_3,180,Adv,286.8674293405114,226.0,286.8674293405114,114,1486
1_6_3,180,Ele,249.1074297188755,212.5,249.1074297188755,114,996
1_6_4,181,Adv,247.2822822822823,212.0,247.2822822822823,112,999
1_6_4,181,Ele,255.9884437596302,213.0,255.9884437596302,112,1298
1_6_4,182,Adv,254.7634892086331,214.5,254.7634892086331,113,1112
1_6_4,182,Ele,250.55565693430657,213.0,250.55565693430657,112,1096
1_6_4,183,Adv,270.5059880239521,216.0,270.5059880239521,114,1002
1_6_4,183,Ele,266.7570977917981,220.0,266.7570977917981,113,951
1_6_4,184,Adv,246.72680788897006,212.0,246.72680788897006,112,1369
1_6_4,184,Ele,269.96246648793567,228.0,269.96246648793567,114,1119
1_6_4,185,Adv,255.84031791907515,221.0,255.84031791907515,113,1384
1_6_4,185,Ele,243.69661266568482,212.0,243.69661266568482,114,1358
1_7_1,186,Adv,271.81087333718915,221.0,271.81087333718915,114,1729
1_7_1,186,Ele,259.9488031914894,210.0,259.9488031914894,114,1504
1_7_1,187,Adv,263.10919540229884,222.5,263.10919540229884,114,1566
1_7_1,187,Ele,258.99264705882354,222.0,258.99264705882354,109,952
1_7_1,188,Adv,251.6892911010558,218.0,251.6892911010558,114,1989
1_7_1,188,Ele,228.7940119760479,198.0,228.7940119760479,113,1670
1_7_1,189,Adv,237.65539906103285,204.0,237.65539906103285,112,1065
1_7_1,189,Ele,247.38032532920218,212.0,247.38032532920218,113,1291
1_7_1,190,Adv,263.19159456118666,225.0,263.19159456118666,110,809
1_7_1,190,Ele,250.78308026030368,217.5,250.78308026030368,113,922
1_7_1,191,Adv,239.84272997032642,209.0,239.84272997032642,103,337
1_7_1,191,Ele,235.38192419825072,199.0,235.38192419825072,105,343
1_7_1,192,Adv,234.95824175824177,209.0,234.95824175824177,108,455
1_7_1,192,Ele,233.6400778210117,206.5,233.6400778210117,111,514
1_7_1,193,Adv,236.10887096774192,198.0,236.10887096774192,110,248
1_7_1,193,Ele,285.29460580912865,224.0,285.29460580912865,114,241
1_7_2,194,Adv,252.66944734098018,215.0,252.66944734098018,114,1918
1_7_2,194,Ele,253.3274470232089,210.0,253.3274470232089,112,1982
1_7_2,195,Adv,246.91554357592094,219.0,246.91554357592094,111,1113
1_7_2,195,Ele,250.93308890925755,220.0,250.93308890925755,110,1091
1_7_2,196,Adv,248.196644295302,221.5,248.196644295302,110,1490
1_7_2,196,Ele,244.84750957854405,214.0,244.84750957854405,112,1305
1_7_2,197,Adv,231.09450038729668,206.0,231.09450038729668,112,1291
1_7_2,197,Ele,232.83109707971587,200.0,232.83109707971587,111,1267
1_7_2,198,Adv,226.70399305555554,204.0,226.70399305555554,114,1152
1_7_2,198,Ele,232.3604549431321,205.0,232.3604549431321,113,1143
1_7_3,199,Adv,258.0400348128808,208.0,258.0400348128808,114,1149
1_7_3,199,Ele,240.35378715244488,205.0,240.35378715244488,113,1043
1_7_3,200,Adv,253.14705882352942,221.5,253.14705882352942,106,578
