text_id,align_idx,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_10_5,16,Adv,219.2586499321574,201.0,219.2586499321574,113,5896
1_10_5,16,Ele,209.2304325437693,192.0,209.2304325437693,114,3884
1_10_5,17,Adv,213.61165428236214,198.0,213.61165428236214,113,7671
1_10_5,17,Ele,199.9202762084118,183.0,199.9202762084118,114,3186
1_10_6,18,Adv,207.6701947502117,192.0,207.6701947502117,114,4724
1_10_6,18,Ele,217.50261324041813,197.0,217.50261324041813,114,3444
1_10_6,19,Adv,209.03506444275968,194.0,209.03506444275968,114,5276
1_10_6,19,Ele,214.7759190417183,195.0,214.7759190417183,113,4842
1_10_6,20,Adv,210.55698529411765,191.0,210.55698529411765,114,2720
1_10_6,20,Ele,221.14058577405856,196.0,221.14058577405856,110,2390
1_10_6,21,Adv,216.97935103244836,196.5,216.97935103244836,112,2034
1_10_6,22,Adv,204.3523676880223,190.0,204.3523676880223,113,2154
1_10_6,22,Ele,208.32443531827516,191.0,208.32443531827516,110,1948
1_10_6,23,Adv,204.10428305400373,187.0,204.10428305400373,112,2148
1_10_7,24,Adv,205.2035595105673,190.0,205.2035595105673,114,4495
1_10_7,24,Ele,218.67743644067798,197.0,218.67743644067798,114,1888
1_10_7,25,Adv,206.829883805374,187.5,206.829883805374,114,5508
1_10_7,25,Ele,210.70778947368422,193.0,210.70778947368422,114,4750
1_10_7,26,Adv,210.20964987190436,193.0,210.20964987190436,113,2342
1_10_7,26,Ele,212.14182402571313,196.0,212.14182402571313,113,2489
1_10_7,27,Adv,204.5135007105637,188.0,204.5135007105637,114,4222
1_10_7,27,Ele,206.14571637783743,190.0,206.14571637783743,113,4097
1_1_1,28,Adv,216.8251994368841,198.0,216.8251994368841,114,4262
1_1_1,28,Ele,217.3195359046723,198.0,217.3195359046723,114,3189
1_1_1,29,Adv,212.61078582434516,194.0,212.61078582434516,114,3245
1_1_1,29,Ele,211.81973581973583,192.0,211.81973581973583,114,2574
1_1_1,30,Adv,206.41613345521023,191.0,206.41613345521023,114,4376
1_1_1,30,Ele,208.15499700777977,191.0,208.15499700777977,113,3342
1_1_1,31,Adv,215.8307847082495,199.0,215.8307847082495,114,4970
1_1_1,31,Ele,216.38209266007289,196.0,216.38209266007289,113,3842
1_1_2,32,Adv,211.23401420959146,195.0,211.23401420959146,114,2252
1_1_2,33,Adv,212.00059916117436,198.0,212.00059916117436,113,1669
1_1_2,33,Ele,213.41527857553132,196.0,213.41527857553132,114,1741
1_1_2,34,Adv,204.48963531669867,190.0,204.48963531669867,114,5210
1_1_2,34,Ele,210.85480789641264,194.0,210.85480789641264,114,4711
1_1_2,35,Adv,208.76605774896876,192.0,208.76605774896876,114,1697
1_1_2,35,Ele,209.93193420306295,192.0,209.93193420306295,114,1763
1_1_2,36,Adv,208.0991304347826,193.0,208.0991304347826,114,1725
1_1_2,36,Ele,211.70168311085317,197.0,211.70168311085317,113,1723
1_1_2,37,Adv,218.48938134810712,199.0,218.48938134810712,114,2166
1_1_2,37,Ele,207.91525423728814,183.0,207.91525423728814,112,413
1_1_3,38,Adv,214.16183348924227,196.0,214.16183348924227,114,6414
1_1_3,38,Ele,208.15541659003128,191.0,208.15541659003128,114,5437
1_1_3,39,Adv,214.338629142079,194.0,214.338629142079,114,4406
1_1_3,39,Ele,210.79653401797177,200.0,210.79653401797177,113,1558
1_1_3,40,Adv,208.04316972205797,190.0,208.04316972205797,114,1691
1_1_3,40,Ele,202.91751767478397,190.0,202.91751767478397,114,1273
1_1_4,41,Adv,214.30030150753768,199.0,214.30030150753768,114,4975
1_1_4,41,Ele,206.0009254974549,194.0,206.0009254974549,114,4322
1_1_4,42,Adv,206.66502732240437,192.0,206.66502732240437,114,3660
1_1_4,42,Ele,204.3512355848435,186.0,204.3512355848435,114,3035
1_1_4,43,Adv,214.11676829268293,198.0,214.11676829268293,113,3280
1_1_4,43,Ele,208.65173192771084,192.0,208.65173192771084,114,2656
1_1_4,44,Adv,214.8825705039297,197.0,214.8825705039297,113,2163
1_1_5,45,Adv,215.19082235347568,195.0,215.19082235347568,113,2201
1_1_5,45,Ele,205.1252151462995,191.0,205.1252151462995,114,2324
1_1_5,46,Adv,205.97463909481075,190.0,205.97463909481075,113,2563
1_1_5,46,Ele,200.18090185676394,186.0,200.18090185676394,114,1885
1_1_5,47,Adv,207.754329004329,193.5,207.754329004329,106,924
1_1_5,48,Adv,213.59838575006958,194.0,213.59838575006958,114,3593
1_1_5,48,Ele,204.2194832194832,187.0,204.2194832194832,114,3367
1_1_6,49,Adv,210.327506899724,195.0,210.327506899724,114,4348
1_1_6,50,Adv,208.038105046344,194.0,208.038105046344,114,2913
1_1_6,51,Adv,206.17391304347825,189.0,206.17391304347825,114,4209
1_1_6,51,Ele,207.22364779874215,193.0,207.22364779874215,114,3975
1_1_6,52,Adv,207.6195219123506,192.0,207.6195219123506,114,7530
1_1_6,52,Ele,214.12067337948395,195.0,214.12067337948395,114,6356
1_1_7,53,Adv,209.71335740072203,190.0,209.71335740072203,114,1385
1_1_7,53,Ele,200.4206471494607,186.0,200.4206471494607,114,1298
1_1_7,54,Adv,208.01408450704224,195.0,208.01408450704224,114,1633
1_1_7,55,Adv,221.19391261659302,203.0,221.19391261659302,114,2037
1_1_7,55,Ele,204.34352418010005,190.0,204.34352418010005,114,1799
1_1_7,56,Adv,212.475,196.0,212.475,114,2440
1_1_7,56,Ele,207.27427724240178,192.0,207.27427724240178,114,2698
1_1_7,57,Adv,208.7972844963688,191.0,208.7972844963688,114,3167
1_1_7,57,Ele,206.5840799448656,191.0,206.5840799448656,114,2902
1_1_7,58,Adv,211.93118019921522,193.0,211.93118019921522,114,3313
1_1_7,58,Ele,196.72976287816843,182.0,196.72976287816843,114,2446
1_1_7,59,Adv,216.2103986135182,200.0,216.2103986135182,114,2885
1_1_7,60,Adv,210.17013888888889,192.0,210.17013888888889,114,2016
1_2_1,61,Adv,216.86970596169408,196.0,216.86970596169408,114,3707
1_2_1,61,Ele,207.5605700712589,190.0,207.5605700712589,114,3368
1_2_1,62,Adv,214.47641913908421,196.0,214.47641913908421,114,5831
1_2_1,62,Ele,212.95324532453245,195.0,212.95324532453245,114,3636
1_2_1,63,Adv,215.44774136403896,196.0,215.44774136403896,114,4516
1_2_1,63,Ele,211.6074529667149,194.0,211.6074529667149,113,2764
1_2_1,64,Adv,212.4160799454917,196.0,212.4160799454917,113,4403
1_2_1,64,Ele,205.0752427184466,189.0,205.0752427184466,113,4120
1_2_2,65,Adv,216.82618613138686,196.0,216.82618613138686,114,2192
1_2_2,65,Ele,208.0737541528239,191.0,208.0737541528239,114,1505
1_2_2,66,Adv,213.7421150278293,196.0,213.7421150278293,114,2695
1_2_2,66,Ele,203.6297322253001,187.0,203.6297322253001,114,2166
1_2_2,67,Adv,209.07150900900902,194.0,209.07150900900902,114,1776
1_2_2,67,Ele,199.16255144032922,184.5,199.16255144032922,113,1944
1_2_2,68,Adv,215.87376058041113,193.0,215.87376058041113,114,4135
1_2_2,68,Ele,207.88307823129253,191.0,207.88307823129253,114,4704
1_2_2,69,Adv,215.46034167175108,199.0,215.46034167175108,114,3278
1_2_2,69,Ele,202.97096362476069,189.0,202.97096362476069,114,3134
1_2_2,70,Adv,213.66119828815977,196.0,213.66119828815977,114,4206
1_2_2,70,Ele,217.48515070921985,195.0,217.48515070921985,114,4512
1_2_3,71,Adv,208.2340954274354,193.0,208.2340954274354,114,4024
1_2_3,72,Adv,209.89409195681185,194.0,209.89409195681185,114,8243
1_2_3,72,Ele,218.5009001523335,198.0,218.5009001523335,114,7221
1_2_3,73,Adv,212.73151098440383,194.0,212.73151098440383,114,5963
1_2_3,73,Ele,215.42270992366412,195.0,215.42270992366412,114,5240
1_2_3,74,Adv,202.0682634730539,186.0,202.0682634730539,113,1670
1_2_4,75,Adv,204.45457936952062,189.0,204.45457936952062,114,5361
1_2_4,75,Ele,213.2886688668867,196.0,213.2886688668867,114,4545
1_2_4,76,Adv,206.57677008750994,195.0,206.57677008750994,114,3771
1_2_4,76,Ele,208.28789186079953,191.0,208.28789186079953,114,3477
1_2_4,77,Adv,207.3002079002079,194.0,207.3002079002079,114,2405
1_2_4,77,Ele,203.7863247863248,192.5,203.7863247863248,114,936
1_2_4,78,Adv,199.19505494505495,185.0,199.19505494505495,114,1092
1_2_4,78,Ele,209.05696757230498,192.0,209.05696757230498,114,1141
1_2_4,79,Adv,211.29943502824858,196.0,211.29943502824858,114,1239
1_2_4,79,Ele,203.05689655172415,189.0,203.05689655172415,114,580
1_2_4,80,Adv,191.6890243902439,175.0,191.6890243902439,113,820
1_2_4,80,Ele,203.61561119293077,182.0,203.61561119293077,113,679
1_2_4,81,Adv,199.55916585838992,186.0,199.55916585838992,114,4124
1_2_4,81,Ele,203.02375809935205,187.0,203.02375809935205,114,1852
1_2_5,82,Adv,207.31573001976844,190.0,207.31573001976844,114,3541
1_2_5,82,Ele,207.6577523081821,191.0,207.6577523081821,114,3141
1_2_5,83,Adv,210.99075678798383,193.0,210.99075678798383,114,3462
1_2_5,83,Ele,214.51146131805157,198.0,214.51146131805157,114,3490
1_2_5,84,Adv,210.2412358882947,196.0,210.2412358882947,114,3366
1_2_5,84,Ele,210.09351892127012,190.0,210.09351892127012,114,2299
1_2_5,85,Adv,206.5437121721587,190.0,206.5437121721587,114,2974
1_2_5,85,Ele,203.79418604651164,189.0,203.79418604651164,114,2580
1_2_5,86,Adv,200.27906976744185,187.0,200.27906976744185,114,2924
1_2_6,87,Adv,218.0789756172366,200.0,218.0789756172366,114,6521
1_2_6,87,Ele,204.11377059372086,189.0,204.11377059372086,114,3217
1_2_6,88,Adv,219.90235081374323,201.0,219.90235081374323,114,2212
1_2_6,88,Ele,211.89640591966173,193.5,211.89640591966173,114,1892
1_2_6,89,Adv,224.73145869947277,204.0,224.73145869947277,114,2845
1_2_6,89,Ele,208.7368207623682,195.0,208.7368207623682,114,2466
1_3_1,90,Adv,213.7696564445469,195.0,213.7696564445469,114,4337
1_3_1,90,Ele,205.01315404852383,189.0,205.01315404852383,114,3421
1_3_1,91,Adv,222.37166991552957,204.0,222.37166991552957,114,3078
1_3_1,91,Ele,208.0567721005677,192.0,208.0567721005677,114,2466
1_3_1,92,Adv,221.91053048297704,203.0,221.91053048297704,114,2526
1_3_1,92,Ele,212.7999267130817,195.0,212.7999267130817,114,2729
1_3_1,93,Adv,207.63752913752913,193.0,207.63752913752913,113,1716
1_3_1,93,Ele,200.94789579158316,187.0,200.94789579158316,114,1497
1_3_2,94,Adv,208.81362951807228,194.0,208.81362951807228,114,2656
1_3_2,94,Ele,214.14565004887586,197.0,214.14565004887586,114,2046
1_3_2,95,Adv,211.08897704732217,194.0,211.08897704732217,113,3529
1_3_2,95,Ele,215.6411735205617,197.0,215.6411735205617,114,3988
1_3_2,96,Adv,217.07718309859155,204.0,217.07718309859155,113,3550
1_3_2,96,Ele,215.8592032967033,199.5,215.8592032967033,114,1456
1_3_2,97,Adv,213.3181818181818,198.0,213.3181818181818,114,2552
1_3_2,97,Ele,212.60360721442885,198.0,212.60360721442885,114,2495
1_3_3,98,Adv,220.6276991809382,200.5,220.6276991809382,114,2686
1_3_3,98,Ele,208.4939331163066,192.0,208.4939331163066,114,3379
1_3_3,99,Adv,202.2590476190476,185.0,202.2590476190476,112,525
1_3_3,99,Ele,216.6198347107438,201.5,216.6198347107438,113,484
1_3_3,100,Adv,219.98497596153845,204.0,219.98497596153845,114,1664
1_3_3,100,Ele,214.76906927921624,198.0,214.76906927921624,113,1429
1_3_3,101,Adv,217.57892030848328,199.0,217.57892030848328,114,1945
1_3_3,101,Ele,209.8072033898305,197.0,209.8072033898305,111,472
1_3_3,102,Adv,218.43668122270742,201.0,218.43668122270742,114,2977
1_3_3,102,Ele,200.00307692307692,186.0,200.00307692307692,113,975
1_3_3,103,Adv,203.00428571428571,188.0,203.00428571428571,114,700
1_3_3,103,Ele,192.9814502529511,176.0,192.9814502529511,112,593
1_3_3,104,Adv,207.9399428026692,194.0,207.9399428026692,114,3147
1_3_3,104,Ele,208.28454706927175,190.0,208.28454706927175,114,2815
1_3_3,105,Adv,217.9061397318278,194.0,217.9061397318278,114,1417
1_3_3,105,Ele,222.65123456790124,192.5,222.65123456790124,114,1296
1_3_4,106,Adv,207.97461468721667,189.0,207.97461468721667,114,3309
1_3_4,106,Ele,195.08282828282827,182.5,195.08282828282827,114,990
1_3_4,107,Adv,214.3449457452884,199.0,214.3449457452884,114,1751
1_3_4,107,Ele,212.65475536008796,192.0,212.65475536008796,113,1819
1_3_4,108,Adv,211.01914241960185,192.0,211.01914241960185,114,2612
1_3_4,108,Ele,205.67293510324484,192.0,205.67293510324484,114,2712
1_3_4,109,Adv,207.6271186440678,190.0,207.6271186440678,114,2419
1_3_4,110,Adv,213.51786727169596,198.0,213.51786727169596,112,5289
1_3_4,110,Ele,208.58209570957095,194.0,208.58209570957095,113,4848
1_3_5,111,Adv,202.3253920386007,186.0,202.3253920386007,114,3316
1_3_5,112,Adv,212.0312639571237,194.0,212.0312639571237,114,4478
1_3_5,112,Ele,219.23199363310783,198.0,219.23199363310783,114,2513
1_3_5,113,Adv,216.73452043707002,194.0,216.73452043707002,114,2471
1_3_5,114,Adv,209.5632986627043,193.5,209.5632986627043,114,13460
1_3_5,114,Ele,215.28124031007752,199.0,215.28124031007752,114,6450
1_4_1,115,Adv,210.03198707592892,194.0,210.03198707592892,114,3095
1_4_1,115,Ele,206.98351001177858,190.0,206.98351001177858,114,2547
1_4_1,116,Adv,208.43586206896552,193.0,208.43586206896552,114,2900
1_4_1,116,Ele,213.64998029168308,195.0,213.64998029168308,114,2537
1_4_1,117,Adv,203.4926101694915,189.0,203.4926101694915,114,7375
1_4_1,117,Ele,213.37862689006948,195.0,213.37862689006948,114,4894
1_4_1,119,Adv,208.68196274420717,194.0,208.68196274420717,113,8804
1_4_1,119,Ele,213.72116416309012,196.0,213.72116416309012,113,7456
1_4_2,120,Adv,214.181646580514,196.0,214.181646580514,114,6887
1_4_2,120,Ele,212.52121345350628,196.0,212.52121345350628,114,4549
1_4_2,121,Adv,215.70508326029798,199.0,215.70508326029798,114,2282
1_4_2,121,Ele,212.206364992541,197.0,212.206364992541,114,2011
1_4_2,122,Adv,206.96604189636165,190.0,206.96604189636165,114,4535
1_4_2,122,Ele,205.63406274716584,190.0,205.63406274716584,114,3793
1_4_2,123,Adv,204.5124572545188,187.0,204.5124572545188,114,2047
1_4_2,123,Ele,214.9925925925926,199.0,214.9925925925926,114,945
1_4_2,124,Adv,208.40918580375782,187.0,208.40918580375782,113,1437
1_4_2,124,Ele,211.8027972027972,195.0,211.8027972027972,114,1430
1_4_2,125,Adv,211.29664082687339,195.0,211.29664082687339,114,1935
1_4_2,125,Ele,216.25616355983163,198.0,216.25616355983163,114,1663
1_4_2,126,Adv,205.14198687910027,191.0,205.14198687910027,114,2134
1_4_2,126,Ele,213.67593948267447,198.0,213.67593948267447,113,2049
1_4_2,127,Adv,210.91116974494284,193.0,210.91116974494284,112,1137
1_4_2,127,Ele,198.16211121583413,181.0,198.16211121583413,112,1061
1_4_3,128,Adv,208.21633752244165,192.5,208.21633752244165,114,3342
1_4_3,128,Ele,205.90102905569006,190.0,205.90102905569006,114,3304
1_4_3,129,Adv,216.47946725860155,196.0,216.47946725860155,114,4505
1_4_3,129,Ele,205.50641458474004,190.0,205.50641458474004,114,2962
1_4_3,130,Adv,210.91858200233736,193.0,210.91858200233736,114,2567
1_4_3,130,Ele,197.8106701366298,187.0,197.8106701366298,113,1537
1_4_3,131,Adv,216.05301065975223,196.0,216.05301065975223,114,3471
1_4_3,131,Ele,208.98193760262726,194.0,208.98193760262726,113,2436
1_4_3,132,Adv,217.56604673342872,200.0,217.56604673342872,114,4194
1_4_3,132,Ele,212.05588235294118,196.0,212.05588235294118,112,1700
1_4_4,133,Adv,211.67536617842876,192.0,211.67536617842876,114,3755
1_4_4,133,Ele,202.30260462393912,188.0,202.30260462393912,114,3417
1_4_4,134,Adv,206.79194352159467,188.0,206.79194352159467,114,2408
1_4_4,134,Ele,203.63124295906871,190.0,203.63124295906871,114,2663
1_4_4,135,Adv,211.82587253414263,194.0,211.82587253414263,114,2636
1_4_4,135,Ele,208.88800705467372,195.0,208.88800705467372,114,2268
1_4_4,136,Adv,217.58696649839376,197.0,217.58696649839376,114,2179
1_4_4,136,Ele,204.58099794941901,188.0,204.58099794941901,114,1463
1_4_4,137,Adv,210.1310096153846,196.0,210.1310096153846,114,1664
1_4_4,137,Ele,196.7203187250996,182.0,196.7203187250996,114,1255
1_4_4,138,Adv,216.03694537740853,197.0,216.03694537740853,114,5657
1_4_4,138,Ele,210.97013767694395,194.0,210.97013767694395,114,5157
1_4_4,139,Adv,214.78375870069607,193.0,214.78375870069607,113,2155
1_4_4,139,Ele,202.31625615763548,188.0,202.31625615763548,113,1015
1_4_4,140,Adv,215.4162072767365,197.0,215.4162072767365,112,1814
1_4_4,140,Ele,210.05363528009536,192.0,210.05363528009536,110,1678
1_4_4,141,Adv,210.02470265324794,193.0,210.02470265324794,111,2186
1_4_5,142,Adv,204.38480055020634,193.0,204.38480055020634,114,2908
1_4_5,142,Ele,212.92543859649123,194.0,212.92543859649123,114,3192
1_4_5,143,Adv,202.74080459770116,189.0,202.74080459770116,114,3480
1_4_5,143,Ele,210.8136505239309,192.0,210.8136505239309,114,3531
1_4_5,144,Adv,213.0609097918273,197.0,213.0609097918273,114,3891
1_4_5,144,Ele,212.09745260663507,196.0,212.09745260663507,114,3376
1_4_5,145,Adv,210.5347508727388,192.0,210.5347508727388,114,3151
1_4_5,145,Ele,214.58884519127636,193.0,214.58884519127636,114,2797
1_5_1,146,Adv,218.9816772374912,198.0,218.9816772374912,114,4257
1_5_1,146,Ele,202.71011414919033,188.0,202.71011414919033,114,3767
1_5_1,147,Adv,219.80050109614783,201.0,219.80050109614783,114,3193
1_5_1,147,Ele,208.3591654247392,192.0,208.3591654247392,114,2684
1_5_1,148,Adv,210.66013071895424,194.0,210.66013071895424,111,2142
1_5_1,148,Ele,202.27648428405124,188.0,202.27648428405124,112,1718
1_5_2,149,Adv,219.1330319664191,197.0,219.1330319664191,114,3097
1_5_2,149,Ele,203.7164798671648,189.0,203.7164798671648,114,2409
1_5_2,150,Adv,217.69952805453593,194.0,217.69952805453593,113,1907
1_5_2,150,Ele,211.54332247557002,196.0,211.54332247557002,114,1535
1_5_2,151,Adv,212.3974142776841,197.0,212.3974142776841,113,1779
1_5_2,151,Ele,200.81530494821635,186.0,200.81530494821635,114,1738
1_5_2,152,Adv,220.593870789619,200.0,220.593870789619,114,3622
1_5_2,152,Ele,208.6177504393673,193.0,208.6177504393673,114,3414
1_5_2,153,Adv,216.39804511278194,198.5,216.39804511278194,114,6650
1_5_2,153,Ele,208.07339449541286,194.0,208.07339449541286,112,5995
1_5_2,154,Adv,215.3641536273115,198.0,215.3641536273115,114,2812
1_5_2,154,Ele,205.2929164007658,187.0,205.2929164007658,110,1567
1_5_3,155,Adv,207.9797593772116,192.0,207.9797593772116,114,7065
1_5_3,155,Ele,218.55826558265582,200.0,218.55826558265582,114,4059
1_5_3,156,Adv,207.0449591280654,191.0,207.0449591280654,114,2936
1_5_3,156,Ele,218.30534653465347,197.0,218.30534653465347,114,2525
1_5_3,157,Adv,211.66204162537164,194.0,211.66204162537164,114,5045
1_5_3,157,Ele,213.96771075019336,194.0,213.96771075019336,114,5172
1_5_3,158,Adv,215.90210772833723,196.0,215.90210772833723,114,4270
1_5_3,158,Ele,213.95885902358748,197.0,213.95885902358748,113,1823
1_5_4,159,Adv,218.59488692232054,199.0,218.59488692232054,113,1017
1_5_4,159,Ele,211.9271948608137,194.0,211.9271948608137,114,934
1_5_4,160,Adv,217.9557625145518,199.0,217.9557625145518,114,3436
1_5_4,160,Ele,205.10802139037432,189.0,205.10802139037432,114,1870
1_5_4,161,Adv,220.23157894736843,196.0,220.23157894736843,114,2090
1_5_4,162,Adv,224.19582664526484,199.0,224.19582664526484,113,1246
1_5_4,163,Adv,216.8641059602649,198.0,216.8641059602649,114,7550
1_5_4,163,Ele,208.7927961381359,194.0,208.7927961381359,114,5386
1_5_4,164,Adv,217.05784469096673,196.0,217.05784469096673,114,3786
1_5_4,164,Ele,206.64355192971448,191.0,206.64355192971448,113,3187
1_5_4,165,Adv,214.29300483941927,195.0,214.29300483941927,113,4546
1_5_4,165,Ele,209.41352903637525,193.0,209.41352903637525,114,4701
1_5_5,166,Adv,207.990585975024,195.0,207.990585975024,114,5205
1_5_5,166,Ele,214.84982290436835,195.0,214.84982290436835,114,4235
1_5_5,167,Adv,212.99232005715305,195.0,212.99232005715305,114,5599
1_5_5,167,Ele,218.13996827914355,197.0,218.13996827914355,114,5044
1_5_5,168,Adv,208.2775198033324,192.0,208.2775198033324,114,3661
1_5_5,168,Ele,209.31255992329818,192.0,209.31255992329818,114,3129
1_6_1,169,Adv,218.51215144538244,198.0,218.51215144538244,114,3909
1_6_1,169,Ele,204.6796169630643,188.0,204.6796169630643,114,3655
1_6_1,170,Adv,214.25484154929578,196.0,214.25484154929578,114,4544
1_6_1,170,Ele,212.00943396226415,191.0,212.00943396226415,114,3286
1_6_1,171,Adv,217.14681440443212,197.0,217.14681440443212,113,4693
1_6_1,171,Ele,220.8192546583851,198.5,220.8192546583851,112,1610
1_6_2,172,Adv,211.58798856053383,195.0,211.58798856053383,114,5245
1_6_2,172,Ele,220.3555359505955,200.0,220.3555359505955,114,4534
1_6_2,173,Adv,210.17492282816406,193.0,210.17492282816406,113,6803
1_6_2,173,Ele,208.91896423248883,192.0,208.91896423248883,114,5368
1_6_2,174,Adv,215.43719806763286,200.0,215.43719806763286,112,1242
1_6_2,174,Ele,205.45724907063197,187.0,205.45724907063197,114,1345
1_6_2,175,Adv,203.3197625106022,188.0,203.3197625106022,114,3537
1_6_2,175,Ele,208.4266964535046,191.0,208.4266964535046,114,3581
1_6_2,176,Adv,197.15764925373134,181.5,197.15764925373134,114,1072
1_6_2,176,Ele,207.502688172043,191.5,207.502688172043,112,1116
1_6_3,177,Adv,220.3640215716487,200.0,220.3640215716487,114,5192
1_6_3,177,Ele,213.46107397023937,195.0,213.46107397023937,114,4637
1_6_3,178,Adv,208.90827067669173,191.0,208.90827067669173,113,3325
1_6_3,178,Ele,209.45672907099964,190.0,209.45672907099964,114,2831
1_6_3,179,Adv,218.12154360376786,198.0,218.12154360376786,114,3291
1_6_3,179,Ele,209.1538670284939,189.0,209.1538670284939,114,3685
1_6_3,180,Adv,224.16860337645252,201.0,224.16860337645252,114,4561
1_6_3,180,Ele,211.9651837524178,192.0,211.9651837524178,114,2585
1_6_4,181,Adv,208.3825892857143,193.0,208.3825892857143,114,2240
1_6_4,181,Ele,207.4370065224854,189.0,207.4370065224854,114,2913
1_6_4,182,Adv,205.25980911983032,190.0,205.25980911983032,114,2829
1_6_4,182,Ele,209.7029304029304,193.0,209.7029304029304,114,2730
1_6_4,183,Adv,209.58767951625094,194.0,209.58767951625094,114,2646
1_6_4,183,Ele,208.36367774237596,189.0,208.36367774237596,114,2197
1_6_4,184,Adv,208.9647127442403,192.0,208.9647127442403,113,3429
1_6_4,184,Ele,208.1179525222552,193.0,208.1179525222552,114,2696
1_6_4,185,Adv,212.71868916288125,198.0,212.71868916288125,113,3082
1_6_4,185,Ele,209.62017167381975,194.0,209.62017167381975,114,2796
1_7_1,186,Adv,212.75453001132502,196.0,212.75453001132502,114,3532
1_7_1,186,Ele,214.1626452189455,197.0,214.1626452189455,114,3357
1_7_1,187,Adv,213.4527282549973,196.0,213.4527282549973,114,3702
1_7_1,187,Ele,213.5710407239819,196.5,213.5710407239819,113,2210
1_7_1,188,Adv,208.10693792383933,191.0,208.10693792383933,114,3834
1_7_1,188,Ele,200.10113421550093,185.0,200.10113421550093,114,3174
1_7_1,189,Adv,199.37773456490035,182.0,199.37773456490035,114,2057
1_7_1,189,Ele,203.86089906700593,191.0,203.86089906700593,114,2358
1_7_1,190,Adv,210.0335429769392,193.0,210.0335429769392,114,1908
1_7_1,190,Ele,210.13103802672148,191.0,210.13103802672148,114,1946
1_7_1,191,Adv,210.08186195826644,192.0,210.08186195826644,113,623
1_7_1,191,Ele,203.90748898678413,188.0,203.90748898678413,114,681
1_7_1,192,Adv,197.41852286049237,186.0,197.41852286049237,114,853
1_7_1,192,Ele,210.06928406466514,198.0,210.06928406466514,113,866
1_7_1,193,Adv,205.915611814346,193.0,205.915611814346,110,474
1_7_1,193,Ele,205.02797202797203,181.0,205.02797202797203,114,429
1_7_2,194,Adv,208.99821428571428,194.0,208.99821428571428,114,4480
1_7_2,194,Ele,210.37744265080713,193.0,210.37744265080713,113,4708
1_7_2,195,Adv,204.15057471264367,190.0,204.15057471264367,114,2610
1_7_2,195,Ele,210.6833590138675,193.0,210.6833590138675,112,2596
1_7_2,196,Adv,213.2799115777839,197.0,213.2799115777839,114,3619
1_7_2,196,Ele,214.72980501392757,199.0,214.72980501392757,112,3231
1_7_2,197,Adv,200.88477653631284,186.0,200.88477653631284,114,2864
1_7_2,197,Ele,206.84062404405017,189.0,206.84062404405017,113,3269
1_7_2,198,Adv,200.74846086191732,186.0,200.74846086191732,114,2274
1_7_2,198,Ele,207.3294573643411,191.0,207.3294573643411,113,2322
