text_id,align_idx,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
1_10_1,0,Adv,145.78285455779235,158.0,212.5679419525066,114,4421
1_10_1,0,Ele,140.72169059011165,154.0,201.6742857142857,114,3762
1_10_1,1,Adv,166.09141274238226,170.0,222.6200495049505,114,2166
1_10_1,1,Ele,137.29132040627886,149.0,201.06355645706557,114,2166
1_10_1,2,Adv,147.26337184424474,154.0,218.02629078238834,114,4674
1_10_1,2,Ele,149.2827903091061,161.0,210.10170487948267,114,2394
1_10_2,3,Adv,163.234649122807,166.0,209.38115330520395,114,1824
1_10_2,3,Ele,159.84810710987998,167.0,215.9893948845914,114,2166
1_10_2,4,Adv,163.26255293405927,173.5,221.02620802620802,114,3306
1_10_2,4,Ele,165.95445344129556,170.0,219.39741302408564,114,2964
1_10_2,5,Adv,134.24156545209178,145.0,204.57172236503857,114,2964
1_10_2,5,Ele,135.8045112781955,144.0,210.84046692607004,114,3192
1_10_2,6,Adv,146.52582846003898,156.0,208.94440583738708,114,2052
1_10_2,6,Ele,148.71491228070175,159.0,209.01575342465753,114,2052
1_10_3,7,Adv,156.10513415892672,162.0,217.962355907781,114,7752
1_10_3,7,Ele,140.07844129554655,154.5,205.43913904007917,114,5928
1_10_3,8,Adv,161.09306803594353,167.0,219.26295864880606,114,4674
1_10_3,8,Ele,137.61027568922304,147.0,206.93404522613065,114,2394
1_10_4,9,Adv,161.43704850361198,168.0,217.7967281587191,114,3876
1_10_4,9,Ele,151.33479532163742,161.0,208.13605898123325,114,2052
1_10_4,10,Adv,163.89700056593097,166.0,226.52014078998826,114,3534
1_10_4,10,Ele,145.79084429824562,154.0,210.96588655295517,114,3648
1_10_4,11,Adv,134.8812134502924,143.0,210.63641552511416,114,2736
1_10_4,11,Ele,137.2982456140351,151.0,213.11346444780636,114,2052
1_10_4,12,Adv,148.08530701754387,158.0,215.87883631713555,114,4560
1_10_4,12,Ele,147.61143599740092,152.0,211.3246511627907,114,3078
1_10_4,13,Adv,136.19436274509803,145.0,215.29368461836498,114,4080
1_10_4,13,Ele,135.16951161688004,148.0,210.85244082840237,114,4218
1_10_5,14,Adv,160.56449948400413,166.0,217.45213137665968,114,1938
1_10_5,14,Ele,150.94078947368422,162.0,205.30648769574944,114,1824
1_10_5,15,Adv,166.21052631578948,168.0,224.7265917602996,114,2166
1_10_5,15,Ele,154.50398724082933,163.0,215.15602443087172,114,2508
1_10_5,16,Adv,165.64883984153934,170.0,220.32480240873164,114,3534
1_10_5,16,Ele,157.67105263157896,165.0,215.04885343968095,114,2736
1_10_5,17,Adv,148.42611336032388,158.0,213.6125273124545,114,5928
1_10_5,17,Ele,129.7189608636977,141.0,202.89551451187336,114,2964
1_10_6,18,Adv,155.6967418546366,164.0,209.96366708914238,114,3192
1_10_6,18,Ele,162.7530701754386,168.0,219.96265560165975,114,2280
1_10_6,19,Adv,154.66157328805886,163.0,211.76830685780706,114,3534
1_10_6,19,Ele,148.5313662945242,156.0,217.42217898832683,114,3762
1_10_6,20,Adv,147.16204986149583,157.0,213.784708249497,114,2166
1_10_6,20,Ele,141.08918128654972,145.0,223.3912037037037,114,2052
1_10_6,21,Adv,146.14269005847953,150.5,217.68641114982577,114,1710
1_10_6,22,Adv,128.4635272391505,140.0,208.8978978978979,114,2166
1_10_6,22,Ele,128.55817174515235,140.0,210.31495468277944,114,2166
1_10_6,23,Adv,140.33223684210526,151.0,206.9248181083266,114,1824
1_10_7,24,Adv,139.80375939849625,151.0,209.86343115124154,114,3990
