text_id,level,reading_regime,sum_TF,Sacc_RT,PARAGRAPH_RT,n_words,TF_per_word,SaccT_per_word,P_RT_per_word,words_per_sec_based_TF,words_per_sec_based_SaccT,words_per_sec_based_P_RT
1_10_1,Adv,Hunting0,25345.8,5253.181818181818,30598.98181818182,98,258.630612244898,53.603896103896105,312.23450834879407,3.866518318616891,18.655360387643853,3.202720946151506
1_10_1,Ele,Hunting0,16086.035714285714,3794.0535714285716,19880.089285714286,73,220.35665362035223,51.97333659491194,272.3299902152642,4.53809759574076,19.240635016261347,3.6720157012804444
1_10_2,Adv,Hunting0,23086.64285714286,5204.75,28291.39285714286,89,259.40048154093097,58.48033707865169,317.88081861958267,3.8550429592869095,17.099764638070994,3.145833096638427
1_10_2,Ele,Hunting0,21611.072727272727,4762.418181818181,26373.49090909091,91,237.48431568431567,52.33426573426573,289.8185814185814,4.210804394043794,19.107939816670676,3.4504343893523934
1_10_3,Adv,Hunting0,31654.854545454546,6844.890909090909,38499.74545454545,109,290.4115095913261,62.79716430358632,353.2086738949124,3.4433896969415003,15.924285930581268,2.8311875497642016
1_10_3,Ele,Hunting0,15475.732142857143,3833.0,19308.73214285714,73,211.99633072407045,52.50684931506849,264.5031800391389,4.7170627745514,19.04513435950952,3.7806728820879525
1_10_4,Adv,Hunting0,39595.10909090909,8931.818181818182,48526.92727272727,165,239.97035812672178,54.13223140495868,294.1025895316804,4.167181346089118,18.473282442748094,3.400174073925592
1_10_4,Ele,Hunting0,28382.125,6348.428571428572,34730.55357142857,132,215.0160984848485,48.09415584415584,263.11025432900436,4.6508145531738725,20.79254708701816,3.8006880520496824
1_10_5,Adv,Hunting0,36615.87272727273,7458.872727272727,44074.74545454545,119,307.6964094728801,62.67960275019099,370.37601222307103,3.249956675520254,15.954153442635738,2.6999588715203227
1_10_5,Ele,Hunting0,21897.85714285714,4877.857142857143,26775.714285714286,88,248.8392857142857,55.43019480519481,304.2694805194805,4.018658055256549,18.04070874212915,3.286560315851251
1_10_6,Adv,Hunting0,31775.73214285714,7386.464285714285,39162.19642857143,128,248.24790736607142,57.706752232142854,305.9546595982143,4.028231337819012,17.328994637875265,3.268458147730843
1_10_6,Ele,Hunting0,22202.890909090907,4637.181818181818,26840.072727272727,90,246.69878787878787,51.52424242424242,298.2230303030303,4.053526199291002,19.408339704757985,3.353195086857914
1_10_7,Adv,Hunting0,26929.535714285714,6156.75,33086.28571428572,135,199.47804232804233,45.605555555555554,245.08359788359792,5.013083085884193,21.92715312461932,4.080240410355607
1_10_7,Ele,Hunting0,20795.381818181817,4701.072727272727,25496.454545454544,104,199.95559440559438,45.202622377622376,245.15821678321677,5.00111038639698,22.1226103133134,4.078998506031142
1_1_1,Adv,Hunting0,29356.803571428572,6480.035714285715,35836.83928571428,112,262.11431760204084,57.85746173469388,319.97177933673464,3.8151292502772236,17.283855357940045,3.1252756167212214
1_1_1,Ele,Hunting0,23506.30909090909,4927.8,28434.109090909093,104,226.0222027972028,47.38269230769231,273.4048951048951,4.424344102589092,21.104752627947562,3.6575789896385644
1_1_2,Adv,Hunting0,24555.64285714286,5687.910714285715,30243.553571428572,113,217.30657395701644,50.335493046776236,267.6420670037927,4.601793594140421,19.86669722437626,3.736333421703208
1_1_2,Ele,Hunting0,17283.81818181818,3947.8,21231.618181818183,85,203.33903743315506,46.44470588235294,249.78374331550805,4.917894825427884,21.530979279598764,4.003463102628241
1_1_3,Adv,Hunting0,21215.927272727273,4455.654545454546,25671.581818181818,86,246.69682875264272,51.80993657505286,298.5067653276956,4.053558390094577,19.301316814997083,3.35000782612822
1_1_3,Ele,Hunting0,13642.839285714286,3164.910714285714,16807.75,63,216.5530045351474,50.23667800453514,266.78968253968253,4.617807091370538,19.905774818743478,3.748270886942036
1_1_4,Adv,Hunting0,22645.127272727274,4918.254545454545,27563.381818181817,91,248.84755244755246,54.04675324675324,302.8943056943057,4.018524555152142,18.502499038831218,3.301481675952153
1_1_4,Ele,Hunting0,15820.392857142857,3705.285714285714,19525.678571428572,66,239.70292207792207,56.14069264069264,295.84361471861473,4.171830661600873,17.81239156417473,3.3801642159866403
1_1_5,Adv,Hunting0,15895.163636363637,3353.509090909091,19248.672727272726,74,214.7995085995086,45.317690417690415,260.11719901719897,4.655504132760794,22.066437869694163,3.8444209140276024
1_1_5,Ele,Hunting0,12211.339285714286,2886.75,15098.089285714286,54,226.1359126984127,53.458333333333336,279.594246031746,4.422119370900875,18.706157443491815,3.5766115154117184
1_1_6,Adv,Hunting0,31678.660714285714,7121.089285714285,38799.75,121,261.80711334120423,58.85197756788666,320.65909090909093,3.819605919938219,16.99178245703782,3.1185767949535754
1_1_6,Ele,Hunting0,17203.581818181818,3730.7454545454543,20934.327272727274,77,223.42314049586776,48.45123966942148,271.87438016528927,4.4758121194634946,20.639306792208234,3.6781693052211764
1_1_7,Adv,Hunting0,33053.490909090906,7283.309090909091,40336.8,134,246.667842605156,54.35305291723202,301.02089552238806,4.0540347271805155,18.39823057451408,3.3220285198627555
1_1_7,Ele,Hunting0,18714.589285714286,4514.875,23229.464285714286,86,217.61150332225915,52.49854651162791,270.11004983388705,4.59534530451319,19.048146404939228,3.702194718837683
1_2_1,Adv,Hunting0,32485.49090909091,7380.327272727272,39865.818181818184,130,249.8883916083916,56.77174825174825,306.66013986013985,4.001786531833512,17.614395025596306,3.2609389679926295
1_2_1,Ele,Hunting0,22745.85714285714,5322.0,28067.85714285714,100,227.45857142857142,53.22,280.6785714285714,4.396404996828308,18.789928598271327,3.5627942486321413
