text_id,align_idx,level,reading_regime,Sen_RT,Sen_TF,Sen_Sacc_RT,n_words,Sen_RT_per_word,Sen_TF_per_word,Sen_Sacc_RT_per_word,words_per_sec_based_Sen_RT,words_per_sec_based_Sen_TF,words_per_sec_based_Sen_Sacc_RT
1_10_1,0,Adv,Hunting0,16710.91762249824,14096.85663571351,2614.060986784733,38,439.76099006574316,370.969911466145,68.79107859959824,2.273962499153239,2.6956364090225167,14.53676872578998
1_10_1,0,Ele,Hunting0,12152.215791576495,9925.542766146995,2226.6730254294994,33,368.2489633811059,300.7740232165756,67.47494016453028,2.7155541479829943,3.3247552075996243,14.820316958586536
1_10_1,1,Adv,Hunting0,9432.587777173247,7863.959906676451,1568.6278704967947,19,496.45198827227614,413.8926266671817,82.55936160509445,2.0142934737357843,2.4160855631866998,12.112496760613196
1_10_1,1,Ele,Hunting0,7524.965294688677,6226.371866874482,1298.5934278141945,19,396.05080498361457,327.70378246707804,68.34702251653655,2.524928588496044,3.0515363370896176,14.631215277271957
1_10_1,2,Adv,Hunting0,18405.46233532031,15546.504593903132,2858.957741417179,41,448.9137154956173,379.1830388756861,69.7306766199312,2.2275995708795913,2.637248762405342,14.340890530153969
1_10_1,2,Ele,Hunting0,8379.726481720867,6966.2674599797665,1413.4590217411003,21,399.03459436766036,331.7270219037984,67.30757246386192,2.506048383059804,3.0145268065922055,14.857169310881174
1_10_2,3,Adv,Hunting0,7984.903734595474,6667.134396235545,1317.769338359929,16,499.0564834122171,416.69589976472156,82.36058364749556,2.0037812016040015,2.3998316291680064,12.141730372868821
1_10_2,3,Ele,Hunting0,7796.173876420047,6538.560067043631,1257.613809376416,19,410.32494086421303,344.1347403707174,66.19020049349558,2.4370928998218644,2.9058385646353377,15.107976596902265
1_10_2,4,Adv,Hunting0,13328.931926666612,11262.801015648483,2066.1309110181287,29,459.6183422988487,388.37244881546496,71.24589348338375,2.1757182165497424,2.5748479405529348,14.035896682708092
1_10_2,4,Ele,Hunting0,11561.500995379933,9720.511565983074,1840.9894293968582,26,444.6731152069205,373.8658294608874,70.807285746033,2.24884294957807,2.6747563462592843,14.122840460044397
1_10_2,5,Adv,Hunting0,10551.299934255567,8570.222657870207,1981.0772763853602,26,405.8192282405987,329.62394837962336,76.19527986097539,2.4641513521560596,3.033760152791792,13.124172544868697
1_10_2,5,Ele,Hunting0,10502.491935990263,8708.307496813777,1794.184439176486,28,375.088997713938,311.0109820290635,64.0780156848745,2.6660339441964944,3.215320544232588,15.605976391619881
1_10_2,6,Adv,Hunting0,7069.699259995729,5777.381164164141,1292.3180958315875,18,392.76106999976275,320.9656202313412,71.79544976842152,2.5460771863173814,3.1155984845954334,13.928459299656613
1_10_2,6,Ele,Hunting0,6610.379375264851,5454.899008317649,1155.480366947203,18,367.24329862582505,303.04994490653604,64.19335371928906,2.7229904636568327,3.299786113831537,15.57793668754085
