pred_col,text_col,level_type,pearson_corr_all,spearman_corr_all,pearson_p_all,spearman_p_all,pearson_corr_boot,spearman_corr_boot,pearson_p_boot,spearman_p_boot,std_pearson_corr_boot,std_spearman_corr_boot,CI_yerr_pearson_boot,CI_yerr_spearman_boot,pearson_p_all_symbol,spearman_p_all_symbol,pearson_p_boot_symbol,spearman_p_boot_symbol
RegRateFirstPass,ARI,Adv,0.1767708990904137,0.1956376779625082,0.3500661905270175,0.3001674486162999,0.18076229252875461,0.19105073675052878,0.37176029199723515,0.3644397798808373,0.18100274859284932,0.1889362633956841,0.35914872202759596,0.3748905365844258,ns,ns,ns,ns
RegRateFirstPass,CAREC,Adv,0.1927181618140591,0.2057842046718576,0.3075798598494018,0.2752897377927715,0.21139770022670631,0.22896765865162916,0.3266506541736319,0.29975260986554625,0.16111380742502457,0.17764795872073622,0.31968474781483924,0.3524920910945995,ns,ns,ns,ns
RegRateFirstPass,CAREC_M,Adv,0.0007079782904687,0.0051167964404894,0.9970374801547622,0.9785912583949172,0.014066793649051123,0.025550105968176834,0.6447277213903572,0.5400842596312836,0.11936367085268583,0.16063855119106019,0.2368434191002021,0.3187417363390969,ns,ns,ns,ns
RegRateFirstPass,CARES,Adv,0.0839864563969121,0.0718576195773081,0.6590340897588174,0.7059172540757829,0.09983773948290471,0.08433972924068182,0.4222820592964391,0.4755545341126245,0.18008429427315528,0.18988520427820635,0.3573263093972727,0.37677344116950606,ns,ns,ns,ns
RegRateFirstPass,CML2RI,Adv,0.090708881987892,0.12880978865406,0.6335710563435064,0.4975331920520091,0.10798898295422112,0.12483779907644904,0.4469619525092252,0.42452511057353653,0.19148719555740054,0.20991586943738189,0.3799521394218523,0.41651862652833654,ns,ns,ns,ns
RegRateFirstPass,GPT-2 117M Mean,Adv,0.3711515661501124,0.3552836484983315,0.0434585702256901,0.0540207681204625,0.362628456532937,0.3345172725891255,0.11449451332980361,0.15732690403236588,0.1294597679727085,0.1609321527441178,0.25687626614982906,0.3193243055176631,*,ns,ns,ns
RegRateFirstPass,GPT-2 1558M Mean,Adv,0.3261500609999799,0.3459399332591768,0.07858618059568,0.061128429173092,0.32065184267140623,0.3289452986750894,0.16281367360482463,0.16697394755459896,0.1336063020744251,0.15818453650474584,0.26510388940446394,0.31387243879926074,ns,ns,ns,ns
RegRateFirstPass,GPT-2 345M Mean,Adv,0.3476145424831613,0.3579532814238041,0.059803474026694,0.0521146687934019,0.3433983986188914,0.34357615273884967,0.13562302948098107,0.15916186186828216,0.1316327454939449,0.15132443522815336,0.26118792498271365,0.3002605095571796,ns,ns,ns,ns
RegRateFirstPass,GPT-2 774M Mean,Adv,0.3289023592784489,0.3272525027808676,0.0759517585369273,0.077522646779144,0.32414606604777413,0.3149701904782055,0.15922654844520479,0.19260167992613528,0.13536161837206487,0.15748010496600598,0.26858681775750026,0.31247469379891574,ns,ns,ns,ns
RegRateFirstPass,GPT-J 6B Mean,Adv,0.3438556568660812,0.3744160177975528,0.0628094815053492,0.0415054829778197,0.3412525918214763,0.3529981928459651,0.13639225526202933,0.13395596849251595,0.1347013520241024,0.1515437805479666,0.2672767060773624,0.3006957382589871,ns,*,ns,ns
RegRateFirstPass,GPT-Neo 1.3B Mean,Adv,0.3757891693033245,0.3708565072302557,0.0407052186527832,0.0436386549382092,0.3710823557108651,0.34859401831128833,0.10663547680338403,0.13477763299376289,0.12985387375002932,0.15682334652586047,0.25765825751387655,0.31117154256893265,*,*,ns,ns
