metric,resolution,level_type,corr_kind,n_iter,mean_r,ci_low,ci_high,ci_low_tstd,ci_high_tstd,sb_mean_r,sb_ci_low,sb_ci_high,sb_ci_low_tstd,sb_ci_high_tstd,mean_n_texts
mean_HigherPassFixation,sentence,diff,spearman,1000,0.2237206717264367,0.029853798146800767,0.3448073373461257,0.05898912920333088,0.3884522142495425,0.3573084050366997,0.057976553799525335,0.5127981162122757,0.11699959748397218,0.5976172125894272,790.0
mean_NF,paragraph,Adv+Ele,pearson,1000,0.736535930360293,0.5398011468753473,0.8613481998673954,0.5667615520034914,0.9063103087170945,0.8452715885721491,0.7011309818048251,0.9255100144802186,0.7262197192256854,0.9643234579186128,324.0
mean_NF,paragraph,Adv+Ele,spearman,1000,0.7169230496816374,0.5061159623543525,0.8510977323771414,0.5360353856208129,0.897810713742462,0.8315762806909196,0.6720809940840149,0.9195600183033688,0.7012446076417691,0.9619079537400701,324.0
mean_NF,paragraph,diff,pearson,1000,0.3406299340109823,-0.16370215235373112,0.6890898589053092,-0.1074385763215015,0.7886984443434661,0.45602343224113545,-0.3914930740804275,0.8159301956195869,-0.16526228364333656,1.0773091481256074,162.0
mean_NF,paragraph,diff,spearman,1000,0.27701261570986835,-0.21170957758047648,0.6388301077818282,-0.17136565455152208,0.7253908859712588,0.37379174068048554,-0.5371366084421801,0.7796172418191545,-0.309617281866766,1.0572007632277372,162.0
mean_NF,sentence,Adv+Ele,pearson,1000,0.8595180324405599,0.7751350478248508,0.9041961196335627,0.7950836271432093,0.9239524377379105,0.9241109412620231,0.8733251577345317,0.9496880182415746,0.8861053930266172,0.962116489497429,1580.0
mean_NF,sentence,Adv+Ele,spearman,1000,0.8398864652515277,0.7490744597429486,0.8918575583272618,0.7668208935311808,0.9129520369718745,0.9125221163505225,0.8565380904747288,0.9428379577531028,0.8684091626933976,0.9566350700076474,1580.0
mean_NF,sentence,diff,pearson,1000,0.439135375796087,0.10010151148440768,0.646385762644139,0.15346946601350708,0.724801285578667,0.5944050925115998,0.18198595341585835,0.7852178721167874,0.2829405346079428,0.9058696504152568,790.0
mean_NF,sentence,diff,spearman,1000,0.3739934735021066,0.025285745500333513,0.5955909647288532,0.0739859997645625,0.6740009472396506,0.524157166046224,0.04932428664042778,0.7465459223548274,0.1625606253012597,0.8857537067911883,790.0
mean_nonzero_FF,paragraph,Adv+Ele,pearson,1000,0.4099613219806841,-0.014667666568753346,0.7580381224710256,0.004095255364188921,0.8158273885971792,0.5474711664975505,-0.02977533791743973,0.8623682418119626,0.08229645042198197,1.012645882573119,324.0
mean_nonzero_FF,paragraph,Adv+Ele,spearman,1000,0.41243737891737897,-0.020171169502438763,0.7546744815785065,0.010640326041464865,0.814234431793293,0.5504843945333006,-0.04117530423030474,0.8601874283435917,0.08590286783256385,1.0150659212340374,324.0
