text_id,half,Adv,Ele,diff,iter,metric,resolution,align_idx
1_4_4,A,389.2066987875337,354.27041760942564,34.93628117810806,0,mean_nonzero_TF,paragraph,
1_4_4,B,398.28696362970805,401.5840272903156,-3.2970636606075345,0,mean_nonzero_TF,paragraph,
1_4_5,A,351.5351183188322,368.1220212748644,-16.58690295603219,0,mean_nonzero_TF,paragraph,
1_4_5,B,390.0437869606004,362.44973392284317,27.59405303775725,0,mean_nonzero_TF,paragraph,
1_5_1,A,332.49000819242565,302.8455648235806,29.64444336884503,0,mean_nonzero_TF,paragraph,
1_5_1,B,378.60035413640014,322.3661637589901,56.234190377410016,0,mean_nonzero_TF,paragraph,
1_5_2,A,333.98992798120656,301.36344753528033,32.626480445926234,0,mean_nonzero_TF,paragraph,
1_5_2,B,348.76074990837594,337.0302812690907,11.73046863928522,0,mean_nonzero_TF,paragraph,
1_5_3,A,378.5443403696162,370.08408683643813,8.460253533178047,0,mean_nonzero_TF,paragraph,
1_5_3,B,405.5389027573208,393.1667955011087,12.372107256212075,0,mean_nonzero_TF,paragraph,
1_5_4,A,363.6190422857535,342.940835572623,20.67820671313052,0,mean_nonzero_TF,paragraph,
1_5_4,B,405.74687135833676,380.06746267355754,25.67940868477922,0,mean_nonzero_TF,paragraph,
1_5_5,A,407.587122687513,409.55538350214067,-1.9682608146276834,0,mean_nonzero_TF,paragraph,
1_5_5,B,458.1656027839107,437.12795962230064,21.03764316161005,0,mean_nonzero_TF,paragraph,
1_6_1,A,371.47539128941037,331.358188980803,40.117202308607375,0,mean_nonzero_TF,paragraph,
1_6_1,B,393.3247022299648,348.89322006694795,44.43148216301688,0,mean_nonzero_TF,paragraph,
1_6_2,A,362.35315659736466,349.5218871307138,12.831269466650838,0,mean_nonzero_TF,paragraph,
1_6_2,B,399.98484711930445,385.548033064665,14.436814054639456,0,mean_nonzero_TF,paragraph,
1_6_3,A,402.32917131665323,367.9438513584382,34.38531995821501,0,mean_nonzero_TF,paragraph,
1_6_3,B,402.2836363390881,380.4256932642829,21.857943074805178,0,mean_nonzero_TF,paragraph,
1_6_4,A,319.6004805441401,336.74310274487175,-17.142622200731637,0,mean_nonzero_TF,paragraph,
1_6_4,B,361.64406479376197,332.9229190398417,28.72114575392027,0,mean_nonzero_TF,paragraph,
1_7_1,A,294.9529437731652,299.75341531524543,-4.800471542080231,0,mean_nonzero_TF,paragraph,
1_7_1,B,318.1781769515991,304.29865917191563,13.879517779683454,0,mean_nonzero_TF,paragraph,
1_7_2,A,297.6609930834424,331.1503535229524,-33.489360439509994,0,mean_nonzero_TF,paragraph,
1_7_2,B,326.78794715155595,339.9178174861257,-13.129870334569773,0,mean_nonzero_TF,paragraph,
1_7_3,A,352.21171859004056,312.59300292595395,39.61871566408661,0,mean_nonzero_TF,paragraph,
1_7_3,B,369.95984611918294,338.3379030434036,31.621943075779313,0,mean_nonzero_TF,paragraph,
1_7_4,A,337.52555803985837,292.4108857330081,45.11467230685025,0,mean_nonzero_TF,paragraph,
1_7_4,B,343.5047632914514,320.9547846514593,22.549978639992105,0,mean_nonzero_TF,paragraph,
1_8_1,A,302.3579921276938,276.2558619994376,26.102130128256192,0,mean_nonzero_TF,paragraph,
1_8_1,B,316.3974922342627,308.4013735201953,7.996118714067393,0,mean_nonzero_TF,paragraph,
1_8_2,A,391.65888070093155,376.9507582285278,14.708122472403772,0,mean_nonzero_TF,paragraph,
1_8_2,B,416.42531228107396,395.3596957203561,21.065616560717842,0,mean_nonzero_TF,paragraph,
1_8_3,A,337.00804750120176,311.5593791369105,25.44866836429128,0,mean_nonzero_TF,paragraph,
1_8_3,B,364.33637740292403,347.4080349221263,16.92834248079771,0,mean_nonzero_TF,paragraph,
1_8_4,A,354.23032802466037,321.9661756157169,32.26415240894346,0,mean_nonzero_TF,paragraph,
1_8_4,B,393.0194227437894,348.72192980575613,44.29749293803326,0,mean_nonzero_TF,paragraph,
1_8_5,A,388.73414979270206,365.0498400794029,23.68430971329917,0,mean_nonzero_TF,paragraph,
1_8_5,B,400.63024316769537,401.6377902107168,-1.0075470430214182,0,mean_nonzero_TF,paragraph,
1_9_1,A,314.72972503043775,303.8324481125263,10.897276917911427,0,mean_nonzero_TF,paragraph,
1_9_1,B,328.85099453704225,309.55492730788393,19.296067229158325,0,mean_nonzero_TF,paragraph,
1_9_2,A,370.4009192989311,358.53164539749326,11.86927390143785,0,mean_nonzero_TF,paragraph,
1_9_2,B,399.99011418478074,373.9085029673005,26.08161121748026,0,mean_nonzero_TF,paragraph,
1_9_3,A,367.7185925523614,337.97770406545266,29.740888486908716,0,mean_nonzero_TF,paragraph,
1_9_3,B,393.80089952943064,337.330661101032,56.47023842839866,0,mean_nonzero_TF,paragraph,
1_9_4,A,375.32140577670054,364.64196005189314,10.679445724807408,0,mean_nonzero_TF,paragraph,
1_9_4,B,407.6153148373667,397.96413565063835,9.65117918672837,0,mean_nonzero_TF,paragraph,
1_9_5,A,331.3455320048714,354.7768011156329,-23.43126911076149,0,mean_nonzero_TF,paragraph,
1_9_5,B,347.7411357857579,375.42974090252346,-27.688605116765586,0,mean_nonzero_TF,paragraph,
1_9_6,A,310.6015487831571,311.93983472939016,-1.338285946233043,0,mean_nonzero_TF,paragraph,
1_9_6,B,338.71001978793043,334.65582012854793,4.054199659382505,0,mean_nonzero_TF,paragraph,
2_10_1,A,340.4362839117323,330.8529784937825,9.583305417949816,0,mean_nonzero_TF,paragraph,
2_10_1,B,356.1496741997466,343.2353748175687,12.914299382177887,0,mean_nonzero_TF,paragraph,
2_10_2,A,328.2748907845663,351.5928745630464,-23.317983778480084,0,mean_nonzero_TF,paragraph,
2_10_2,B,350.07474202972486,373.5036270537798,-23.42888502405492,0,mean_nonzero_TF,paragraph,
2_10_3,A,356.57880282549377,317.4799872161148,39.09881560937896,0,mean_nonzero_TF,paragraph,
2_10_3,B,386.1498930650951,338.341494575209,47.80839848988609,0,mean_nonzero_TF,paragraph,
2_10_4,A,387.9317813923357,350.47483146837874,37.456949923956984,0,mean_nonzero_TF,paragraph,
2_10_4,B,396.16498889868245,358.58218847172446,37.58280042695799,0,mean_nonzero_TF,paragraph,
2_1_1,A,358.493779110245,352.99614976903536,5.497629341209631,0,mean_nonzero_TF,paragraph,
2_1_1,B,369.5517005613705,340.37771441307876,29.17398614829176,0,mean_nonzero_TF,paragraph,
2_1_2,A,343.35618668458886,317.25371048401627,26.102476200572596,0,mean_nonzero_TF,paragraph,
2_1_2,B,356.90230645701865,343.51793563835895,13.384370818659704,0,mean_nonzero_TF,paragraph,
2_1_3,A,319.63771831754343,329.83294649683415,-10.195228179290723,0,mean_nonzero_TF,paragraph,
2_1_3,B,331.59090452942684,351.2839644650614,-19.69305993563455,0,mean_nonzero_TF,paragraph,
2_1_4,A,281.1386244221574,309.709706083231,-28.571081661073606,0,mean_nonzero_TF,paragraph,
2_1_4,B,306.11566679113736,320.974987291674,-14.859320500536626,0,mean_nonzero_TF,paragraph,
2_1_5,A,359.03817711184826,365.1572105489335,-6.11903343708525,0,mean_nonzero_TF,paragraph,
2_1_5,B,371.25549658324115,397.72878747721035,-26.473290893969192,0,mean_nonzero_TF,paragraph,
2_1_6,A,360.54905786328777,321.9761592843795,38.57289857890828,0,mean_nonzero_TF,paragraph,
2_1_6,B,386.79917630742233,345.71573652130115,41.083439786121176,0,mean_nonzero_TF,paragraph,
2_2_1,A,341.766773982387,367.71445433760323,-25.94768035521622,0,mean_nonzero_TF,paragraph,
2_2_1,B,364.2928146838291,375.73035808688206,-11.437543403052985,0,mean_nonzero_TF,paragraph,
2_2_2,A,340.1664363494664,361.03687768805264,-20.87044133858626,0,mean_nonzero_TF,paragraph,
2_2_2,B,356.7398865432033,351.618708775726,5.121177767477263,0,mean_nonzero_TF,paragraph,
2_2_3,A,385.54237026974744,408.0137946184642,-22.471424348716766,0,mean_nonzero_TF,paragraph,
2_2_3,B,401.15108949420164,396.3284491148379,4.822640379363747,0,mean_nonzero_TF,paragraph,
2_2_4,A,494.98508528790535,365.99619025219647,128.98889503570888,0,mean_nonzero_TF,paragraph,
2_2_4,B,463.5420773137887,375.51469654343964,88.02738077034905,0,mean_nonzero_TF,paragraph,
2_2_5,A,385.15050823187147,318.8819624171848,66.26854581468666,0,mean_nonzero_TF,paragraph,
2_2_5,B,383.76013204015936,335.9273479885924,47.83278405156699,0,mean_nonzero_TF,paragraph,
2_2_6,A,372.09279186801564,339.0113961059564,33.08139576205923,0,mean_nonzero_TF,paragraph,
2_2_6,B,359.6673524008281,328.5805454978718,31.08680690295631,0,mean_nonzero_TF,paragraph,
2_3_1,A,320.1053259105614,315.9355438218728,4.169782088688635,0,mean_nonzero_TF,paragraph,
2_3_1,B,364.466148587289,337.42882078622335,27.037327801065658,0,mean_nonzero_TF,paragraph,
2_3_2,A,331.08931237666445,345.7089798392229,-14.619667462558425,0,mean_nonzero_TF,paragraph,
2_3_2,B,358.41773241585304,363.1171109908079,-4.699378574954835,0,mean_nonzero_TF,paragraph,
2_3_3,A,387.55517864840596,351.7282841380751,35.826894510330874,0,mean_nonzero_TF,paragraph,
2_3_3,B,386.7789404914691,359.1572745654876,27.62166592598146,0,mean_nonzero_TF,paragraph,
2_3_4,A,362.1922306906293,352.8554650338058,9.336765656823502,0,mean_nonzero_TF,paragraph,
2_3_4,B,352.39176526889696,368.09044638440474,-15.698681115507782,0,mean_nonzero_TF,paragraph,
2_4_1,A,355.6327439513462,300.8928650267918,54.739878924554375,0,mean_nonzero_TF,paragraph,
2_4_1,B,367.96420891332355,329.9810342242018,37.98317468912177,0,mean_nonzero_TF,paragraph,
2_4_2,A,420.96065962542514,336.5179732561408,84.44268636928433,0,mean_nonzero_TF,paragraph,
2_4_2,B,427.66799954377706,368.80233521708,58.86566432669707,0,mean_nonzero_TF,paragraph,
2_4_3,A,401.0092202635719,368.71523609920143,32.29398416437044,0,mean_nonzero_TF,paragraph,
2_4_3,B,411.47843034305055,388.65567002779386,22.822760315256687,0,mean_nonzero_TF,paragraph,
2_4_4,A,404.6467982589456,349.22455287686705,55.42224538207853,0,mean_nonzero_TF,paragraph,
2_4_4,B,390.05523774035106,396.2742851718787,-6.219047431527656,0,mean_nonzero_TF,paragraph,
2_4_5,A,363.0792066207892,373.8970705692815,-10.817863948492288,0,mean_nonzero_TF,paragraph,
2_4_5,B,381.1715675247622,379.4567803643202,1.7147871604420288,0,mean_nonzero_TF,paragraph,
2_4_6,A,342.14055574233225,363.4084864347075,-21.267930692375273,0,mean_nonzero_TF,paragraph,
2_4_6,B,356.32053679510767,345.7395712801579,10.580965514949753,0,mean_nonzero_TF,paragraph,
2_4_7,A,398.2348101927528,326.20917779356904,72.02563239918373,0,mean_nonzero_TF,paragraph,
2_4_7,B,401.64221702800853,380.88894760592166,20.753269422086873,0,mean_nonzero_TF,paragraph,
2_5_1,A,335.26240193907915,328.2793841409494,6.983017798129765,0,mean_nonzero_TF,paragraph,
2_5_1,B,353.58890570281307,344.5834139031485,9.005491799664583,0,mean_nonzero_TF,paragraph,
2_5_2,A,338.6563039020712,342.6066264047443,-3.950322502673089,0,mean_nonzero_TF,paragraph,
2_5_2,B,364.0827098094933,344.73203636707456,19.350673442418724,0,mean_nonzero_TF,paragraph,
2_5_3,A,381.4678853862645,317.88492309466835,63.582962291596175,0,mean_nonzero_TF,paragraph,
2_5_3,B,403.2248371455995,336.56680377294106,66.65803337265845,0,mean_nonzero_TF,paragraph,
2_5_4,A,366.8181043404903,375.03221610859805,-8.214111768107728,0,mean_nonzero_TF,paragraph,
2_5_4,B,373.35461574040573,404.49843819720905,-31.14382245680332,0,mean_nonzero_TF,paragraph,
2_5_5,A,363.20917365897407,313.6194966627138,49.589676996260266,0,mean_nonzero_TF,paragraph,
2_5_5,B,378.7900989516247,333.8197708798437,44.97032807178101,0,mean_nonzero_TF,paragraph,
2_6_1,A,318.5523483368693,348.08635580366223,-29.534007466792957,0,mean_nonzero_TF,paragraph,
2_6_1,B,334.3138390920169,375.04950937165324,-40.73567027963634,0,mean_nonzero_TF,paragraph,
2_6_2,A,378.90086103152197,295.66795262898154,83.23290840254043,0,mean_nonzero_TF,paragraph,
2_6_2,B,399.61335195182676,323.3709793825143,76.24237256931247,0,mean_nonzero_TF,paragraph,
2_6_3,A,335.9369065973907,351.3402409109327,-15.403334313542018,0,mean_nonzero_TF,paragraph,
2_6_3,B,385.58503911338397,371.8451593309856,13.739879782398361,0,mean_nonzero_TF,paragraph,
2_6_4,A,372.3504150751818,328.2858355976433,44.06457947753847,0,mean_nonzero_TF,paragraph,
2_6_4,B,407.53264022255786,368.9026680657577,38.629972156800136,0,mean_nonzero_TF,paragraph,
2_7_1,A,372.68695128738636,302.17258979202325,70.51436149536312,0,mean_nonzero_TF,paragraph,
2_7_1,B,421.6147682444237,353.5310147802104,68.08375346421332,0,mean_nonzero_TF,paragraph,
2_7_2,A,321.5983483229286,309.40567905304556,12.192669269883027,0,mean_nonzero_TF,paragraph,
2_7_2,B,336.0265562922653,310.7741515654092,25.25240472685607,0,mean_nonzero_TF,paragraph,
2_7_3,A,313.75721741806495,377.1444000816782,-63.38718266361326,0,mean_nonzero_TF,paragraph,
2_7_3,B,354.70089702680843,390.34485694537045,-35.64395991856202,0,mean_nonzero_TF,paragraph,
2_7_4,A,284.374751299823,298.59286534733013,-14.218114047507129,0,mean_nonzero_TF,paragraph,
2_7_4,B,291.58211425996353,303.1381203054216,-11.556006045458048,0,mean_nonzero_TF,paragraph,
2_7_5,A,373.1590719055172,324.36819862903644,48.79087327648074,0,mean_nonzero_TF,paragraph,
2_7_5,B,367.18509638375536,355.944179674899,11.240916708856389,0,mean_nonzero_TF,paragraph,
2_7_6,A,279.198527919268,304.0236584883832,-24.82513056911523,0,mean_nonzero_TF,paragraph,
2_7_6,B,291.12932070637396,306.868388434371,-15.739067727997053,0,mean_nonzero_TF,paragraph,
2_8_1,A,340.8249228156211,317.20848493754113,23.616437878079978,0,mean_nonzero_TF,paragraph,
2_8_1,B,338.47413229522704,373.231033038102,-34.75690074287496,0,mean_nonzero_TF,paragraph,
2_8_2,A,323.40077018889394,313.9590635908385,9.441706598055418,0,mean_nonzero_TF,paragraph,
2_8_2,B,335.5175029499536,339.3466994633426,-3.829196513388979,0,mean_nonzero_TF,paragraph,
2_8_3,A,355.3367065042199,339.4607625794188,15.87594392480105,0,mean_nonzero_TF,paragraph,
2_8_3,B,375.99632387683016,346.29129848270577,29.70502539412439,0,mean_nonzero_TF,paragraph,
2_8_4,A,411.8297448784654,386.8780587029279,24.95168617553753,0,mean_nonzero_TF,paragraph,
2_8_4,B,439.9377226940748,398.983797853716,40.95392484035881,0,mean_nonzero_TF,paragraph,
2_8_5,A,355.6288047551797,386.76939025915595,-31.14058550397624,0,mean_nonzero_TF,paragraph,
2_8_5,B,379.6276962168129,416.4851659903968,-36.85746977358389,0,mean_nonzero_TF,paragraph,
2_8_6,A,318.53736858761516,312.67138878460156,5.865979803013602,0,mean_nonzero_TF,paragraph,
2_8_6,B,346.86961954188075,361.89819281032186,-15.028573268441107,0,mean_nonzero_TF,paragraph,
2_9_1,A,417.424224864885,356.7471414533666,60.67708341151837,0,mean_nonzero_TF,paragraph,
2_9_1,B,430.6722952052769,387.32903902389177,43.34325618138513,0,mean_nonzero_TF,paragraph,
2_9_2,A,403.4473586792243,369.1537215970883,34.293637082136,0,mean_nonzero_TF,paragraph,
2_9_2,B,407.4901887726638,394.57732125720935,12.91286751545448,0,mean_nonzero_TF,paragraph,
2_9_3,A,357.9933445152067,298.071092791203,59.92225172400367,0,mean_nonzero_TF,paragraph,
2_9_3,B,386.8870605377426,329.7258592645347,57.16120127320795,0,mean_nonzero_TF,paragraph,
2_9_4,A,332.2742052419446,327.46882730985874,4.805377932085889,0,mean_nonzero_TF,paragraph,
2_9_4,B,365.16113226424665,339.7333937326061,25.427738531640557,0,mean_nonzero_TF,paragraph,
2_9_5,A,400.8009133825893,340.7277748577628,60.07313852482645,0,mean_nonzero_TF,paragraph,
2_9_5,B,421.11938260912615,354.7451760980459,66.37420651108027,0,mean_nonzero_TF,paragraph,
2_9_6,A,371.7818642498085,423.07592496310366,-51.29406071329515,0,mean_nonzero_TF,paragraph,
2_9_6,B,405.5006808377762,420.1678279267743,-14.667147088998092,0,mean_nonzero_TF,paragraph,
3_10_1,A,371.3103930064542,393.39930382285576,-22.08891081640155,0,mean_nonzero_TF,paragraph,
3_10_1,B,376.87597840152677,384.83196931617755,-7.9559909146507835,0,mean_nonzero_TF,paragraph,
3_10_2,A,382.8753122433563,354.20358600407,28.671726239286272,0,mean_nonzero_TF,paragraph,
3_10_2,B,331.61154277714434,353.2995108890288,-21.68796811188446,0,mean_nonzero_TF,paragraph,
3_10_3,A,366.0778717259058,349.3779276049778,16.699944120928023,0,mean_nonzero_TF,paragraph,
3_10_3,B,351.0505378831266,349.80976350552146,1.2407743776051348,0,mean_nonzero_TF,paragraph,
3_10_4,A,366.4224118493783,327.3243191517655,39.0980926976128,0,mean_nonzero_TF,paragraph,
3_10_4,B,332.45959933523704,341.55304562807095,-9.093446292833903,0,mean_nonzero_TF,paragraph,
3_10_5,A,299.56893223455114,295.26069505193095,4.308237182620189,0,mean_nonzero_TF,paragraph,
3_10_5,B,291.51259356625116,287.5804845410918,3.9321090251593773,0,mean_nonzero_TF,paragraph,
3_10_6,A,300.38842735618533,305.02901502977073,-4.640587673585401,0,mean_nonzero_TF,paragraph,
3_10_6,B,285.4172983774312,280.50638686690445,4.910911510526773,0,mean_nonzero_TF,paragraph,
3_1_1,A,380.0904509098864,387.43987434900953,-7.349423439123143,0,mean_nonzero_TF,paragraph,
3_1_1,B,405.15221805597855,372.5511451117024,32.601072944276154,0,mean_nonzero_TF,paragraph,
3_1_2,A,405.87284273021993,490.282191347038,-84.40934861681808,0,mean_nonzero_TF,paragraph,
3_1_2,B,438.2740978564758,452.6933103170728,-14.41921246059701,0,mean_nonzero_TF,paragraph,
3_1_3,A,381.18758077620424,319.57285053637105,61.61473023983319,0,mean_nonzero_TF,paragraph,
3_1_3,B,358.38619027924847,326.04656401704807,32.3396262622004,0,mean_nonzero_TF,paragraph,
3_1_4,A,420.67883708436426,372.23347164591036,48.445365438453905,0,mean_nonzero_TF,paragraph,
3_1_4,B,388.19974785343396,375.9406371270214,12.259110726412587,0,mean_nonzero_TF,paragraph,
3_1_5,A,408.90617003897086,340.65078158166165,68.25538845730921,0,mean_nonzero_TF,paragraph,
3_1_5,B,387.5457329922673,366.4173616360114,21.12837135625591,0,mean_nonzero_TF,paragraph,
3_2_1,A,370.5926910700745,385.40045701322055,-14.807765943146023,0,mean_nonzero_TF,paragraph,
3_2_1,B,355.7531570095143,357.9610745432398,-2.2079175337254924,0,mean_nonzero_TF,paragraph,
3_2_2,A,434.1033384305897,340.55891939805923,93.54441903253047,0,mean_nonzero_TF,paragraph,
3_2_2,B,409.33064190837956,355.27462274770494,54.05601916067462,0,mean_nonzero_TF,paragraph,
3_2_3,A,391.4579991518817,359.2658023137088,32.19219683817295,0,mean_nonzero_TF,paragraph,
3_2_3,B,405.01168327736707,355.23985465654613,49.77182862082094,0,mean_nonzero_TF,paragraph,
3_2_4,A,384.4800888653275,378.9081157390113,5.571973126316209,0,mean_nonzero_TF,paragraph,
3_2_4,B,390.9016834527412,362.74987740436865,28.151806048372578,0,mean_nonzero_TF,paragraph,
3_2_5,A,363.6575436168159,382.32566940602885,-18.66812578921298,0,mean_nonzero_TF,paragraph,
3_2_5,B,363.15158213381244,359.93933240449877,3.212249729313669,0,mean_nonzero_TF,paragraph,
3_3_1,A,402.73031963693614,392.4432090095434,10.287110627392735,0,mean_nonzero_TF,paragraph,
3_3_1,B,412.58374330828565,370.0124217302797,42.57132157800595,0,mean_nonzero_TF,paragraph,
3_3_2,A,392.7728870458336,389.10196286899134,3.670924176842277,0,mean_nonzero_TF,paragraph,
3_3_2,B,377.56530228679776,379.73229221399504,-2.166989927197278,0,mean_nonzero_TF,paragraph,
3_3_3,A,379.03079156382296,340.8734149517647,38.15737661205827,0,mean_nonzero_TF,paragraph,
3_3_3,B,363.74878635594195,340.18649196082214,23.562294395119807,0,mean_nonzero_TF,paragraph,
3_3_4,A,418.8885949592236,367.89127229747277,50.99732266175084,0,mean_nonzero_TF,paragraph,
3_3_4,B,399.8903122103177,363.4580411816083,36.43227102870941,0,mean_nonzero_TF,paragraph,
3_3_5,A,381.69011771204583,404.9445504987203,-23.254432786674442,0,mean_nonzero_TF,paragraph,
3_3_5,B,386.640245510769,381.99081774656776,4.649427764201221,0,mean_nonzero_TF,paragraph,
3_4_1,A,379.86710305938226,303.8168099767106,76.05029308267166,0,mean_nonzero_TF,paragraph,
3_4_1,B,345.67521496226385,294.82697966003434,50.84823530222951,0,mean_nonzero_TF,paragraph,
3_4_2,A,384.4491195400838,364.12365122441986,20.325468315663954,0,mean_nonzero_TF,paragraph,
3_4_2,B,361.9146612355345,388.82387302312344,-26.90921178758896,0,mean_nonzero_TF,paragraph,
3_4_3,A,363.07720963343235,310.7001387658025,52.37707086762987,0,mean_nonzero_TF,paragraph,
3_4_3,B,357.2749847886463,325.9039099923527,31.371074796293613,0,mean_nonzero_TF,paragraph,
3_4_4,A,383.06208339626386,389.1262400546593,-6.064156658395461,0,mean_nonzero_TF,paragraph,
3_4_4,B,365.7621163100474,376.1419734252974,-10.37985711524999,0,mean_nonzero_TF,paragraph,
3_4_5,A,377.93733925008513,321.45544199751635,56.481897252568785,0,mean_nonzero_TF,paragraph,
3_4_5,B,397.8553754044945,337.50322431996966,60.35215108452485,0,mean_nonzero_TF,paragraph,
3_5_1,A,399.5290617605681,354.59485471988995,44.93420704067813,0,mean_nonzero_TF,paragraph,
3_5_1,B,375.6844376486095,359.44739870011085,16.23703894849865,0,mean_nonzero_TF,paragraph,
3_5_2,A,362.0814523958274,346.6532746884407,15.42817770738668,0,mean_nonzero_TF,paragraph,
3_5_2,B,352.5465707551396,339.39753848921214,13.149032265927474,0,mean_nonzero_TF,paragraph,
