iter,metric,resolution,level_type,pearson_r,pearson_p,spearman_r,spearman_p,n_texts
1,mean_GD,paragraph,diff,0.13528162858885806,0.08608515950289311,0.12021971291109729,0.12755107236711297,162
1,mean_HigherPassFixation,paragraph,Adv+Ele,0.762836598568661,6.124942033643616e-63,0.7526455152461347,2.134511156377512e-60,324
1,mean_HigherPassFixation,paragraph,diff,0.4727625604387421,2.1223187586837876e-10,0.4043674433111616,9.470616306832072e-08,162
1,reading_speed,paragraph,Adv+Ele,0.7257142191599805,3.0791611186932576e-54,0.727539714041262,1.2426970115868964e-54,324
1,reading_speed,paragraph,diff,0.5419650252453416,9.481076673867577e-14,0.5185058167186734,1.5777463719033082e-12,162
2,mean_nonzero_TF,paragraph,Adv+Ele,0.8729526329745514,2.0967820046098604e-102,0.8592634930715427,9.342348510906032e-96,324
2,mean_nonzero_TF,paragraph,diff,0.658758190250244,1.6020308785833233e-21,0.6310268276125838,2.247309092579971e-19,162
2,SkipRateTotal,paragraph,Adv+Ele,0.6795408547668821,3.154952232093328e-45,0.6555974801050478,3.5372892792099984e-41,324
2,SkipRateTotal,paragraph,diff,0.3000512050587295,0.00010478995749165399,0.2764687867381919,0.0003690300850421465,162
2,RegRateTotal,paragraph,Adv+Ele,0.783287600414543,1.891658314307953e-68,0.7846377505469114,7.798969625918743e-69,324
2,RegRateTotal,paragraph,diff,0.35366710100693544,3.8992147316006845e-06,0.29609447880986955,0.00013043792573209497,162
2,mean_nonzero_FF,paragraph,Adv+Ele,0.666177164349383,6.391657329251981e-43,0.6752239069266934,1.8088614031576723e-44,324
2,mean_nonzero_FF,paragraph,diff,0.8118309113348958,3.1742095260936925e-39,0.815657367537869,7.2298569287618505e-40,162
2,mean_FD,paragraph,Adv+Ele,0.7033497652948876,1.176138728301215e-49,0.7123068102634666,1.9409466341213895e-51,324
2,mean_FD,paragraph,diff,0.7878720927692904,1.643853199357883e-35,0.8076975729683118,1.5113979644119834e-38,162
2,mean_NF,paragraph,Adv+Ele,0.7621226892175335,9.318441906567604e-63,0.7406243109029488,1.489721027445935e-57,324
2,mean_NF,paragraph,diff,0.35974428648588846,2.57979385065415e-06,0.2907286740308879,0.00017465057227789317,162
2,mean_FirstPassGD,paragraph,Adv+Ele,0.747891904178482,2.9723904175193175e-59,0.7290991682322953,5.6909370071149e-55,324
2,mean_FirstPassGD,paragraph,diff,0.6248935131207463,6.2757322585341595e-19,0.5943496749044894,7.572050585044852e-17,162
2,SkipRateFirstPass,paragraph,Adv+Ele,0.6109514254911788,1.5500150569922178e-34,0.5869852610409886,2.183852967347345e-31,324
2,SkipRateFirstPass,paragraph,diff,0.23190461666665307,0.002983850395738617,0.20337133994109188,0.009441647724728199,162
2,RegRateFirstPass,paragraph,Adv+Ele,0.6461772416617831,1.1033480726053692e-39,0.6280645303555522,5.916293925713725e-37,324
2,RegRateFirstPass,paragraph,diff,0.21701016065540757,0.0055399816945047265,0.182599663261173,0.020034255122703657,162
2,mean_GD,paragraph,Adv+Ele,0.7443739267387237,2.010083291470408e-58,0.7171453520679528,1.978981744487194e-52,324
2,mean_GD,paragraph,diff,0.4838934174936496,6.877821280734813e-11,0.43497313569332774,7.293698404840012e-09,162
2,mean_HigherPassFixation,paragraph,Adv+Ele,0.7958219504255173,3.925825376816092e-72,0.7870392421476013,1.587377513541713e-69,324
2,mean_HigherPassFixation,paragraph,diff,0.6014970125352905,2.582123042293932e-17,0.5375048866646627,1.6456735383030563e-13,162
2,reading_speed,paragraph,Adv+Ele,0.7461724221877584,7.595387350049095e-59,0.7482268264930805,2.473767038099274e-59,324
2,reading_speed,paragraph,diff,0.5341150591073546,2.488956965970695e-13,0.5146049528551528,2.466908967265745e-12,162
3,mean_nonzero_TF,paragraph,Adv+Ele,0.7718587223787998,2.6738614658011755e-65,0.7577056265601159,1.2100148106953221e-61,324
3,mean_nonzero_TF,paragraph,diff,0.5538319172318077,2.0997267233087873e-14,0.5266010971532444,6.126552868804872e-13,162
3,SkipRateTotal,paragraph,Adv+Ele,0.6749558367864338,2.0140721096672193e-44,0.6611594755646362,4.376569310962161e-42,324
3,SkipRateTotal,paragraph,diff,0.2618360818883315,0.0007633906747244346,0.2430461174126151,0.0018308423774692228,162
3,RegRateTotal,paragraph,Adv+Ele,0.7783291995882151,4.641604903466452e-67,0.7770739750270353,1.0299317873220118e-66,324
3,RegRateTotal,paragraph,diff,0.18155628057419654,0.020767186623835122,0.12450445339215675,0.11443693182931458,162
3,mean_nonzero_FF,paragraph,Adv+Ele,0.5584280011608166,5.829206869880526e-28,0.5421844707293625,3.7281023396061594e-26,324
3,mean_nonzero_FF,paragraph,diff,0.654153777156774,3.7732986966359176e-21,0.6548215326556217,3.3355364572528575e-21,162
3,mean_FD,paragraph,Adv+Ele,0.5855300281941049,3.3271134806231575e-31,0.5659072265883413,7.947883991935647e-29,324
3,mean_FD,paragraph,diff,0.7071930254425256,7.180375744840684e-26,0.6886224333543619,4.206165258539368e-24,162
3,mean_NF,paragraph,Adv+Ele,0.7453854179876863,1.1639693255393466e-58,0.7422141074153459,6.399234172116006e-58,324
3,mean_NF,paragraph,diff,0.4214108011432175,2.3444918832191226e-08,0.34085279884159586,9.063018725104986e-06,162
3,mean_FirstPassGD,paragraph,Adv+Ele,0.6874171171659725,1.2055394595189898e-46,0.6595806761751035,7.956237925166532e-42,324
3,mean_FirstPassGD,paragraph,diff,0.5854909395502461,2.7701742350103154e-16,0.5405476733830962,1.1306933110476011e-13,162
3,SkipRateFirstPass,paragraph,Adv+Ele,0.6137581236896833,6.365506533536493e-35,0.6037857338166936,1.4447586388921959e-33,324
3,SkipRateFirstPass,paragraph,diff,0.2726921130543594,0.0004469254913930058,0.22266396259461077,0.0044002295211828975,162
3,RegRateFirstPass,paragraph,Adv+Ele,0.618005195160541,1.627631897968896e-35,0.5985343953145812,7.158789843626812e-33,324
3,RegRateFirstPass,paragraph,diff,0.11823046649609105,0.13401999245640678,0.088626102763206,0.26207527039658696,162
3,mean_GD,paragraph,Adv+Ele,0.6963106597219745,2.660629190580148e-48,0.6620175879618605,3.157826482359458e-42,324
3,mean_GD,paragraph,diff,0.49044327021387524,3.476645032403893e-11,0.44496521823809104,2.984170859607193e-09,162
3,mean_HigherPassFixation,paragraph,Adv+Ele,0.6704003609394681,1.2293895909564436e-43,0.6713887786333608,8.325722374534614e-44,324
3,mean_HigherPassFixation,paragraph,diff,0.2859970081583934,0.00022485022617820428,0.21811389562789937,0.005298685169089675,162
3,reading_speed,paragraph,Adv+Ele,0.6979289950458428,1.3093703707987515e-48,0.6911105818845759,2.515675337138579e-47,324
3,reading_speed,paragraph,diff,0.3005335762662898,0.00010200790549925037,0.2659883905549416,0.0006236729487229163,162
4,mean_nonzero_TF,paragraph,Adv+Ele,0.7441369022783544,2.2837711890541677e-58,0.7199601316009986,5.128461968870272e-53,324
4,mean_nonzero_TF,paragraph,diff,0.32320843930484383,2.7278478273063344e-05,0.28135756836743764,0.0002868278588000253,162
4,SkipRateTotal,paragraph,Adv+Ele,0.8040992419238853,1.0408273245970123e-74,0.7943250675778301,1.1147479109552633e-71,324
4,SkipRateTotal,paragraph,diff,0.6367749746143193,8.405199892497787e-20,0.6164959685898602,2.4692599810691905e-18,162
4,RegRateTotal,paragraph,Adv+Ele,0.7964918701433545,2.453887483694096e-72,0.7956490522434796,4.430744212013536e-72,324
4,RegRateTotal,paragraph,diff,0.48721794485155,4.873555262669986e-11,0.42731818432005153,1.4187639082664511e-08,162
4,mean_nonzero_FF,paragraph,Adv+Ele,0.1533942938376843,0.005660617452990075,0.11178217035802177,0.04436687445440919,324
4,mean_nonzero_FF,paragraph,diff,-0.43502407525170184,7.261073002668074e-09,-0.3503480998813087,4.868519401046638e-06,162
4,mean_FD,paragraph,Adv+Ele,0.14312980761443256,0.0098893501089609,0.09588738059326296,0.08483881202706649,324
4,mean_FD,paragraph,diff,-0.4258263573131057,1.6121062781566504e-08,-0.3361164388104906,1.2263887871717944e-05,162
4,mean_NF,paragraph,Adv+Ele,0.7970973483883237,1.602319612903802e-72,0.7736431072653985,8.861212457636991e-66,324
4,mean_NF,paragraph,diff,0.4926069605773539,2.766279802168932e-11,0.4216418911004134,2.299290689358476e-08,162
4,mean_FirstPassGD,paragraph,Adv+Ele,0.47866058603392236,5.867945975107443e-20,0.4443149603521121,4.146519213391446e-17,324
4,mean_FirstPassGD,paragraph,diff,-0.09965149097570654,0.2070647632270037,-0.1396478214296299,0.07633514791291768,162
4,SkipRateFirstPass,paragraph,Adv+Ele,0.6331353085622604,1.062230869959325e-37,0.6167984102739134,2.4030711957819084e-35,324
4,SkipRateFirstPass,paragraph,diff,0.38450986535227605,4.379061631385427e-07,0.352100948259924,4.331228718846172e-06,162
4,RegRateFirstPass,paragraph,Adv+Ele,0.6137100872705018,6.463690405193482e-35,0.5902378873276707,8.456545902945156e-32,324
4,RegRateFirstPass,paragraph,diff,0.10300390746096733,0.1921156634533614,0.04998722763460026,0.5275816877242585,162
4,mean_GD,paragraph,Adv+Ele,0.6387979213656501,1.502336029728829e-38,0.5974226667725121,1.0007958927214769e-32,324
4,mean_GD,paragraph,diff,0.28353245782342923,0.00025602691929417916,0.2463062460395082,0.0015803352692374498,162
4,mean_HigherPassFixation,paragraph,Adv+Ele,0.7263762264950906,2.217658153476046e-54,0.7300771788697485,3.477424777589532e-55,324
4,mean_HigherPassFixation,paragraph,diff,0.3548930890918177,3.5899191456740197e-06,0.32484570841466015,2.4697068627527402e-05,162
4,reading_speed,paragraph,Adv+Ele,0.8016140796608409,6.3644080235497495e-74,0.8034925423160718,1.6232887474496653e-74,324
4,reading_speed,paragraph,diff,0.608947668125045,8.172003975086325e-18,0.5916992326701582,1.1208659953836531e-16,162
5,mean_nonzero_TF,paragraph,Adv+Ele,0.7794281714155635,2.3001092998148186e-67,0.7711532728250996,4.126316023278818e-65,324
5,mean_nonzero_TF,paragraph,diff,0.34901139863111874,5.320124932958677e-06,0.289737933642975,0.00018420594436199965,162
5,SkipRateTotal,paragraph,Adv+Ele,0.6713650534658413,8.404126028779887e-44,0.6717863462705134,7.114644573419149e-44,324
5,SkipRateTotal,paragraph,diff,0.3125590882121224,5.1360313102204065e-05,0.2800930336273095,0.0003062825608119605,162
5,RegRateTotal,paragraph,Adv+Ele,0.8603722405247132,2.8744200009480776e-96,0.8576816098509537,4.934798386010869e-95,324
5,RegRateTotal,paragraph,diff,0.5558456120718582,1.6161414730407396e-14,0.47681850962725864,1.4142522218736565e-10,162
5,mean_nonzero_FF,paragraph,Adv+Ele,0.1271706555770447,0.02204869215615757,0.10982403217697337,0.04824877302408914,324
5,mean_nonzero_FF,paragraph,diff,-0.28638030531026665,0.0002203314121348831,-0.36553098462941086,1.7270492727988573e-06,162
5,mean_FD,paragraph,Adv+Ele,0.12281555668978378,0.027069734138479365,0.1219616663579512,0.02816175170293693,324
5,mean_FD,paragraph,diff,-0.273554944001773,0.0004278956527981716,-0.3671483471430123,1.5416407293965698e-06,162
5,mean_NF,paragraph,Adv+Ele,0.8145252177264257,3.897637713774688e-78,0.8100848359031578,1.1914487097527841e-76,324
5,mean_NF,paragraph,diff,0.5005046840412724,1.184706063362619e-11,0.43572677581746666,6.825108695929289e-09,162
5,mean_FirstPassGD,paragraph,Adv+Ele,0.34441396863033735,1.8721583026552786e-10,0.3168405175835517,5.475874541417997e-09,324
5,mean_FirstPassGD,paragraph,diff,-0.27314145257680805,0.00043691973830088014,-0.2193502041461497,0.005039607041354514,162
5,SkipRateFirstPass,paragraph,Adv+Ele,0.5056292515066632,1.9729860886210665e-22,0.5349169268330782,2.229394636758763e-25,324
5,SkipRateFirstPass,paragraph,diff,0.05913569589569561,0.4547614249135286,0.07274603033472066,0.3575959791069403,162
5,RegRateFirstPass,paragraph,Adv+Ele,0.6463134300117495,1.0507233540347715e-39,0.6247861483774798,1.7658792294545567e-36,324
5,RegRateFirstPass,paragraph,diff,0.18031498669662394,0.021669198126252943,0.13714133292687575,0.08181694271227745,162
5,mean_GD,paragraph,Adv+Ele,0.48621470355631663,1.2519839017178606e-20,0.46941652774470116,3.691278321003548e-19,324
5,mean_GD,paragraph,diff,-0.12981966580081927,0.0996578074544999,-0.023352964670649387,0.7680142854119967,162
5,mean_HigherPassFixation,paragraph,Adv+Ele,0.7686734290111452,1.873226992440062e-64,0.7742093796582963,6.228146202790706e-66,324
5,mean_HigherPassFixation,paragraph,diff,0.410494269568133,5.784768684998891e-08,0.3427806497958538,8.001825175123879e-06,162
5,reading_speed,paragraph,Adv+Ele,0.7173488156977508,1.795934052029541e-52,0.7202455611124343,4.4680305833654e-53,324
5,reading_speed,paragraph,diff,0.3766516492379347,7.811096665354702e-07,0.40292226075101506,1.062318868456298e-07,162
6,mean_nonzero_TF,paragraph,Adv+Ele,0.7823812095966305,3.416851914462577e-68,0.7733636756546974,1.0541310029531058e-65,324
6,mean_nonzero_TF,paragraph,diff,0.6382869970134104,6.466917649146895e-20,0.6112458913205778,5.6956797699813775e-18,162
6,SkipRateTotal,paragraph,Adv+Ele,0.6099592510038803,2.1185740975947925e-34,0.6115704112214487,1.2747620787937638e-34,324
6,SkipRateTotal,paragraph,diff,0.14634313998477277,0.0631352618203758,0.1484233538114573,0.0594370860925986,162
6,RegRateTotal,paragraph,Adv+Ele,0.8118486914854595,3.0960330968925398e-77,0.8153274263409145,2.0806843683421722e-78,324
6,RegRateTotal,paragraph,diff,0.4166102256779799,3.5015180363917605e-08,0.3704536377249101,1.2199746506071864e-06,162
6,mean_nonzero_FF,paragraph,Adv+Ele,0.6735868109499694,3.480558773022205e-44,0.6614361444082807,3.9398880880183996e-42,324
6,mean_nonzero_FF,paragraph,diff,0.6263545684935663,4.923968076303116e-19,0.6647853889785071,5.1014441862141955e-22,162
6,mean_FD,paragraph,Adv+Ele,0.6970476632196202,1.9275660401074873e-48,0.6791313628465333,3.7281376828518204e-45,324
6,mean_FD,paragraph,diff,0.6210148514931905,1.1875795821081285e-18,0.6566223656114293,2.3881364531798996e-21,162
6,mean_NF,paragraph,Adv+Ele,0.6848142474562435,3.586679484364935e-46,0.6744141903275032,2.501628132185769e-44,324
6,mean_NF,paragraph,diff,0.1540673176290423,0.050291588718556955,0.08382199979959382,0.2889235738061938,162
6,mean_FirstPassGD,paragraph,Adv+Ele,0.7727456027459518,1.5462914455331636e-65,0.735026152611292,2.780954242375841e-56,324
6,mean_FirstPassGD,paragraph,diff,0.6849429949501095,9.088921665754018e-24,0.6381765296142463,6.592294712680707e-20,162
6,SkipRateFirstPass,paragraph,Adv+Ele,0.5811554235134666,1.1646983159680576e-30,0.5483843282927331,7.831011696758764e-27,324
6,SkipRateFirstPass,paragraph,diff,0.09672775606706267,0.2207699455597567,0.09936618018773262,0.2083745963933939,162
6,RegRateFirstPass,paragraph,Adv+Ele,0.7246331598746756,5.251710689042309e-54,0.7109124747514841,3.714983810601021e-51,324
6,RegRateFirstPass,paragraph,diff,0.31714034690703796,3.9235444265926835e-05,0.2886738050781796,0.00019500994996403452,162
6,mean_GD,paragraph,Adv+Ele,0.6960265742228358,3.0117970584110577e-48,0.6608966861598441,4.8355820061277305e-42,324
6,mean_GD,paragraph,diff,0.5695724692451063,2.5867208597256955e-15,0.5461731594033541,5.592949982075161e-14,162
6,mean_HigherPassFixation,paragraph,Adv+Ele,0.6749304800105118,2.0346370839805483e-44,0.6851155036913551,3.1633126414754017e-46,324
6,mean_HigherPassFixation,paragraph,diff,0.2962394361051328,0.00012940307030263678,0.2283713046583145,0.0034677618484302685,162
6,reading_speed,paragraph,Adv+Ele,0.7478510259831663,3.039698958067857e-59,0.761463134961587,1.3713225794705493e-62,324
6,reading_speed,paragraph,diff,0.46258222731831106,5.744449358120969e-10,0.45406817479370165,1.2887182698026105e-09,162
7,mean_nonzero_TF,paragraph,Adv+Ele,0.7890677686676603,4.0708008089745734e-70,0.7673495453062018,4.168639230371975e-64,324
7,mean_nonzero_TF,paragraph,diff,0.43543819697947894,7.00100567279117e-09,0.3558832619915575,3.3572726523774713e-06,162
7,SkipRateTotal,paragraph,Adv+Ele,0.7279032553090627,1.0363480167285439e-54,0.6993611088496502,6.963842406043301e-49,324
7,SkipRateTotal,paragraph,diff,0.4012085593109792,1.2164470730845398e-07,0.3640067686480063,1.9210588313632026e-06,162
7,RegRateTotal,paragraph,Adv+Ele,0.7092626037201969,7.969174471211143e-51,0.7018150706076404,2.3397468868212137e-49,324
7,RegRateTotal,paragraph,diff,0.22569555511216202,0.003880124880724399,0.13646390360180705,0.08335158545587555,162
7,mean_nonzero_FF,paragraph,Adv+Ele,0.2530810878472487,3.965727164877824e-06,0.25633369497146585,2.9466094815742293e-06,324
7,mean_nonzero_FF,paragraph,diff,-0.21891247899449232,0.0051300089295622155,-0.15935536954475338,0.042814095382368855,162
7,mean_FD,paragraph,Adv+Ele,0.22579266359747674,4.1021272419989316e-05,0.2374664161661066,1.561540442866026e-05,324
7,mean_FD,paragraph,diff,-0.24983036143139264,0.0013450235077315995,-0.1798306708949547,0.02203018890032676,162
7,mean_NF,paragraph,Adv+Ele,0.7438009660395614,2.7360313518058787e-58,0.7224530287152198,1.5295045413726486e-53,324
7,mean_NF,paragraph,diff,0.3605067671835275,2.448022451107011e-06,0.2540091819899769,0.0011077033936918337,162
7,mean_FirstPassGD,paragraph,Adv+Ele,0.6371022775372729,2.710156000652999e-38,0.6005383997953658,3.9004267800588494e-33,324
7,mean_FirstPassGD,paragraph,diff,0.18772497086130915,0.0167498218686805,0.1914965683970752,0.01464199316487461,162
7,SkipRateFirstPass,paragraph,Adv+Ele,0.7010679694562941,3.2650664850482607e-49,0.6740275060345088,2.919527603178104e-44,324
7,SkipRateFirstPass,paragraph,diff,0.4112657044585101,5.432805145218129e-08,0.37753559679406573,7.324324201923333e-07,162
7,RegRateFirstPass,paragraph,Adv+Ele,0.6555872122691436,3.5508163159147214e-41,0.6297654644403871,3.3373991421294824e-37,324
7,RegRateFirstPass,paragraph,diff,0.2797018274453495,0.0003125447429533872,0.24578123831257995,0.0016184392555672448,162
7,mean_GD,paragraph,Adv+Ele,0.7636713074209084,3.742881517087359e-63,0.7137865276564967,9.704201828631935e-52,324
7,mean_GD,paragraph,diff,0.4813246040855887,8.952676960465238e-11,0.4388203697352804,5.1879107512621796e-09,162
7,mean_HigherPassFixation,paragraph,Adv+Ele,0.7255634286785327,3.317729146905009e-54,0.7096691452109409,6.606260475699238e-51,324
7,mean_HigherPassFixation,paragraph,diff,0.312266142851364,5.2244568694329905e-05,0.18100770434726157,0.02116174244968798,162
7,reading_speed,paragraph,Adv+Ele,0.7519505846819869,3.148698683187359e-60,0.7412022262796257,1.0965168723942023e-57,324
7,reading_speed,paragraph,diff,0.4708470189175643,2.566061367366969e-10,0.45135563487123903,1.6593809295561822e-09,162
8,mean_nonzero_TF,paragraph,Adv+Ele,0.6174641953107463,1.9386688539725752e-35,0.6146133559136655,4.844950946150798e-35,324
8,mean_nonzero_TF,paragraph,diff,0.12527293528500857,0.11220020725167527,0.047720662017807926,0.5464919029926336,162
8,SkipRateTotal,paragraph,Adv+Ele,0.46216017063173986,1.504502084815417e-18,0.4566534283565625,4.274454225805855e-18,324
8,SkipRateTotal,paragraph,diff,0.04958624154654354,0.530902940261082,0.0705839017388764,0.3721016728044031,162
8,RegRateTotal,paragraph,Adv+Ele,0.7431434524289641,3.893580644186029e-58,0.7273352722434661,1.3761218605786035e-54,324
8,RegRateTotal,paragraph,diff,0.2294064544890311,0.0033191387889593017,0.14625840259342524,0.06328981254052232,162
8,mean_nonzero_FF,paragraph,Adv+Ele,0.12083501489366791,0.029660252394901235,0.20506787330316745,0.00020197865633427234,324
8,mean_nonzero_FF,paragraph,diff,0.05047182642904394,0.5235819496410014,0.07320329512914202,0.35457398406677343,162
8,mean_FD,paragraph,Adv+Ele,0.21379282810468633,0.00010517504006196196,0.310610109990915,1.1214681111526857e-08,324
8,mean_FD,paragraph,diff,0.11600348230583182,0.1415570015790207,0.13568203725579026,0.08515143951647948,162
8,mean_NF,paragraph,Adv+Ele,0.6705064250191981,1.1791179627044975e-43,0.6567288507845784,2.320736757965419e-41,324
8,mean_NF,paragraph,diff,0.19199338266881347,0.014382379926693134,0.07247788122688097,0.35937558470280495,162
8,mean_FirstPassGD,paragraph,Adv+Ele,0.3398764722851554,3.3397840452251526e-10,0.3464436858864104,1.440716468486201e-10,324
8,mean_FirstPassGD,paragraph,diff,-0.020663793886950367,0.7940937320896443,-0.11429220631674618,0.14756459680658715,162
8,SkipRateFirstPass,paragraph,Adv+Ele,0.4436835335577586,4.6463821035611115e-17,0.43677793096927403,1.5887724602445674e-16,324
8,SkipRateFirstPass,paragraph,diff,-0.03371574144267513,0.6701592546915537,0.00819830614442511,0.9175335185405947,162
8,RegRateFirstPass,paragraph,Adv+Ele,0.5578136046118287,6.850574819934395e-28,0.5472498743086979,1.0444146227481804e-26,324
8,RegRateFirstPass,paragraph,diff,0.031079609278677076,0.6946071673858568,-0.013524594212777729,0.8643693824326169,162
8,mean_GD,paragraph,Adv+Ele,0.3088046169874795,1.3761578731780594e-08,0.30620130013318875,1.8440537403280192e-08,324
8,mean_GD,paragraph,diff,-0.1020365026872163,0.19634643151399936,-0.09981497711559062,0.2063168877177713,162
8,mean_HigherPassFixation,paragraph,Adv+Ele,0.6985308927186507,1.0046446821304232e-48,0.6938844345655493,7.634764139922403e-48,324
8,mean_HigherPassFixation,paragraph,diff,0.189880672968423,0.015514897652944701,0.08346352678174497,0.2909980237105845,162
8,reading_speed,paragraph,Adv+Ele,0.6220141730871738,4.40688385808948e-36,0.6192846621329594,1.0748591513252921e-35,324
8,reading_speed,paragraph,diff,0.629647325595087,2.8368900574375562e-19,0.639633002663144,5.114621872662475e-20,162
9,mean_nonzero_TF,paragraph,Adv+Ele,0.6325616860640244,1.2920683863805058e-37,0.5892288287334728,1.1363572160461619e-31,324
9,mean_nonzero_TF,paragraph,diff,0.10870011505866528,0.1685442214111578,0.050122713499614,0.5264618742321912,162
9,SkipRateTotal,paragraph,Adv+Ele,0.7778109570177317,6.454356536481113e-67,0.7727172535040789,1.5736598850235575e-65,324
9,SkipRateTotal,paragraph,diff,0.513392551326864,2.831286282721862e-12,0.456306514188616,1.0443260904580258e-09,162
